Inhibitor	Significant_up_deletions	Significant_down_deletions
1	CoumaricAcid	YER150W	YMR100W
2	CoumaricAcid	YGL260W	YLR426W
3	CoumaricAcid	YFL028C	YKL046C
4	CoumaricAcid	YDL133C-A	YLR242C
5	CoumaricAcid	YNR063W	YCR098C
6	CoumaricAcid	YJL092W	YOR346W
7	CoumaricAcid	YPL088W	YPL214C
8	CoumaricAcid	YEL016C	YJL218W
9	CoumaricAcid	YGR022C	YDR191W
10	CoumaricAcid	YDL172C	YER067W
11	CoumaricAcid	YGL151W	YBR118W
12	CoumaricAcid	YLL029W	YHL043W
13	CoumaricAcid	YML060W	YDR415C
14	CoumaricAcid	YBR286W	YLR451W
15	CoumaricAcid	YKL020C	YJR092W
16	CoumaricAcid	YDR094W	YNL278W
17	CoumaricAcid	YGR004W	YGL141W
18	CoumaricAcid	YMR065W	YMR130W
19	CoumaricAcid	YLR136C	YDR067C
20	CoumaricAcid	YGR214W	YIL008W
21	CoumaricAcid	YJR146W	YDR338C
22	CoumaricAcid	YGR053C	YML018C
23	CoumaricAcid	YIL128W	YPL200W
24	CoumaricAcid	YJR090C	YPR140W
25	CoumaricAcid	YMR092C	YMR057C
26	CoumaricAcid	YDR389W	YPL247C
27	CoumaricAcid	YHR110W	YLR438W
28	CoumaricAcid	YGL084C	YPR117W
29	CoumaricAcid	YMR175W	YPR138C
30	CoumaricAcid	YDR095C	YNL063W
31	CoumaricAcid	YOR047C	YKR092C
32	CoumaricAcid	YHL014C	YNL071W
33	CoumaricAcid	YMR274C	YGL251C
34	CoumaricAcid	YAL054C	YGL252C
35	CoumaricAcid	YFR053C	YOR189W
36	CoumaricAcid	YML102W	YMR319C
37	CoumaricAcid	YNL047C	YJL181W
38	CoumaricAcid	YBR239C	YAL010C
39	CoumaricAcid	YGL256W	YMR183C
40	CoumaricAcid	YPL185W	YOL107W
41	CoumaricAcid	YML121W	YJL043W
42	CoumaricAcid	YLR405W	YJL142C
43	CoumaricAcid	YER119C	YDL203C
44	CoumaricAcid	YPL015C	YER123W
45	CoumaricAcid	YPR172W	YLR381W
46	CoumaricAcid	YNL085W	YNL140C
47	CoumaricAcid	YLR315W	YPR147C
48	CoumaricAcid	NA	YDR163W
49	CoumaricAcid	NA	YHR123W
50	CoumaricAcid	NA	YHR195W
51	CoumaricAcid	NA	YOL089C
52	CoumaricAcid	NA	YNL100W
53	CoumaricAcid	NA	YNR015W
54	CoumaricAcid	NA	YML019W
55	CoumaricAcid	NA	YPL183W-A
56	CoumaricAcid	NA	YGR206W
57	CoumaricAcid	NA	YBR111C
58	CoumaricAcid	NA	YDL190C
59	CoumaricAcid	NA	YHR121W
60	CoumaricAcid	NA	YPR130C
61	CoumaricAcid	NA	YIL108W
62	CoumaricAcid	NA	YPL136W
63	CoumaricAcid	NA	YLR445W
64	CoumaricAcid	NA	YFR045W
65	CoumaricAcid	NA	YDR265W
66	CoumaricAcid	NA	YOL014W
67	CoumaricAcid	NA	YAR031W
68	CoumaricAcid	NA	YDL231C
69	CoumaricAcid	NA	YLR234W
70	CoumaricAcid	NA	YJL162C
71	CoumaricAcid	NA	YML090W
72	CoumaricAcid	NA	YOR088W
73	CoumaricAcid	NA	YPL127C
74	CoumaricAcid	NA	YDR314C
75	CoumaricAcid	NA	YMR262W
76	CoumaricAcid	NA	YOR304C-A
77	CoumaricAcid	NA	YDR491C
78	CoumaricAcid	NA	YGL060W
79	CoumaricAcid	NA	YNL206C
80	CoumaricAcid	NA	YPL038W
81	CoumaricAcid	NA	YDR111C
82	CoumaricAcid	NA	YAR014C
83	CoumaricAcid	NA	YCL062W
84	CoumaricAcid	NA	YMR263W
85	CoumaricAcid	NA	YPR179C
