Inhibitor	Significant_up_deletions	Significant_down_deletions
1	FeruloylAmide	YER143W	YML113W
2	FeruloylAmide	YOR280C	YER010C
3	FeruloylAmide	YMR161W	YGL147C
4	FeruloylAmide	YLL062C	YFL033C
5	FeruloylAmide	YDL191W	YER182W
6	FeruloylAmide	YJL199C	YDR360W
7	FeruloylAmide	YKL220C	YLR407W
8	FeruloylAmide	YLR377C	YPL207W
9	FeruloylAmide	YKL068W	YDR475C
10	FeruloylAmide	YEL013W	YDL048C
11	FeruloylAmide	YBR278W	YPL245W
12	FeruloylAmide	YLR151C	YGR233C
13	FeruloylAmide	YGL136C	YOR348C
14	FeruloylAmide	YMR316W	YHR110W
15	FeruloylAmide	YPL225W	YLR287C-A
16	FeruloylAmide	YER095W	YKL032C
17	FeruloylAmide	YOR118W	YDL050C
18	FeruloylAmide	YLR143W	YEL033W
19	FeruloylAmide	YPL130W	YMR312W
20	FeruloylAmide	YIL015C-A	YML005W
21	FeruloylAmide	YJR080C	YJR147W
22	FeruloylAmide	YBR062C	YGR292W
23	FeruloylAmide	YDR159W	YNL180C
24	FeruloylAmide	YBR100W	YJL207C
25	FeruloylAmide	YPR189W	YGR226C
26	FeruloylAmide	YOR041C	YOR242C
27	FeruloylAmide	YGL027C	YOR334W
28	FeruloylAmide	YGL211W	YER175C
29	FeruloylAmide	YOR053W	YGR238C
30	FeruloylAmide	YDL190C	YOR309C
31	FeruloylAmide	YPL196W	YLR039C
32	FeruloylAmide	YOL155C	YBR141C
33	FeruloylAmide	YBR012C	YPL208W
34	FeruloylAmide	YNL004W	YDL117W
35	FeruloylAmide	YCR102W-A	YDR539W
36	FeruloylAmide	YCL062W	YDR068W
37	FeruloylAmide	YDR479C	YGL084C
38	FeruloylAmide	YOL049W	YDR155C
39	FeruloylAmide	YDR431W	YPL087W
40	FeruloylAmide	YGR227W	YBR165W
41	FeruloylAmide	YLR258W	YOL089C
42	FeruloylAmide	YMR100W	YKL017C
43	FeruloylAmide	YOR086C	YIR014W
44	FeruloylAmide	YKR017C	YEL031W
45	FeruloylAmide	YJR044C	YPR109W
46	FeruloylAmide	YGL164C	YOR161C
47	FeruloylAmide	YPR199C	YLR371W
48	FeruloylAmide	YOL083W	YOR012W
49	FeruloylAmide	YMR313C	YLL026W
50	FeruloylAmide	YOL070C	YGR247W
51	FeruloylAmide	YNL086W	YMR265C
52	FeruloylAmide	YMR206W	YDR269C
53	FeruloylAmide	YCR107W	YGR010W
54	FeruloylAmide	YPL162C	YER151C
55	FeruloylAmide	YFL056C	YBR125C
56	FeruloylAmide	YGL063W	YOR379C
57	FeruloylAmide	YDR378C	YIL165C
58	FeruloylAmide	YHL020C	YDL026W
59	FeruloylAmide	YBR200W	YLR271W
60	FeruloylAmide	YGR069W	YPL138C
61	FeruloylAmide	YOL129W	YLR328W
62	FeruloylAmide	YLR352W	YGL194C
63	FeruloylAmide	YOL036W	YEL068C
64	FeruloylAmide	YDR423C	YFL014W
65	FeruloylAmide	YIL092W	YBL065W
66	FeruloylAmide	YMR118C	YKL091C
67	FeruloylAmide	YBR291C	YER091C-A
68	FeruloylAmide	YNL299W	YHR033W
69	FeruloylAmide	YLL053C	YML027W
70	FeruloylAmide	YIL076W	YGR181W
71	FeruloylAmide	YML058C-A	YPL116W
72	FeruloylAmide	YNL044W	YLL012W
73	FeruloylAmide	YBR084W	YNR069C
74	FeruloylAmide	YHR103W	YNL323W
75	FeruloylAmide	YMR106C	NA
76	FeruloylAmide	YKR058W	NA
77	FeruloylAmide	YLR164W	NA
78	FeruloylAmide	YGL050W	NA
79	FeruloylAmide	YML068W	NA
80	FeruloylAmide	YOL099C	NA
81	FeruloylAmide	YNR021W	NA
82	FeruloylAmide	YGR141W	NA
83	FeruloylAmide	YOL090W	NA
84	FeruloylAmide	YIL009C-A	NA
85	FeruloylAmide	YJR037W	NA
86	FeruloylAmide	YBR014C	NA
87	FeruloylAmide	YLR149C	NA
88	FeruloylAmide	YKL206C	NA
89	FeruloylAmide	YAL029C	NA
90	FeruloylAmide	YML101C	NA
91	FeruloylAmide	YDR010C	NA
92	FeruloylAmide	YOL091W	NA
93	FeruloylAmide	YLR077W	NA
94	FeruloylAmide	YDR491C	NA
95	FeruloylAmide	YIL123W	NA
96	FeruloylAmide	YHR199C	NA
97	FeruloylAmide	YLR443W	NA
98	FeruloylAmide	YLL010C	NA
99	FeruloylAmide	YHR014W	NA
100	FeruloylAmide	YDR463W	NA
