Inhibitor	Significant_up_deletions	Significant_down_deletions
1	SinapicAcid	YPR200C	YNL128W
2	SinapicAcid	YOR276W	YMR153W
3	SinapicAcid	YDR035W	YNL013C
4	SinapicAcid	YJR014W	YCR027C
5	SinapicAcid	YNL029C	YMR295C
6	SinapicAcid	YML032C	YCL063W
7	SinapicAcid	YML072C	YGL083W
8	SinapicAcid	YOL114C	YJR001W
9	SinapicAcid	YDR146C	YER170W
10	SinapicAcid	YLR003C	YOL003C
11	SinapicAcid	YHL003C	YDR147W
12	SinapicAcid	YMR279C	YBL088C
13	SinapicAcid	YLR142W	YDL036C
14	SinapicAcid	YBR269C	YAL066W
15	SinapicAcid	YPL176C	YGL256W
16	SinapicAcid	YDL201W	YMR251W-A
17	SinapicAcid	YOR374W	YBL021C
18	SinapicAcid	YHR103W	YPL144W
19	SinapicAcid	YBR165W	YPL203W
20	SinapicAcid	YBR125C	YOL122C
21	SinapicAcid	YER120W	YLR023C
22	SinapicAcid	YPL066W	YGL152C
23	SinapicAcid	YDR248C	YOR088W
24	SinapicAcid	YNL044W	YLR125W
25	SinapicAcid	YCL069W	YKL079W
26	SinapicAcid	YGR121C	YNL157W
27	SinapicAcid	YBR222C	YGL212W
28	SinapicAcid	YNL034W	YGR228W
29	SinapicAcid	YLR248W	YJR036C
30	SinapicAcid	YLR258W	YLR221C
31	SinapicAcid	YLR390W-A	YBL029W
32	SinapicAcid	YGR235C	YIL056W
33	SinapicAcid	YKR099W	YGL144C
34	SinapicAcid	YDL119C	YIR020C
35	SinapicAcid	YBR220C	YNL015W
36	SinapicAcid	YJR009C	YMR126C
37	SinapicAcid	YLR187W	YPL206C
38	SinapicAcid	YJL178C	YOR375C
39	SinapicAcid	YBL061C	YPL213W
40	SinapicAcid	YOR286W	YMR105C
41	SinapicAcid	YKR104W	YKL007W
42	SinapicAcid	YDR359C	YCL038C
43	SinapicAcid	YMR214W	YOL006C
44	SinapicAcid	YKR014C	YDR253C
45	SinapicAcid	YOR255W	YOL091W
46	SinapicAcid	YGL221C	YKL102C
47	SinapicAcid	YER128W	YMR172W
48	SinapicAcid	YCR024C-A	YDR206W
49	SinapicAcid	YPL041C	YNL277W
50	SinapicAcid	YKL207W	YER155C
51	SinapicAcid	YER132C	YDR458C
52	SinapicAcid	YGL196W	YHR116W
53	SinapicAcid	YMR145C	YPR039W
54	SinapicAcid	YGR226C	YBR047W
55	SinapicAcid	YOL116W	YOR346W
56	SinapicAcid	YDL104C	YKL053W
57	SinapicAcid	YBL103C	YHL030W
58	SinapicAcid	YDR058C	YNL070W
59	SinapicAcid	YBL015W	YML076C
60	SinapicAcid	YIL173W	NA
61	SinapicAcid	YOR376W	NA
62	SinapicAcid	YOR164C	NA
63	SinapicAcid	YML059C	NA
64	SinapicAcid	YBL064C	NA
65	SinapicAcid	YPL027W	NA
66	SinapicAcid	YGL050W	NA
67	SinapicAcid	YOR333C	NA
68	SinapicAcid	YDR169C	NA
69	SinapicAcid	YOR008C-A	NA
70	SinapicAcid	YDR290W	NA
71	SinapicAcid	YDR306C	NA
72	SinapicAcid	YPL026C	NA
73	SinapicAcid	YBR180W	NA
74	SinapicAcid	YPL260W	NA
75	SinapicAcid	YIL100W	NA
76	SinapicAcid	YOR001W	NA
77	SinapicAcid	YHL045W	NA
78	SinapicAcid	YLR097C	NA
79	SinapicAcid	YMR123W	NA
80	SinapicAcid	YGL228W	NA
81	SinapicAcid	YLR218C	NA
82	SinapicAcid	YNL050C	NA
83	SinapicAcid	YCL028W	NA
84	SinapicAcid	YBL049W	NA
85	SinapicAcid	YIR035C	NA
