Inhibitor	Significant_up_deletions	Significant_down_deletions
1	CoumaroylAmide	YOR193W	YOR298C-A
2	CoumaroylAmide	YDR147W	YER128W
3	CoumaroylAmide	YMR259C	YDR216W
4	CoumaroylAmide	YDR346C	YOR202W
5	CoumaroylAmide	YKL030W	YGR181W
6	CoumaroylAmide	YLR356W	YHL045W
7	CoumaroylAmide	YGR010W	YBR150C
8	CoumaroylAmide	YPL111W	YOR137C
9	CoumaroylAmide	YPL168W	YER033C
10	CoumaroylAmide	YDL082W	YHR096C
11	CoumaroylAmide	YPL141C	YER131W
12	CoumaroylAmide	YDR206W	YLR062C
13	CoumaroylAmide	YMR274C	YGL062W
14	CoumaroylAmide	YKL106W	YER180C
15	CoumaroylAmide	YKL063C	YJR154W
16	CoumaroylAmide	YJL197W	YOR104W
17	CoumaroylAmide	YML013W	YFL025C
18	CoumaroylAmide	YDR025W	YGL237C
19	CoumaroylAmide	YLR253W	YDR076W
20	CoumaroylAmide	YBR220C	YBR057C
21	CoumaroylAmide	YDR007W	YJL157C
22	CoumaroylAmide	YDL081C	YOL032W
23	CoumaroylAmide	YML090W	YJL212C
24	CoumaroylAmide	YMR272C	YOR307C
25	CoumaroylAmide	YOL150C	YNL130C
26	CoumaroylAmide	YLL015W	YOR115C
27	CoumaroylAmide	YGR275W	YNL288W
28	CoumaroylAmide	YLR320W	YGL257C
29	CoumaroylAmide	YDR124W	YGL004C
30	CoumaroylAmide	YLR428C	YCR028C-A
31	CoumaroylAmide	YHR179W	YBR137W
32	CoumaroylAmide	YNR002C	YAR020C
33	CoumaroylAmide	YOR126C	YDR132C
34	CoumaroylAmide	YGL057C	YHL014C
35	CoumaroylAmide	YDL093W	YMR175W
36	CoumaroylAmide	YHL043W	YFL053W
37	CoumaroylAmide	YHR031C	YDL091C
38	CoumaroylAmide	YOR292C	YJR130C
39	CoumaroylAmide	YPL107W	YBR009C
40	CoumaroylAmide	YDL085W	YLR267W
41	CoumaroylAmide	YDR402C	YFL031W
42	CoumaroylAmide	YJR075W	YLR044C
43	CoumaroylAmide	YKR056W	YBL049W
44	CoumaroylAmide	YMR244W	YJR051W
45	CoumaroylAmide	YER075C	YIR002C
46	CoumaroylAmide	YOR376W	YMR266W
47	CoumaroylAmide	YNR014W	YDR185C
48	CoumaroylAmide	YPL203W	YGL219C
49	CoumaroylAmide	YHL003C	YOR359W
50	CoumaroylAmide	YNR072W	YLR312C
51	CoumaroylAmide	YKL068W	YMR103C
52	CoumaroylAmide	YGL060W	YCR049C
53	CoumaroylAmide	YER019C-A	YLR102C
54	CoumaroylAmide	YPL022W	YDL063C
55	CoumaroylAmide	YGL242C	YGL195W
56	CoumaroylAmide	YGR152C	YNL255C
57	CoumaroylAmide	YAL005C	YPL258C
58	CoumaroylAmide	YGL089C	YBR168W
59	CoumaroylAmide	YPL239W	YJL163C
60	CoumaroylAmide	YDL180W	YBR059C
61	CoumaroylAmide	YIL074C	YJL108C
62	CoumaroylAmide	YCR082W	YJL028W
63	CoumaroylAmide	YFR013W	YLR264W
64	CoumaroylAmide	YIL009C-A	YLR123C
65	CoumaroylAmide	YLR220W	YNL136W
66	CoumaroylAmide	YIL124W	YHR081W
67	CoumaroylAmide	YNL293W	YCR098C
68	CoumaroylAmide	YIL053W	YIL120W
69	CoumaroylAmide	YBR203W	YPL017C
70	CoumaroylAmide	YGR232W	YDR349C
71	CoumaroylAmide	YBR226C	YDL239C
72	CoumaroylAmide	YGR130C	YHR198C
73	CoumaroylAmide	YPL091W	YMR245W
74	CoumaroylAmide	YCR102C	YKL163W
75	CoumaroylAmide	YFL032W	YJR008W
76	CoumaroylAmide	YJL149W	YDR395W
77	CoumaroylAmide	YDR512C	YER115C
78	CoumaroylAmide	YJL211C	YBR147W
79	CoumaroylAmide	YKL114C	YBR010W
80	CoumaroylAmide	YDR541C	YKR052C
81	CoumaroylAmide	YKR054C	YLR257W
82	CoumaroylAmide	YHR155W	YBR104W
83	CoumaroylAmide	YIR037W	YKR092C
84	CoumaroylAmide	YNL332W	YER145C
85	CoumaroylAmide	YOR008C-A	YFL027C
86	CoumaroylAmide	YIR028W	YER056C
87	CoumaroylAmide	YLR448W	YCR076C
88	CoumaroylAmide	YNL254C	NA
89	CoumaroylAmide	YER121W	NA
90	CoumaroylAmide	YGR273C	NA
91	CoumaroylAmide	YLR414C	NA
92	CoumaroylAmide	YIR044C	NA
93	CoumaroylAmide	YNL202W	NA
94	CoumaroylAmide	YKL124W	NA
95	CoumaroylAmide	YCR030C	NA
96	CoumaroylAmide	YFR023W	NA
