Inhibitor	Significant_up_deletions	Significant_down_deletions
1	BMIMCl	YOR344C	YPL067C
2	BMIMCl	YGL208W	YKR026C
3	BMIMCl	YPL041C	YLR309C
4	BMIMCl	YDR146C	YGL096W
5	BMIMCl	YFL043C	YDR485C
6	BMIMCl	YOR106W	YKL221W
7	BMIMCl	YFR054C	YIL123W
8	BMIMCl	YLR137W	YOR128C
9	BMIMCl	YGR232W	YMR088C
10	BMIMCl	YOR266W	YIR018W
11	BMIMCl	YCR036W	YBR165W
12	BMIMCl	YJR039W	YLR004C
13	BMIMCl	YBL054W	YOR223W
14	BMIMCl	YER063W	YDR389W
15	BMIMCl	YOR010C	YJL092W
16	BMIMCl	YIL119C	YIL149C
17	BMIMCl	YKL008C	YLR404W
18	BMIMCl	YPR125W	YFL013W-A
19	BMIMCl	YDR085C	YNL229C
20	BMIMCl	YJL134W	YOR062C
21	BMIMCl	YGL250W	YGR148C
22	BMIMCl	YNL078W	YBL065W
23	BMIMCl	YER038W-A	YEL012W
24	BMIMCl	YIL012W	YBL068W
25	BMIMCl	NA	YCR044C
26	BMIMCl	NA	YGL087C
27	BMIMCl	NA	YBR015C
28	BMIMCl	NA	YAL062W
29	BMIMCl	NA	YOR298W
30	BMIMCl	NA	YIL092W
31	BMIMCl	NA	YDR192C
32	BMIMCl	NA	YHR210C
33	BMIMCl	NA	YIL122W
34	BMIMCl	NA	YJR008W
35	BMIMCl	NA	YFL042C
36	BMIMCl	NA	YLR098C
37	BMIMCl	NA	YHL016C
38	BMIMCl	NA	YDR135C
39	BMIMCl	NA	YIL023C
40	BMIMCl	NA	YNL169C
41	BMIMCl	NA	YIL139C
42	BMIMCl	NA	YAL066W
43	BMIMCl	NA	YDR515W
44	BMIMCl	NA	YPR179C
45	BMIMCl	NA	YOL035C
46	BMIMCl	NA	YLR112W
47	BMIMCl	NA	YIL165C
48	BMIMCl	NA	YLR023C
49	BMIMCl	NA	YPL164C
50	BMIMCl	NA	YKL101W
51	BMIMCl	NA	YDR393W
52	BMIMCl	NA	YER119C-A
53	BMIMCl	NA	YOR192C
54	BMIMCl	NA	YDR333C
55	BMIMCl	NA	YPL001W
56	BMIMCl	NA	YIL060W
57	BMIMCl	NA	YCR020C-A
58	BMIMCl	NA	YNL072W
59	BMIMCl	NA	YKR106W
60	BMIMCl	NA	YOR050C
61	BMIMCl	NA	YBL055C
62	BMIMCl	NA	YGL146C
63	BMIMCl	NA	YPL134C
64	BMIMCl	NA	YOR185C
65	BMIMCl	NA	YMR253C
66	BMIMCl	NA	YDR326C
67	BMIMCl	NA	YLR352W
68	BMIMCl	NA	YJL004C
69	BMIMCl	NA	YPR191W
70	BMIMCl	NA	YLR415C
71	BMIMCl	NA	YDL131W
72	BMIMCl	NA	YLL014W
73	BMIMCl	NA	YOR029W
74	BMIMCl	NA	YGR289C
75	BMIMCl	NA	YOL117W
76	BMIMCl	NA	YDR174W
77	BMIMCl	NA	YHR158C
78	BMIMCl	NA	YOR038C
79	BMIMCl	NA	YBL075C
80	BMIMCl	NA	YER088C
81	BMIMCl	NA	YNL032W
82	BMIMCl	NA	YFL041W
83	BMIMCl	NA	YOR184W
84	BMIMCl	NA	YHR035W
85	BMIMCl	NA	YNL242W
86	BMIMCl	NA	YFR010W
87	BMIMCl	NA	YKR049C
88	BMIMCl	NA	YPR118W
89	BMIMCl	NA	YEL008W
90	BMIMCl	NA	YER143W
