Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Acetamide	YDR257C	YGR239C
2	Acetamide	YGR200C	YML005W
3	Acetamide	YDR252W	YDR344C
4	Acetamide	YOL110W	YOR065W
5	Acetamide	YBR156C	YPR164W
6	Acetamide	YCL010C	YKL120W
7	Acetamide	YPL258C	YMR157C
8	Acetamide	YFR016C	YDL078C
9	Acetamide	YMR251W	YGR031W
10	Acetamide	YHL017W	YMR057C
11	Acetamide	YDR117C	YLR072W
12	Acetamide	YDR207C	YKR033C
13	Acetamide	YAR014C	YOR125C
14	Acetamide	YNL235C	YOR177C
15	Acetamide	YER111C	YDR214W
16	Acetamide	YIL124W	YKR096W
17	Acetamide	YAL051W	YBR264C
18	Acetamide	YMR190C	YNR034W
19	Acetamide	YPL071C	YJR060W
20	Acetamide	YDR424C	YLR123C
21	Acetamide	YDL156W	YKR069W
22	Acetamide	YDL186W	YAL013W
23	Acetamide	YJR116W	YIR020C
24	Acetamide	YHR077C	YNL206C
25	Acetamide	YNL003C	YCR025C
26	Acetamide	YHL005C	YLR363C
27	Acetamide	YOL126C	YLR047C
28	Acetamide	YER175C	YMR009W
29	Acetamide	YGR001C	YKR089C
30	Acetamide	YOR379C	YDR046C
31	Acetamide	YOL099C	YCL016C
32	Acetamide	YDR492W	YGR288W
33	Acetamide	YKL017C	YOR025W
34	Acetamide	YMR080C	YDR222W
35	Acetamide	YJL055W	YCR005C
36	Acetamide	YIR014W	YER156C
37	Acetamide	YNL293W	YLR443W
38	Acetamide	YCR062W	YMR189W
39	Acetamide	NA	YDR033W
40	Acetamide	NA	YLR188W
41	Acetamide	NA	YHL019C
42	Acetamide	NA	YCR017C
43	Acetamide	NA	YOR054C
44	Acetamide	NA	YGR184C
45	Acetamide	NA	YGR040W
46	Acetamide	NA	YGR084C
47	Acetamide	NA	YGR291C
48	Acetamide	NA	YLR401C
49	Acetamide	NA	YOL081W
50	Acetamide	NA	YCL006C
51	Acetamide	NA	YFR041C
52	Acetamide	NA	YDR273W
53	Acetamide	NA	YOR152C
