Inhibitor	Significant_up_deletions	Significant_down_deletions
1	LevulinicAcid	YAL018C	YCL061C
2	LevulinicAcid	YJL218W	YFL054C
3	LevulinicAcid	YGL110C	YNR075W
4	LevulinicAcid	YDL086W	YEL071W
5	LevulinicAcid	YGR134W	YCL057W
6	LevulinicAcid	YMR007W	YJL132W
7	LevulinicAcid	YHR043C	YGL131C
8	LevulinicAcid	YOR132W	YGR182C
9	LevulinicAcid	YHR135C	YLR174W
10	LevulinicAcid	YLR030W	YLR220W
11	LevulinicAcid	YFR016C	YJR094W-A
12	LevulinicAcid	YDR333C	YJR001W
13	LevulinicAcid	YNL058C	YKL038W
14	LevulinicAcid	YHR014W	YBR130C
15	LevulinicAcid	YOL105C	YJL058C
16	LevulinicAcid	YGL121C	YIL114C
17	LevulinicAcid	YJR103W	YCR022C
18	LevulinicAcid	YEL039C	YNL187W
19	LevulinicAcid	YLR271W	YAR003W
20	LevulinicAcid	YLL060C	YDR293C
21	LevulinicAcid	YJL201W	YKL050C
22	LevulinicAcid	YLR031W	YDR259C
23	LevulinicAcid	YOR297C	YCL001W-A
24	LevulinicAcid	YDR112W	YLR267W
25	LevulinicAcid	NA	YDR192C
26	LevulinicAcid	NA	YHR041C
27	LevulinicAcid	NA	YOR058C
28	LevulinicAcid	NA	YCL074W
29	LevulinicAcid	NA	YMR104C
30	LevulinicAcid	NA	YLR239C
31	LevulinicAcid	NA	YGL059W
32	LevulinicAcid	NA	YBR280C
33	LevulinicAcid	NA	YIL059C
34	LevulinicAcid	NA	YFL004W
35	LevulinicAcid	NA	YER007W
36	LevulinicAcid	NA	YKR020W
37	LevulinicAcid	NA	YOR273C
38	LevulinicAcid	NA	YDR063W
39	LevulinicAcid	NA	YDR476C
40	LevulinicAcid	NA	YJR052W
41	LevulinicAcid	NA	YHR113W
42	LevulinicAcid	NA	YLL013C
43	LevulinicAcid	NA	YKL167C
44	LevulinicAcid	NA	YIL072W
45	LevulinicAcid	NA	YLR392C
46	LevulinicAcid	NA	YML013C-A
47	LevulinicAcid	NA	YBR052C
