Inhibitor	Significant_up_deletions	Significant_down_deletions
1	5HMF	YBR212W	YDR135C
2	5HMF	YNL314W	YDL012C
3	5HMF	YDR110W	YOR007C
4	5HMF	YAL010C	YGR149W
5	5HMF	YNL140C	YBL027W
6	5HMF	YOR225W	YBR005W
7	5HMF	YOL103W	YLL002W
8	5HMF	YML048W-A	YOL155C
9	5HMF	YBR232C	YML058W
10	5HMF	YLR421C	YKR080W
11	5HMF	YNL024C	YCL034W
12	5HMF	YDR216W	YJL042W
13	5HMF	YKL038W	YOR179C
14	5HMF	YDL242W	YBR176W
15	5HMF	YOR379C	YOR076C
16	5HMF	YMR048W	YJL046W
17	5HMF	YLR042C	YML100W-A
18	5HMF	YDL039C	YOR155C
19	5HMF	YHR182W	YIL140W
20	5HMF	YKR097W	YIR019C
21	5HMF	YGR129W	YPL067C
22	5HMF	YBR105C	YHR080C
23	5HMF	YPL250C	YPR152C
24	5HMF	YJL106W	YOR192C
25	5HMF	YOR358W	YHL033C
26	5HMF	YLR371W	YMR124W
27	5HMF	YPL121C	YDL200C
28	5HMF	YMR280C	YPL033C
29	5HMF	YDR540C	YPL137C
30	5HMF	YPR173C	YGL039W
31	5HMF	YDR159W	YPL056C
32	5HMF	YGR059W	YPL206C
33	5HMF	YHR076W	YBR180W
34	5HMF	YLR168C	YMR127C
35	5HMF	YMR031C	YBR185C
36	5HMF	YKR093W	NA
37	5HMF	YDL233W	NA
38	5HMF	YPL109C	NA
39	5HMF	YDR089W	NA
40	5HMF	YMR009W	NA
41	5HMF	YLR287C	NA
42	5HMF	YCR101C	NA
43	5HMF	YBL072C	NA
44	5HMF	YOL014W	NA
45	5HMF	YAR043C	NA
46	5HMF	YMR215W	NA
47	5HMF	YGR210C	NA
48	5HMF	YCL063W	NA
49	5HMF	YGR077C	NA
50	5HMF	YJL071W	NA
51	5HMF	YIL006W	NA
52	5HMF	YPR135W	NA
53	5HMF	YLR376C	NA
54	5HMF	YLR437C	NA
55	5HMF	YNR057C	NA
56	5HMF	YHR049W	NA
57	5HMF	YML062C	NA
58	5HMF	YGL232W	NA
59	5HMF	YPL054W	NA
60	5HMF	YOR299W	NA
61	5HMF	YIR035C	NA
62	5HMF	YPL149W	NA
63	5HMF	YGR092W	NA
64	5HMF	YMR285C	NA
65	5HMF	YBR104W	NA
