Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Syringaldehyde	YJL120W	YGL165C
2	Syringaldehyde	YJL071W	YGL166W
3	Syringaldehyde	YBR266C	YIL152W
4	Syringaldehyde	YBR115C	YDL142C
5	Syringaldehyde	YDR393W	YGL124C
6	Syringaldehyde	YNL081C	YHR094C
7	Syringaldehyde	YMR306W	YEL053C
8	Syringaldehyde	YDR019C	YML048W
9	Syringaldehyde	YPL039W	YKL077W
10	Syringaldehyde	YHR018C	YOL046C
11	Syringaldehyde	YGL005C	YLL020C
12	Syringaldehyde	YIL020C	YLL019C
13	Syringaldehyde	YGR022C	YCL063W
14	Syringaldehyde	YOL075C	YNL056W
15	Syringaldehyde	YDR006C	YMR010W
16	Syringaldehyde	YER175C	YCL050C
17	Syringaldehyde	YPR191W	YOL006C
18	Syringaldehyde	YPR173C	YML052W
19	Syringaldehyde	YMR276W	YHL029C
20	Syringaldehyde	YOL095C	YER183C
21	Syringaldehyde	YNR041C	YML058C-A
22	Syringaldehyde	YGL078C	YKL071W
23	Syringaldehyde	YDR276C	YCL026C-A
24	Syringaldehyde	YBR248C	YOL147C
25	Syringaldehyde	YOL138C	YJL218W
26	Syringaldehyde	YDR007W	YKR067W
27	Syringaldehyde	YML001W	YLL053C
28	Syringaldehyde	YBR225W	YDR476C
29	Syringaldehyde	YCR028C-A	YLR083C
30	Syringaldehyde	YIL053W	YCR095C
31	Syringaldehyde	YGL085W	YNR067C
32	Syringaldehyde	YMR303C	YBR209W
33	Syringaldehyde	YBR090C	YLR328W
34	Syringaldehyde	YOR028C	YPR179C
35	Syringaldehyde	YDR036C	YJL133W
36	Syringaldehyde	YGL154C	YBL079W
37	Syringaldehyde	YOL045W	YGR157W
38	Syringaldehyde	YGL257C	YOR140W
39	Syringaldehyde	YGR032W	YMR156C
40	Syringaldehyde	YBR263W	YGL224C
41	Syringaldehyde	YGL009C	YNL168C
42	Syringaldehyde	YBR005W	YIR014W
43	Syringaldehyde	YGL010W	YDR403W
44	Syringaldehyde	YJR150C	YMR195W
45	Syringaldehyde	YDL013W	YPL035C
46	Syringaldehyde	YDL002C	YDR098C
47	Syringaldehyde	YKR041W	YDR259C
48	Syringaldehyde	YOR153W	YAL056W
49	Syringaldehyde	YDR126W	YFL052W
50	Syringaldehyde	YDR378C	YMR122C
51	Syringaldehyde	YNL003C	YOR154W
52	Syringaldehyde	YOR189W	YLR425W
53	Syringaldehyde	YMR222C	YFL019C
54	Syringaldehyde	YJR098C	YMR180C
55	Syringaldehyde	YJL046W	YGR049W
56	Syringaldehyde	YBR128C	YJL060W
57	Syringaldehyde	YFL051C	YGR184C
58	Syringaldehyde	YDR441C	YHL025W
59	Syringaldehyde	YGL017W	YOR097C
60	Syringaldehyde	YCL074W	YDL119C
61	Syringaldehyde	YDR530C	YMR086C-A
62	Syringaldehyde	YPL162C	YMR110C
63	Syringaldehyde	YOL013C	YLR267W
64	Syringaldehyde	YER063W	YOR177C
65	Syringaldehyde	YCR071C	YDR360W
66	Syringaldehyde	YML016C	YDR132C
67	Syringaldehyde	YBR267W	YBR061C
68	Syringaldehyde	YBL005W	YER020W
69	Syringaldehyde	YGR101W	YLR096W
70	Syringaldehyde	YNL070W	YMR034C
71	Syringaldehyde	YNL130C	YPR091C
72	Syringaldehyde	YGR109C	YOR083W
73	Syringaldehyde	YDR004W	YMR153W
74	Syringaldehyde	YOR221C	YOR002W
75	Syringaldehyde	YAL005C	YJR073C
76	Syringaldehyde	YDR304C	YCL026C
77	Syringaldehyde	YOR008C	YGR068C
78	Syringaldehyde	YIL094C	YLR292C
79	Syringaldehyde	YOR279C	YIL013C
80	Syringaldehyde	YNL336W	YOR039W
81	Syringaldehyde	YDR352W	NA
82	Syringaldehyde	YHR129C	NA
83	Syringaldehyde	YPL178W	NA
84	Syringaldehyde	YDL066W	NA
85	Syringaldehyde	YLR239C	NA
86	Syringaldehyde	YNL147W	NA
87	Syringaldehyde	YCR060W	NA
88	Syringaldehyde	YGR182C	NA
89	Syringaldehyde	YML010C-B	NA
90	Syringaldehyde	YEL011W	NA
91	Syringaldehyde	YCR081W	NA
92	Syringaldehyde	YNL162W	NA
93	Syringaldehyde	YMR205C	NA
94	Syringaldehyde	YJL204C	NA
95	Syringaldehyde	YGR001C	NA
96	Syringaldehyde	YER188W	NA
