Inhibitor	Significant_up_deletions	Significant_down_deletions
1	CoumaricAcid	YCR028C-A	YHL031C
2	CoumaricAcid	YDR121W	YEL053C
3	CoumaricAcid	YML001W	YJL004C
4	CoumaricAcid	YBR126C	YNL125C
5	CoumaricAcid	YHR018C	YJL154C
6	CoumaricAcid	YBR266C	YLR371W
7	CoumaricAcid	YPR173C	YML003W
8	CoumaricAcid	YPL178W	YBR164C
9	CoumaricAcid	YGR101W	YDL119C
10	CoumaricAcid	YDR019C	YIL160C
11	CoumaricAcid	YOL095C	YKR019C
12	CoumaricAcid	YPR191W	YGL054C
13	CoumaricAcid	YCR071C	YNL323W
14	CoumaricAcid	YDL006W	YOL090W
15	CoumaricAcid	YDR007W	YGL007W
16	CoumaricAcid	YBR005W	YMR202W
17	CoumaricAcid	YIL094C	YAL023C
18	CoumaricAcid	YNL273W	YMR274C
19	CoumaricAcid	YJL046W	YNL099C
20	CoumaricAcid	YNL003C	YDR326C
21	CoumaricAcid	YDR004W	YCR095C
22	CoumaricAcid	YLR131C	YAL026C
23	CoumaricAcid	YGL154C	YJR073C
24	CoumaricAcid	YMR275C	YNL307C
25	CoumaricAcid	YGR022C	YOR068C
26	CoumaricAcid	YGR032W	YLR380W
27	CoumaricAcid	YDL013W	YJR059W
28	CoumaricAcid	YNL081C	YPL120W
29	CoumaricAcid	YGL010W	YLR309C
30	CoumaricAcid	YJL071W	YLR350W
31	CoumaricAcid	YMR269W	YNL296W
32	CoumaricAcid	YKL032C	YNL056W
33	CoumaricAcid	YOR038C	YPL051W
34	CoumaricAcid	YDR276C	YMR216C
35	CoumaricAcid	YDR393W	YGR170W
36	CoumaricAcid	YNR041C	YBR270C
37	CoumaricAcid	YBR289W	YFL025C
38	CoumaricAcid	YGL105W	YKL212W
39	CoumaricAcid	YDR006C	YHL029C
40	CoumaricAcid	YOR209C	YLR039C
41	CoumaricAcid	YBR115C	YLR349W
42	CoumaricAcid	YML013C-A	YKL046C
43	CoumaricAcid	YOR221C	YDR421W
44	CoumaricAcid	YLR181C	YOR165W
45	CoumaricAcid	YPL101W	YOR070C
46	CoumaricAcid	YDR512C	YLR360W
47	CoumaricAcid	YLR182W	YGL084C
48	CoumaricAcid	NA	YDR123C
49	CoumaricAcid	NA	YGL006W
50	CoumaricAcid	NA	YDL035C
51	CoumaricAcid	NA	YML071C
52	CoumaricAcid	NA	YNL293W
53	CoumaricAcid	NA	YCR053W
54	CoumaricAcid	NA	YNL020C
55	CoumaricAcid	NA	YFR041C
56	CoumaricAcid	NA	YLR252W
57	CoumaricAcid	NA	YNL242W
58	CoumaricAcid	NA	YER083C
59	CoumaricAcid	NA	YOR008C-A
60	CoumaricAcid	NA	YNL140C
61	CoumaricAcid	NA	YOR230W
62	CoumaricAcid	NA	YFR024C-A
63	CoumaricAcid	NA	YDR310C
64	CoumaricAcid	NA	YDR294C
65	CoumaricAcid	NA	YLR425W
66	CoumaricAcid	NA	YDR320C
67	CoumaricAcid	NA	YDR368W
68	CoumaricAcid	NA	YOR132W
69	CoumaricAcid	NA	YBR078W
70	CoumaricAcid	NA	YDR162C
71	CoumaricAcid	NA	YLR406C
72	CoumaricAcid	NA	YCL011C
73	CoumaricAcid	NA	YKR043C
74	CoumaricAcid	NA	YOR069W
75	CoumaricAcid	NA	YMR042W
76	CoumaricAcid	NA	YGL046W
77	CoumaricAcid	NA	YCR044C
78	CoumaricAcid	NA	YOR246C
79	CoumaricAcid	NA	YPR141C
80	CoumaricAcid	NA	YLR261C
81	CoumaricAcid	NA	YJL024C
82	CoumaricAcid	NA	YMR198W
83	CoumaricAcid	NA	YOR171C
84	CoumaricAcid	NA	YLR262C
85	CoumaricAcid	NA	YDR108W
