Inhibitor	Significant_up_deletions	Significant_down_deletions
1	VanillicAcid	YML001W	YEL053C
2	VanillicAcid	YBR115C	YJL004C
3	VanillicAcid	YBR266C	YGL124C
4	VanillicAcid	YJL071W	YBR164C
5	VanillicAcid	YPR191W	YAL026C
6	VanillicAcid	YHR018C	YMR202W
7	VanillicAcid	YPR173C	YLR056W
8	VanillicAcid	YIL020C	YKR019C
9	VanillicAcid	YDR393W	YIL076W
10	VanillicAcid	YDR007W	YGR170W
11	VanillicAcid	YGR101W	YHL025W
12	VanillicAcid	YER090W	YKL077W
13	VanillicAcid	YBR005W	YBR290W
14	VanillicAcid	YIL094C	YJL154C
15	VanillicAcid	YOL095C	YNL323W
16	VanillicAcid	YGR022C	YDR525W-A
17	VanillicAcid	YGL105W	YCL026C-A
18	VanillicAcid	YDR006C	YGL054C
19	VanillicAcid	YCR028C-A	YAL023C
20	VanillicAcid	YDL006W	YHL031C
21	VanillicAcid	YGR032W	YML076C
22	VanillicAcid	YGL010W	YML048W
23	VanillicAcid	YDL013W	YFR024C
24	VanillicAcid	YGL005C	YDR098C
25	VanillicAcid	YNL081C	YJL175W
26	VanillicAcid	YNR041C	YDL226C
27	VanillicAcid	YPL178W	YLR083C
28	VanillicAcid	YDR004W	YML052W
29	VanillicAcid	YDR019C	YPL058C
30	VanillicAcid	YJL046W	YEL001C
31	VanillicAcid	YDL002C	YIL012W
32	VanillicAcid	YCR071C	YCL063W
33	VanillicAcid	YLR239C	YAR035W
34	VanillicAcid	YDL001W	YJL217W
35	VanillicAcid	YDL012C	YNR067C
36	VanillicAcid	YBR248C	YMR034C
37	VanillicAcid	YLR315W	YOR070C
38	VanillicAcid	YGL154C	YJL024C
39	VanillicAcid	YNL147W	YPL051W
40	VanillicAcid	YGL009C	YNL056W
41	VanillicAcid	YGR182C	YLL020C
42	VanillicAcid	YOR125C	YNL125C
43	VanillicAcid	YKL139W	YJL218W
44	VanillicAcid	YDR378C	YKL071W
45	VanillicAcid	NA	YJR073C
46	VanillicAcid	NA	YDR480W
47	VanillicAcid	NA	YMR010W
48	VanillicAcid	NA	YCL026C
49	VanillicAcid	NA	YLR261C
50	VanillicAcid	NA	YLR374C
51	VanillicAcid	NA	YLR267W
52	VanillicAcid	NA	YOR097C
53	VanillicAcid	NA	YLL019C
54	VanillicAcid	NA	YGL212W
55	VanillicAcid	NA	YDR132C
56	VanillicAcid	NA	YOL090W
57	VanillicAcid	NA	YDL112W
58	VanillicAcid	NA	YNR006W
59	VanillicAcid	NA	YOR083W
60	VanillicAcid	NA	YLR371W
61	VanillicAcid	NA	YOR267C
62	VanillicAcid	NA	YGR157W
63	VanillicAcid	NA	YLR292C
64	VanillicAcid	NA	YGR197C
65	VanillicAcid	NA	YDR185C
66	VanillicAcid	NA	YMR004W
67	VanillicAcid	NA	YDR415C
68	VanillicAcid	NA	YDR259C
69	VanillicAcid	NA	YOR140W
70	VanillicAcid	NA	YKL046C
71	VanillicAcid	NA	YJR066W
72	VanillicAcid	NA	YDR320C
73	VanillicAcid	NA	YAL013W
74	VanillicAcid	NA	YLR224W
75	VanillicAcid	NA	YDL119C
76	VanillicAcid	NA	YFL052W
77	VanillicAcid	NA	YOR002W
78	VanillicAcid	NA	YKL212W
79	VanillicAcid	NA	YOR068C
80	VanillicAcid	NA	YLR262C
81	VanillicAcid	NA	YOR059C
82	VanillicAcid	NA	YBR289W
83	VanillicAcid	NA	YGL084C
84	VanillicAcid	NA	YLR096W
85	VanillicAcid	NA	YGL046W
86	VanillicAcid	NA	YLR380W
87	VanillicAcid	NA	YLR373C
88	VanillicAcid	NA	YML097C
89	VanillicAcid	NA	YMR122C
90	VanillicAcid	NA	YGL020C
91	VanillicAcid	NA	YER119C-A
92	VanillicAcid	NA	YDR360W
93	VanillicAcid	NA	YDR108W
94	VanillicAcid	NA	YOR067C
95	VanillicAcid	NA	YJR059W
96	VanillicAcid	NA	YER151C
97	VanillicAcid	NA	YOR069W
98	VanillicAcid	NA	YIL013C
99	VanillicAcid	NA	YLR216C
100	VanillicAcid	NA	YLR268W
101	VanillicAcid	NA	YGR068C
102	VanillicAcid	NA	YOR270C
103	VanillicAcid	NA	YFL001W
