Inhibitor	Significant_up_deletions	Significant_down_deletions
1	LevulinicAcid	YJL120W	YML076C
2	LevulinicAcid	YOL013C	YDL112W
3	LevulinicAcid	YOR247W	YCR086W
4	LevulinicAcid	YML001W	YHL025W
5	LevulinicAcid	YHR093W	YNL323W
6	LevulinicAcid	YGR022C	YPL058C
7	LevulinicAcid	YDL001W	YOR267C
8	LevulinicAcid	YML128C	YGL027C
9	LevulinicAcid	YNL120C	YCR077C
10	LevulinicAcid	YPL181W	YCR034W
11	LevulinicAcid	YMR060C	YOR091W
12	LevulinicAcid	YGL085W	YDR074W
13	LevulinicAcid	YGL017W	YAL023C
14	LevulinicAcid	YLR239C	YGL151W
15	LevulinicAcid	YLR315W	YLR380W
16	LevulinicAcid	YPL180W	YCL010C
17	LevulinicAcid	YGR101W	YML121W
18	LevulinicAcid	YBR077C	YDL096C
19	LevulinicAcid	YGL154C	YML048W
20	LevulinicAcid	YPL213W	YOR085W
21	LevulinicAcid	YJL163C	YGL195W
22	LevulinicAcid	YGR182C	YJL175W
23	LevulinicAcid	YHL032C	YML003W
24	LevulinicAcid	YGR078C	YKL046C
25	LevulinicAcid	NA	YLR371W
26	LevulinicAcid	NA	YOR067C
27	LevulinicAcid	NA	YEL063C
28	LevulinicAcid	NA	YBR082C
29	LevulinicAcid	NA	YOR002W
30	LevulinicAcid	NA	YDR503C
31	LevulinicAcid	NA	YHR095W
32	LevulinicAcid	NA	YJR137C
33	LevulinicAcid	NA	YDR310C
34	LevulinicAcid	NA	YER156C
35	LevulinicAcid	NA	YMR202W
36	LevulinicAcid	NA	YBR200W
37	LevulinicAcid	NA	YHR021C
38	LevulinicAcid	NA	YGL148W
39	LevulinicAcid	NA	YFR024C-A
40	LevulinicAcid	NA	YJL124C
41	LevulinicAcid	NA	YLR360W
42	LevulinicAcid	NA	YBR289W
43	LevulinicAcid	NA	YNR006W
44	LevulinicAcid	NA	YLR113W
45	LevulinicAcid	NA	YMR256C
46	LevulinicAcid	NA	YNL140C
47	LevulinicAcid	NA	YOR209C
