Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Benomyl	YPR141C	YOR349W
2	Benomyl	YMR198W	YML124C
3	Benomyl	YAL019W	YEL003W
4	Benomyl	YGL197W	YER007W
5	Benomyl	YCR023C	YGR078C
6	Benomyl	YGR208W	YOR010C
7	Benomyl	YNL265C	YNL153C
8	Benomyl	YFR021W	YPL165C
9	Benomyl	YIL098C	YPL155C
10	Benomyl	YLR315W	YOR026W
11	Benomyl	YJL169W	YKL211C
12	Benomyl	YOR039W	YER156C
13	Benomyl	YFR009W	YKL050C
14	Benomyl	YLR372W	YER071C
15	Benomyl	YOL024W	YGR069W
16	Benomyl	YLR234W	YLR187W
17	Benomyl	YBR077C	YML099C
18	Benomyl	YAL054C	YOR121C
19	Benomyl	YDR213W	YNL334C
20	Benomyl	NA	YGR089W
21	Benomyl	NA	YNL291C
22	Benomyl	NA	YAR003W
23	Benomyl	NA	YMR030W
24	Benomyl	NA	YGR149W
25	Benomyl	NA	YDR346C
26	Benomyl	NA	YNR041C
27	Benomyl	NA	YPR172W
28	Benomyl	NA	YMR044W
29	Benomyl	NA	YMR310C
30	Benomyl	NA	YGL017W
31	Benomyl	NA	YKL101W
32	Benomyl	NA	YGL148W
33	Benomyl	NA	YKR066C
34	Benomyl	NA	YCL029C
35	Benomyl	NA	YGL198W
36	Benomyl	NA	YCR073W-A
37	Benomyl	NA	YHL036W
38	Benomyl	NA	YOR209C
39	Benomyl	NA	YIL057C
40	Benomyl	NA	YMR307W
41	Benomyl	NA	YDR083W
42	Benomyl	NA	YLR257W
43	Benomyl	NA	YDR233C
44	Benomyl	NA	YGR137W
45	Benomyl	NA	YEL010W
46	Benomyl	NA	YMR078C
47	Benomyl	NA	YLR064W
48	Benomyl	NA	YER011W
49	Benomyl	NA	YDR214W
50	Benomyl	NA	YOR019W
51	Benomyl	NA	YMR138W
52	Benomyl	NA	YMR326C
53	Benomyl	NA	YBR114W
54	Benomyl	NA	YDR216W
55	Benomyl	NA	YCR079W
56	Benomyl	NA	YMR031W-A
57	Benomyl	NA	YDR120C
58	Benomyl	NA	YDR139C
59	Benomyl	NA	YDR266C
60	Benomyl	NA	YGL159W
61	Benomyl	NA	YPL088W
62	Benomyl	NA	YBR130C
63	Benomyl	NA	YHR096C
64	Benomyl	NA	YML027W
65	Benomyl	NA	YDL074C
66	Benomyl	NA	YDR245W
67	Benomyl	NA	YIR005W
68	Benomyl	NA	YLR448W
69	Benomyl	NA	YER097W
70	Benomyl	NA	YLR113W
71	Benomyl	NA	YGR244C
72	Benomyl	NA	YKR064W
73	Benomyl	NA	YLR018C
74	Benomyl	NA	YLR281C
75	Benomyl	NA	YDR070C
76	Benomyl	NA	YBR297W
77	Benomyl	NA	YPL062W
78	Benomyl	NA	YDL219W
79	Benomyl	NA	YBR016W
80	Benomyl	NA	YBL005W
81	Benomyl	NA	YBR283C
82	Benomyl	NA	YKL216W
83	Benomyl	NA	YNL058C
84	Benomyl	NA	YLR443W
85	Benomyl	NA	YHR061C
86	Benomyl	NA	YGR001C
87	Benomyl	NA	YJR088C
88	Benomyl	NA	YMR256C
89	Benomyl	NA	YKL107W
90	Benomyl	NA	YNL086W
91	Benomyl	NA	YDL162C
92	Benomyl	NA	YML048W-A
93	Benomyl	NA	YLR036C
94	Benomyl	NA	YDL130W
95	Benomyl	NA	YCR082W
96	Benomyl	NA	YNL194C
97	Benomyl	NA	YOR213C
98	Benomyl	NA	YGL146C
99	Benomyl	NA	YML035C
100	Benomyl	NA	YBR231C
101	Benomyl	NA	YML106W
102	Benomyl	NA	YBR113W
103	Benomyl	NA	YIL153W
104	Benomyl	NA	YGR087C
105	Benomyl	NA	YDR285W
106	Benomyl	NA	YKL098W
107	Benomyl	NA	YMR127C
108	Benomyl	NA	YHR157W
109	Benomyl	NA	YLR037C
110	Benomyl	NA	YBR042C
