Inhibitor	Significant_up_deletions	Significant_down_deletions
1	SyringicAcid	YIL020C	YGR197C
2	SyringicAcid	YBR266C	YJL004C
3	SyringicAcid	YBR115C	YAL023C
4	SyringicAcid	YJL071W	YEL053C
5	SyringicAcid	YOL095C	YML048W
6	SyringicAcid	YPR191W	YGL007W
7	SyringicAcid	YNL081C	YBR209W
8	SyringicAcid	YDR393W	YBR164C
9	SyringicAcid	YER056C-A	YNL323W
10	SyringicAcid	YML001W	YGL165C
11	SyringicAcid	YIL094C	YGL124C
12	SyringicAcid	YPL178W	YIL076W
13	SyringicAcid	YDR019C	YHL025W
14	SyringicAcid	YAL005C	YGR170W
15	SyringicAcid	YBR248C	YKR019C
16	SyringicAcid	YGR101W	YOR068C
17	SyringicAcid	YMR303C	YOL050C
18	SyringicAcid	YIL119C	YMR202W
19	SyringicAcid	YHR018C	YLR083C
20	SyringicAcid	YDR004W	YOR069W
21	SyringicAcid	YGL031C	YDR435C
22	SyringicAcid	YGL154C	YML097C
23	SyringicAcid	YGR032W	YGL054C
24	SyringicAcid	YJR145C	YIL128W
25	SyringicAcid	YJL046W	YGL166W
26	SyringicAcid	YHL040C	YOR270C
27	SyringicAcid	YOR364W	YBR229C
28	SyringicAcid	YNL120C	YGR184C
29	SyringicAcid	YIL005W	YJR073C
30	SyringicAcid	YLR239C	YNL322C
31	SyringicAcid	YDR276C	YLL020C
32	SyringicAcid	YGR022C	YCR044C
33	SyringicAcid	YGL004C	YKL212W
34	SyringicAcid	YDR007W	YHR025W
35	SyringicAcid	YGL258W	YJR059W
36	SyringicAcid	YNL278W	YNL098C
37	SyringicAcid	YEL011W	YDR148C
38	SyringicAcid	YNL291C	YOR132W
39	SyringicAcid	YOR121C	YLR268W
40	SyringicAcid	YDR378C	YLR338W
41	SyringicAcid	YNR039C	YML103C
42	SyringicAcid	YNL223W	YGR049W
43	SyringicAcid	YGR097W	YPL051W
44	SyringicAcid	YGL010W	YLR292C
45	SyringicAcid	YDR001C	YOR265W
46	SyringicAcid	YBR113W	NA
47	SyringicAcid	YLR057W	NA
48	SyringicAcid	YOR338W	NA
49	SyringicAcid	YBR084C-A	NA
50	SyringicAcid	YDL066W	NA
51	SyringicAcid	YDL019C	NA
52	SyringicAcid	YNL196C	NA
53	SyringicAcid	YCR060W	NA
