Inhibitor	Significant_up_deletions	Significant_down_deletions
1	SodiumGlyoxylate	YPL240C	YML068W
2	SodiumGlyoxylate	YBR275C	YDR132C
3	SodiumGlyoxylate	YBL081W	YBR057C
4	SodiumGlyoxylate	YBL069W	YMR167W
5	SodiumGlyoxylate	YIL133C	YNL027W
6	SodiumGlyoxylate	YDR378C	YPL058C
7	SodiumGlyoxylate	YDR525W	YHR037W
8	SodiumGlyoxylate	YGR228W	YLL002W
9	SodiumGlyoxylate	YPL186C	YGR157W
10	SodiumGlyoxylate	YGL152C	YER020W
11	SodiumGlyoxylate	YMR030W	YGR193C
12	SodiumGlyoxylate	YDL172C	YMR103C
13	SodiumGlyoxylate	YER120W	YBR164C
14	SodiumGlyoxylate	YGL019W	YOR085W
15	SodiumGlyoxylate	YCL042W	YLR228C
16	SodiumGlyoxylate	YOR107W	YGR148C
17	SodiumGlyoxylate	YOR025W	YDR319C
18	SodiumGlyoxylate	YGL016W	YBR105C
19	SodiumGlyoxylate	YML117W	YPL001W
20	SodiumGlyoxylate	YIL016W	YDL078C
21	SodiumGlyoxylate	YFL025C	YDR248C
22	SodiumGlyoxylate	YAR002W	YKL015W
23	SodiumGlyoxylate	YMR302C	YDR111C
24	SodiumGlyoxylate	YLR334C	YDR263C
25	SodiumGlyoxylate	YNL281W	YOR105W
26	SodiumGlyoxylate	YLL055W	YLR077W
27	SodiumGlyoxylate	YGL167C	YDL063C
28	SodiumGlyoxylate	YOL024W	YJR073C
29	SodiumGlyoxylate	YLR443W	YDR185C
30	SodiumGlyoxylate	YGR153W	YER056C-A
31	SodiumGlyoxylate	YBR015C	YBR068C
32	SodiumGlyoxylate	YER046W-A	YDR262W
33	SodiumGlyoxylate	YML018C	YLR174W
34	SodiumGlyoxylate	YCL034W	YDR338C
35	SodiumGlyoxylate	YDR414C	YOR018W
36	SodiumGlyoxylate	YDR474C	YLR189C
37	SodiumGlyoxylate	YBR077C	YBR045C
38	SodiumGlyoxylate	YDR357C	YOR076C
39	SodiumGlyoxylate	YHR195W	YMR075W
40	SodiumGlyoxylate	YLR173W	YKR011C
41	SodiumGlyoxylate	NA	YLR031W
42	SodiumGlyoxylate	NA	YOR132W
43	SodiumGlyoxylate	NA	YDR073W
44	SodiumGlyoxylate	NA	YNR072W
45	SodiumGlyoxylate	NA	YDL076C
46	SodiumGlyoxylate	NA	YDR024W
47	SodiumGlyoxylate	NA	YBR166C
48	SodiumGlyoxylate	NA	YNL273W
49	SodiumGlyoxylate	NA	YOR030W
50	SodiumGlyoxylate	NA	YOR033C
51	SodiumGlyoxylate	NA	YHL020C
52	SodiumGlyoxylate	NA	YMR226C
53	SodiumGlyoxylate	NA	YNR059W
54	SodiumGlyoxylate	NA	YNL081C
55	SodiumGlyoxylate	NA	YLR232W
56	SodiumGlyoxylate	NA	YDR219C
57	SodiumGlyoxylate	NA	YDR051C
58	SodiumGlyoxylate	NA	YOR313C
59	SodiumGlyoxylate	NA	YMR183C
60	SodiumGlyoxylate	NA	YGL046W
61	SodiumGlyoxylate	NA	YNR020C
62	SodiumGlyoxylate	NA	YOR104W
