Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Acetamide	YAL023C	YCR086W
2	Acetamide	YKR057W	YJR140C
3	Acetamide	YJR087W	YDR074W
4	Acetamide	YER129W	YKL050C
5	Acetamide	YGL027C	YGL244W
6	Acetamide	YNL120C	YPR184W
7	Acetamide	YJL119C	YDR451C
8	Acetamide	YPL066W	YJR137C
9	Acetamide	YNL119W	YNR010W
10	Acetamide	YKL081W	YHL003C
11	Acetamide	YGR019W	YBR200W
12	Acetamide	YGR015C	YBR277C
13	Acetamide	YPL227C	YOR038C
14	Acetamide	YOR058C	YLR113W
15	Acetamide	YDR019C	YER156C
16	Acetamide	YOR035C	YDR121W
17	Acetamide	YJR118C	YBR175W
18	Acetamide	YPL102C	YCR081W
19	Acetamide	YDL083C	YCR077C
20	Acetamide	YDR477W	YBL089W
21	Acetamide	YGL015C	YNL229C
22	Acetamide	YKL020C	YOL129W
23	Acetamide	YIL094C	YJL124C
24	Acetamide	YMR063W	YNL147W
25	Acetamide	YPL184C	YOR091W
26	Acetamide	YBL072C	YHL025W
27	Acetamide	YOR039W	YBL059W
28	Acetamide	YNL162W	YNL079C
29	Acetamide	YGL084C	YBR278W
30	Acetamide	YPL158C	YIL160C
31	Acetamide	YMR060C	YDR503C
32	Acetamide	YKR034W	YBR168W
33	Acetamide	YJR054W	YBR289W
34	Acetamide	YOR019W	YDR485C
35	Acetamide	YOR005C	YLR085C
36	Acetamide	YGL115W	YBR231C
37	Acetamide	YBR077C	YDR378C
38	Acetamide	YLR337C	YML016C
39	Acetamide	NA	YDR334W
40	Acetamide	NA	YKL146W
41	Acetamide	NA	YLR410W
42	Acetamide	NA	YDR083W
43	Acetamide	NA	YLR182W
44	Acetamide	NA	YML071C
45	Acetamide	NA	YAL011W
46	Acetamide	NA	YHR191C
47	Acetamide	NA	YOL035C
48	Acetamide	NA	YGL251C
49	Acetamide	NA	YHR180W
50	Acetamide	NA	YDR024W
51	Acetamide	NA	YJL128C
52	Acetamide	NA	YLR150W
53	Acetamide	NA	YNL291C
