Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Mycobutanil	NA	YKL046C
2	Mycobutanil	NA	YKR087C
3	Mycobutanil	NA	YDL119C
4	Mycobutanil	NA	YDR213W
5	Mycobutanil	NA	YGR136W
6	Mycobutanil	NA	YOR085W
7	Mycobutanil	NA	YOR338W
8	Mycobutanil	NA	YAL023C
9	Mycobutanil	NA	YOR067C
10	Mycobutanil	NA	YLR187W
11	Mycobutanil	NA	YKL211C
12	Mycobutanil	NA	YNL291C
13	Mycobutanil	NA	YLR413W
14	Mycobutanil	NA	YOR076C
15	Mycobutanil	NA	YDR073W
16	Mycobutanil	NA	YHR157W
17	Mycobutanil	NA	YHR193C
18	Mycobutanil	NA	YGR149W
19	Mycobutanil	NA	YLR189C
20	Mycobutanil	NA	YDR354W
21	Mycobutanil	NA	YOR311C
22	Mycobutanil	NA	YML099C
23	Mycobutanil	NA	YPL057C
24	Mycobutanil	NA	YLR294C
25	Mycobutanil	NA	YML035C
26	Mycobutanil	NA	YBR162C
27	Mycobutanil	NA	YAR003W
28	Mycobutanil	NA	YER097W
29	Mycobutanil	NA	YGL198W
30	Mycobutanil	NA	YDR120C
31	Mycobutanil	NA	YNL268W
32	Mycobutanil	NA	YPR172W
33	Mycobutanil	NA	YOR033C
34	Mycobutanil	NA	YGR001C
35	Mycobutanil	NA	YMR326C
36	Mycobutanil	NA	YDR214W
37	Mycobutanil	NA	YOR008C
38	Mycobutanil	NA	YAR014C
39	Mycobutanil	NA	YKL050C
40	Mycobutanil	NA	YDR139C
41	Mycobutanil	NA	YDR093W
42	Mycobutanil	NA	YHL035C
43	Mycobutanil	NA	YDR309C
44	Mycobutanil	NA	YBR056W
45	Mycobutanil	NA	YGR106C
46	Mycobutanil	NA	YKL212W
47	Mycobutanil	NA	YGR044C
48	Mycobutanil	NA	YHL028W
49	Mycobutanil	NA	YDR202C
50	Mycobutanil	NA	YIL094C
51	Mycobutanil	NA	YDL019C
52	Mycobutanil	NA	YNL196C
53	Mycobutanil	NA	YDL096C
54	Mycobutanil	NA	YDL114W
55	Mycobutanil	NA	YMR068W
56	Mycobutanil	NA	YDR055W
57	Mycobutanil	NA	YDL226C
58	Mycobutanil	NA	YMR310C
59	Mycobutanil	NA	YBR289W
60	Mycobutanil	NA	YGL010W
61	Mycobutanil	NA	YLR262C
62	Mycobutanil	NA	YLR257W
63	Mycobutanil	NA	YOR044W
64	Mycobutanil	NA	YDL162C
65	Mycobutanil	NA	YDL137W
66	Mycobutanil	NA	YER066W
67	Mycobutanil	NA	YNL278W
68	Mycobutanil	NA	YBR283C
69	Mycobutanil	NA	YDR130C
70	Mycobutanil	NA	YMR030W
71	Mycobutanil	NA	YBR114W
72	Mycobutanil	NA	YNL123W
73	Mycobutanil	NA	YGL031C
74	Mycobutanil	NA	YKL107W
75	Mycobutanil	NA	YJR033C
76	Mycobutanil	NA	YJR050W
77	Mycobutanil	NA	YPL244C
78	Mycobutanil	NA	YMR031W-A
79	Mycobutanil	NA	YLR172C
80	Mycobutanil	NA	YLR405W
81	Mycobutanil	NA	YLR390W
82	Mycobutanil	NA	YBR130C
83	Mycobutanil	NA	YNL058C
84	Mycobutanil	NA	YDR186C
85	Mycobutanil	NA	YDR245W
86	Mycobutanil	NA	YPL062W
87	Mycobutanil	NA	YNL334C
88	Mycobutanil	NA	YMR263W
89	Mycobutanil	NA	YPL015C
90	Mycobutanil	NA	YDL074C
91	Mycobutanil	NA	YPR153W
92	Mycobutanil	NA	YML106W
93	Mycobutanil	NA	YKR020W
94	Mycobutanil	NA	YGL067W
95	Mycobutanil	NA	YPR117W
