Inhibitor	Significant_up_deletions	Significant_down_deletions
1	AcetoSyringone	YGL136C	YEL037C
2	AcetoSyringone	YDR126W	YAL024C
3	AcetoSyringone	YGR089W	YDL070W
4	AcetoSyringone	YPL095C	YBR245C
5	AcetoSyringone	YLR239C	YOL124C
6	AcetoSyringone	YGL007W	YHL031C
7	AcetoSyringone	YKL124W	YML097C
8	AcetoSyringone	YER108C	YBR036C
9	AcetoSyringone	YGL105W	YCR065W
10	AcetoSyringone	YIL020C	YER164W
11	AcetoSyringone	YGR023W	YNL293W
12	AcetoSyringone	YDR006C	YOL116W
13	AcetoSyringone	YMR143W	YJL065C
14	AcetoSyringone	YEL063C	YGL244W
15	AcetoSyringone	YBR115C	YCL010C
16	AcetoSyringone	YDL077C	YIL160C
17	AcetoSyringone	YNR041C	YLR095C
18	AcetoSyringone	YBL003C	YGR003W
19	AcetoSyringone	YBL009W	YBR164C
20	AcetoSyringone	YBR005W	YGL054C
21	AcetoSyringone	YER092W	YJR140C
22	AcetoSyringone	YOR163W	YAL011W
23	AcetoSyringone	YMR039C	YGL165C
24	AcetoSyringone	YHR018C	YMR274C
25	AcetoSyringone	YGR101W	YDR485C
26	AcetoSyringone	YNL215W	YDR033W
27	AcetoSyringone	YGR032W	YJR135C
28	AcetoSyringone	YDR393W	YDR334W
29	AcetoSyringone	YOR309C	YCR088W
30	AcetoSyringone	YGL027C	YKL092C
31	AcetoSyringone	YDL013W	YPR119W
32	AcetoSyringone	YIL094C	YDL071C
33	AcetoSyringone	YDR011W	YCR099C
34	AcetoSyringone	YBR001C	YIL152W
35	AcetoSyringone	YGL005C	YFL051C
36	AcetoSyringone	YDR007W	YML071C
37	AcetoSyringone	YBR009C	YOL006C
38	AcetoSyringone	YJL071W	YBR289W
39	AcetoSyringone	YDL012C	YLL025W
40	AcetoSyringone	YIL148W	YOR216C
41	AcetoSyringone	YGL004C	YLR085C
42	AcetoSyringone	YDL002C	YLR049C
43	AcetoSyringone	YPR191W	YFL001W
44	AcetoSyringone	YNL003C	YLR015W
45	AcetoSyringone	YCR028C-A	YML131W
46	AcetoSyringone	YKL081W	YBR231C
47	AcetoSyringone	YHR021C	YGL166W
48	AcetoSyringone	YNL081C	YOR038C
49	AcetoSyringone	YBR266C	NA
50	AcetoSyringone	YGR184C	NA
51	AcetoSyringone	YGR170W	NA
52	AcetoSyringone	YDR276C	NA
53	AcetoSyringone	YDL001W	NA
54	AcetoSyringone	YDL006W	NA
55	AcetoSyringone	YOR221C	NA
56	AcetoSyringone	YBR030W	NA
57	AcetoSyringone	YGL009C	NA
58	AcetoSyringone	YEL065W	NA
59	AcetoSyringone	YKL057C	NA
60	AcetoSyringone	YDL136W	NA
61	AcetoSyringone	YDL078C	NA
62	AcetoSyringone	YPL178W	NA
63	AcetoSyringone	YGL017W	NA
64	AcetoSyringone	YKL048C	NA
65	AcetoSyringone	YJL204C	NA
66	AcetoSyringone	YGR208W	NA
67	AcetoSyringone	YOR327C	NA
68	AcetoSyringone	YBR200W	NA
69	AcetoSyringone	YOL095C	NA
70	AcetoSyringone	YPR173C	NA
71	AcetoSyringone	YDR019C	NA
72	AcetoSyringone	YOR182C	NA
73	AcetoSyringone	YOR243C	NA
74	AcetoSyringone	YJL130C	NA
75	AcetoSyringone	YNL273W	NA
76	AcetoSyringone	YLR420W	NA
77	AcetoSyringone	YGL010W	NA
78	AcetoSyringone	YBL005W	NA
79	AcetoSyringone	YDR289C	NA
80	AcetoSyringone	YDR004W	NA
81	AcetoSyringone	YBR082C	NA
82	AcetoSyringone	YML121W	NA
83	AcetoSyringone	YGR022C	NA
84	AcetoSyringone	YML001W	NA
85	AcetoSyringone	YDL081C	NA
86	AcetoSyringone	YBR291C	NA
87	AcetoSyringone	YDR174W	NA
88	AcetoSyringone	YER120W	NA
89	AcetoSyringone	YOR125C	NA
90	AcetoSyringone	YMR294W	NA
91	AcetoSyringone	YJL046W	NA
92	AcetoSyringone	YOR304W	NA
93	AcetoSyringone	YBR119W	NA
94	AcetoSyringone	YOR167C	NA
95	AcetoSyringone	YPR123C	NA
96	AcetoSyringone	YOL050C	NA
97	AcetoSyringone	YGR019W	NA
98	AcetoSyringone	YEL015W	NA
99	AcetoSyringone	YMR216C	NA
100	AcetoSyringone	YGR015C	NA
101	AcetoSyringone	YGR227W	NA
102	AcetoSyringone	YMR116C	NA
103	AcetoSyringone	YGL154C	NA
104	AcetoSyringone	YBR248C	NA
105	AcetoSyringone	YOR293W	NA
106	AcetoSyringone	YGL177W	NA
107	AcetoSyringone	YJL120W	NA
108	AcetoSyringone	YDR477W	NA
109	AcetoSyringone	YJR118C	NA
110	AcetoSyringone	YFL013C	NA
111	AcetoSyringone	YOR085W	NA
112	AcetoSyringone	YDL096C	NA
113	AcetoSyringone	YMR022W	NA
114	AcetoSyringone	YPL101W	NA
115	AcetoSyringone	YLR292C	NA
116	AcetoSyringone	YAR015W	NA
117	AcetoSyringone	YCR044C	NA
118	AcetoSyringone	YIR033W	NA
119	AcetoSyringone	YGL115W	NA
120	AcetoSyringone	YKL046C	NA
121	AcetoSyringone	YOL009C	NA
122	AcetoSyringone	YER119C-A	NA
123	AcetoSyringone	YPL102C	NA
124	AcetoSyringone	YGL149W	NA
125	AcetoSyringone	YDR146C	NA
126	AcetoSyringone	YBR113W	NA
127	AcetoSyringone	YPL158C	NA
