Inhibitor	Significant_up_deletions	Significant_down_deletions
1	CV	YDR005C	YHL021C
2	CV	YNL192W	YJR115W
3	CV	YOL108C	YJL192C
4	CV	YOL029C	YNL323W
5	CV	YDL002C	YNR002C
6	CV	YOL009C	YOL152W
7	CV	YBR113W	YNR066C
8	CV	YML071C	YFL049W
9	CV	YDR455C	YFL031W
10	CV	YHL031C	YHL045W
11	CV	YOL129W	YHL019C
12	CV	YBL007C	YCL022C
13	CV	YOR125C	YJR128W
14	CV	YMR216C	YOR364W
15	CV	YDR395W	YDL144C
16	CV	YJR059W	YML072C
17	CV	YBR082C	YGL175C
18	CV	YGL004C	YJL082W
19	CV	YPL120W	YML060W
20	CV	YLR407W	YIR037W
21	CV	YML001W	YCR048W
22	CV	YDR019C	YLR030W
23	CV	YBR164C	YNL074C
24	CV	YDL001W	YJL175W
25	CV	YJL204C	YLR454W
26	CV	YPL074W	YHL009C
27	CV	YLR207W	YLR445W
28	CV	YGL010W	YMR020W
29	CV	YBL005W	YHR045W
30	CV	YBR200W	YML059C
31	CV	YGL017W	YNL077W
32	CV	YBR248C	YJR137C
33	CV	YDR276C	YDL184C
34	CV	YDL006W	YLR255C
35	CV	YGR032W	YNL125C
36	CV	YNL297C	YOR005C
37	CV	YNL003C	YOL016C
38	CV	YOR221C	YNL141W
39	CV	YDR004W	YBR022W
40	CV	YJL046W	YHL008C
41	CV	YDL012C	YER176W
42	CV	YGR101W	YIL007C
43	CV	YCR028C-A	YHL025W
44	CV	YGL136C	YKR023W
45	CV	YNL081C	YJL193W
46	CV	YDR126W	YLR428C
47	CV	YDR011W	YHL034C
48	CV	YGL009C	YMR006C
49	CV	YPL178W	YNL128W
50	CV	YGR022C	YDL119C
51	CV	YJR090C	YDR533C
52	CV	YDR393W	YHL003C
53	CV	YDR007W	YJL165C
54	CV	YDL077C	YNL076W
55	CV	YDR006C	YDR277C
56	CV	YBR009C	YNL065W
57	CV	YPL161C	YMR111C
58	CV	YLR350W	YHL028W
59	CV	YIL094C	YOR043W
60	CV	YER108C	YBR107C
61	CV	YGL005C	YPR197C
62	CV	YDR026C	YLR134W
63	CV	YLR239C	YIL044C
64	CV	YGL167C	YIL103W
65	CV	YLR056W	YOL030W
66	CV	YOL095C	YJL055W
67	CV	YIL020C	YJR031C
68	CV	YBR266C	YIL041W
69	CV	YHR018C	YPR198W
70	CV	YOR069W	YBR034C
71	CV	YGR023W	NA
72	CV	YOR309C	NA
73	CV	YGL154C	NA
74	CV	YKL124W	NA
75	CV	YDL013W	NA
76	CV	YBL003C	NA
77	CV	YBL009W	NA
78	CV	YPR123C	NA
79	CV	YJL071W	NA
80	CV	YBR036C	NA
81	CV	YPL172C	NA
82	CV	YNR041C	NA
83	CV	YDR024W	NA
84	CV	YNL299W	NA
85	CV	YBR005W	NA
86	CV	YPR173C	NA
87	CV	YPL095C	NA
88	CV	YLR420W	NA
89	CV	YPR191W	NA
90	CV	YNL273W	NA
91	CV	YCR071C	NA
92	CV	YGR089W	NA
93	CV	YMR143W	NA
94	CV	YBR115C	NA
95	CV	YMR256C	NA
96	CV	YER091C	NA
97	CV	YLR360W	NA
98	CV	YGL105W	NA
99	CV	YML121W	NA
100	CV	YBL017C	NA
101	CV	YJL130C	NA
102	CV	YDR049W	NA
103	CV	YOR363C	NA
104	CV	YDR252W	NA
105	CV	YBR001C	NA
106	CV	YEL065W	NA
107	CV	YGL007W	NA
108	CV	YBL089W	NA
109	CV	YLR261C	NA
110	CV	YDR108W	NA
111	CV	YLR039C	NA
112	CV	YPL112C	NA
113	CV	YHR134W	NA
114	CV	YOR089C	NA
115	CV	YBL027W	NA
116	CV	YPL051W	NA
117	CV	YLR357W	NA
118	CV	YEL063C	NA
119	CV	YKL216W	NA
120	CV	YPL090C	NA
121	CV	YER083C	NA
122	CV	YLR337C	NA
123	CV	YLR338W	NA
