Inhibitor	Significant_up_deletions	Significant_down_deletions
1	AzelaicAcid	YHR018C	NA
2	AzelaicAcid	YML001W	NA
3	AzelaicAcid	YBR115C	NA
4	AzelaicAcid	YBR266C	NA
5	AzelaicAcid	YMR312W	NA
6	AzelaicAcid	YDL013W	NA
7	AzelaicAcid	YDR006C	NA
8	AzelaicAcid	YJL101C	NA
9	AzelaicAcid	YER090W	NA
10	AzelaicAcid	YER019W	NA
11	AzelaicAcid	YOL095C	NA
12	AzelaicAcid	YGL147C	NA
13	AzelaicAcid	YKL110C	NA
14	AzelaicAcid	YBR147W	NA
15	AzelaicAcid	YNL119W	NA
16	AzelaicAcid	YDL052C	NA
17	AzelaicAcid	YEL003W	NA
18	AzelaicAcid	YER074W	NA
19	AzelaicAcid	YML129C	NA
20	AzelaicAcid	YCR037C	NA
21	AzelaicAcid	YPR191W	NA
22	AzelaicAcid	YPR173C	NA
23	AzelaicAcid	YFR021W	NA
24	AzelaicAcid	YIL020C	NA
25	AzelaicAcid	YCR011C	NA
26	AzelaicAcid	YGR022C	NA
27	AzelaicAcid	YHL039W	NA
28	AzelaicAcid	YFL034W	NA
29	AzelaicAcid	YGL214W	NA
30	AzelaicAcid	YGR088W	NA
31	AzelaicAcid	YDL001W	NA
32	AzelaicAcid	YCR088W	NA
33	AzelaicAcid	YHR143W	NA
34	AzelaicAcid	YDL002C	NA
35	AzelaicAcid	YKL032C	NA
36	AzelaicAcid	YDR004W	NA
37	AzelaicAcid	YOR061W	NA
38	AzelaicAcid	YJL071W	NA
39	AzelaicAcid	YOR038C	NA
40	AzelaicAcid	YNL081C	NA
41	AzelaicAcid	YCL063W	NA
42	AzelaicAcid	YOR291W	NA
43	AzelaicAcid	YDR244W	NA
44	AzelaicAcid	YIL008W	NA
45	AzelaicAcid	YLR207W	NA
46	AzelaicAcid	YPL060W	NA
47	AzelaicAcid	YBR005W	NA
48	AzelaicAcid	YCL062W	NA
49	AzelaicAcid	YNL003C	NA
50	AzelaicAcid	YDR116C	NA
51	AzelaicAcid	YCR028C-A	NA
52	AzelaicAcid	YBR104W	NA
53	AzelaicAcid	YKL167C	NA
54	AzelaicAcid	YOL052C	NA
55	AzelaicAcid	YLR387C	NA
56	AzelaicAcid	YGL067W	NA
57	AzelaicAcid	YNR041C	NA
58	AzelaicAcid	YKL065C	NA
59	AzelaicAcid	YJR117W	NA
60	AzelaicAcid	YDR121W	NA
61	AzelaicAcid	YBR082C	NA
62	AzelaicAcid	YLR184W	NA
63	AzelaicAcid	YBR248C	NA
64	AzelaicAcid	YDR409W	NA
65	AzelaicAcid	YLL045C	NA
66	AzelaicAcid	YKR009C	NA
67	AzelaicAcid	YJL190C	NA
68	AzelaicAcid	YBR028C	NA
69	AzelaicAcid	YDR019C	NA
70	AzelaicAcid	YDR203W	NA
71	AzelaicAcid	YIL094C	NA
72	AzelaicAcid	YNL327W	NA
73	AzelaicAcid	YFL012W	NA
74	AzelaicAcid	YCR071C	NA
75	AzelaicAcid	YBR065C	NA
76	AzelaicAcid	YGL077C	NA
77	AzelaicAcid	YMR232W	NA
78	AzelaicAcid	YGL152C	NA
79	AzelaicAcid	YDR095C	NA
80	AzelaicAcid	YBL024W	NA
81	AzelaicAcid	YGL005C	NA
82	AzelaicAcid	YGR040W	NA
83	AzelaicAcid	YDR161W	NA
84	AzelaicAcid	YJL214W	NA
85	AzelaicAcid	YOL089C	NA
86	AzelaicAcid	YIL030C	NA
87	AzelaicAcid	YDL142C	NA
88	AzelaicAcid	YLR315W	NA
89	AzelaicAcid	YGL156W	NA
90	AzelaicAcid	YKR084C	NA
91	AzelaicAcid	YMR088C	NA
92	AzelaicAcid	YBR007C	NA
93	AzelaicAcid	YDR250C	NA
94	AzelaicAcid	YDR393W	NA
95	AzelaicAcid	YLR286C	NA
96	AzelaicAcid	YBR185C	NA
97	AzelaicAcid	YPL105C	NA
98	AzelaicAcid	YBR258C	NA
99	AzelaicAcid	YDL006W	NA
100	AzelaicAcid	YGR032W	NA
101	AzelaicAcid	YOR118W	NA
102	AzelaicAcid	YHR073W	NA
103	AzelaicAcid	YMR022W	NA
104	AzelaicAcid	YDL134C	NA
105	AzelaicAcid	YGL087C	NA
106	AzelaicAcid	YLR246W	NA
107	AzelaicAcid	YER178W	NA
108	AzelaicAcid	YER011W	NA
109	AzelaicAcid	YLR131C	NA
110	AzelaicAcid	YJL132W	NA
111	AzelaicAcid	YDR222W	NA
112	AzelaicAcid	YKL008C	NA
113	AzelaicAcid	YJL046W	NA
114	AzelaicAcid	YLL025W	NA
115	AzelaicAcid	YOR111W	NA
