Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Benomyl	YPR141C	NA
2	Benomyl	YMR198W	NA
3	Benomyl	YAL019W	NA
4	Benomyl	YGL197W	NA
5	Benomyl	YCR023C	NA
6	Benomyl	YGR208W	NA
7	Benomyl	YPL220W	NA
8	Benomyl	YIL096C	NA
9	Benomyl	YOL128C	NA
10	Benomyl	YCR005C	NA
11	Benomyl	YBR207W	NA
12	Benomyl	YNL166C	NA
13	Benomyl	YNL265C	NA
14	Benomyl	YIL009W	NA
15	Benomyl	YFR021W	NA
16	Benomyl	YER010C	NA
17	Benomyl	YIL098C	NA
18	Benomyl	YOL052C	NA
19	Benomyl	YDL187C	NA
20	Benomyl	YDR516C	NA
21	Benomyl	YAL045C	NA
22	Benomyl	YDL156W	NA
23	Benomyl	YNR007C	NA
24	Benomyl	YPR188C	NA
25	Benomyl	YJL108C	NA
26	Benomyl	YFR017C	NA
27	Benomyl	YIL141W	NA
28	Benomyl	YOR304W	NA
29	Benomyl	YGR247W	NA
30	Benomyl	YOR284W	NA
31	Benomyl	YCR068W	NA
32	Benomyl	YLR315W	NA
33	Benomyl	YPL202C	NA
34	Benomyl	YPL206C	NA
35	Benomyl	YJL169W	NA
36	Benomyl	YMR278W	NA
37	Benomyl	YER028C	NA
38	Benomyl	YBR216C	NA
39	Benomyl	YDL227C	NA
40	Benomyl	YKR102W	NA
41	Benomyl	YIL135C	NA
42	Benomyl	YCL025C	NA
43	Benomyl	YNL116W	NA
44	Benomyl	YJL051W	NA
45	Benomyl	YER183C	NA
46	Benomyl	YIL133C	NA
47	Benomyl	YML121W	NA
48	Benomyl	YGR051C	NA
49	Benomyl	YHR116W	NA
50	Benomyl	YMR153C-A	NA
51	Benomyl	YML028W	NA
52	Benomyl	YNL009W	NA
53	Benomyl	YKL074C	NA
54	Benomyl	YDL025C	NA
55	Benomyl	YOL070C	NA
56	Benomyl	YOR039W	NA
57	Benomyl	YAL020C	NA
58	Benomyl	YCL010C	NA
59	Benomyl	YJL178C	NA
60	Benomyl	YKR088C	NA
61	Benomyl	YPL192C	NA
62	Benomyl	YDL149W	NA
63	Benomyl	YNL206C	NA
64	Benomyl	YBR241C	NA
65	Benomyl	YGL090W	NA
66	Benomyl	YEL061C	NA
67	Benomyl	YNL274C	NA
68	Benomyl	YDL229W	NA
69	Benomyl	YJR037W	NA
70	Benomyl	YPL205C	NA
71	Benomyl	YIL055C	NA
72	Benomyl	YOL082W	NA
73	Benomyl	YGL211W	NA
74	Benomyl	YAL031C	NA
75	Benomyl	YBR148W	NA
76	Benomyl	YAL015C	NA
77	Benomyl	YKR048C	NA
78	Benomyl	YFR009W	NA
79	Benomyl	YAL037W	NA
80	Benomyl	YGR241C	NA
81	Benomyl	YAR047C	NA
82	Benomyl	YBR280C	NA
83	Benomyl	YMR162C	NA
84	Benomyl	YER096W	NA
85	Benomyl	YCL035C	NA
86	Benomyl	YDL233W	NA
87	Benomyl	YER001W	NA
88	Benomyl	YGL057C	NA
89	Benomyl	YDL200C	NA
90	Benomyl	YCL026C-A	NA
91	Benomyl	YNL049C	NA
92	Benomyl	YER030W	NA
93	Benomyl	YKL079W	NA
94	Benomyl	YNL299W	NA
95	Benomyl	YCR107W	NA
96	Benomyl	YFR033C	NA
97	Benomyl	YGR212W	NA
98	Benomyl	YMR055C	NA
99	Benomyl	YBL104C	NA
100	Benomyl	YJL145W	NA
101	Benomyl	YOR041C	NA
102	Benomyl	YKL149C	NA
103	Benomyl	YHR079C-B	NA
104	Benomyl	YIL156W	NA
105	Benomyl	YOL015W	NA
106	Benomyl	YOR280C	NA
107	Benomyl	YLR372W	NA
108	Benomyl	YJL048C	NA
109	Benomyl	YHR094C	NA
110	Benomyl	YPL229W	NA
111	Benomyl	YDR241W	NA
112	Benomyl	YFL033C	NA
113	Benomyl	YAL042W	NA
114	Benomyl	YGL230C	NA
115	Benomyl	YKR058W	NA
116	Benomyl	YIL164C	NA
117	Benomyl	YHL008C	NA
118	Benomyl	YGR019W	NA
119	Benomyl	YBL107C	NA
120	Benomyl	YDL230W	NA
121	Benomyl	YJL094C	NA
122	Benomyl	YHR043C	NA
123	Benomyl	YOR084W	NA
124	Benomyl	YER182W	NA
125	Benomyl	YLR017W	NA
126	Benomyl	YMR019W	NA
127	Benomyl	YHR057C	NA
128	Benomyl	YCR043C	NA
129	Benomyl	YOL024W	NA
130	Benomyl	YAL053W	NA
131	Benomyl	YER067C-A	NA
132	Benomyl	YPL149W	NA
133	Benomyl	YJL155C	NA
134	Benomyl	YER120W	NA
135	Benomyl	YHL017W	NA
136	Benomyl	YNR061C	NA
137	Benomyl	YER115C	NA
138	Benomyl	YEL052W	NA
139	Benomyl	YKL100C	NA
140	Benomyl	YER046W	NA
141	Benomyl	YLR234W	NA
142	Benomyl	YGL170C	NA
143	Benomyl	YKL114C	NA
144	Benomyl	YOR164C	NA
145	Benomyl	YKL010C	NA
146	Benomyl	YDR424C	NA
147	Benomyl	YBR077C	NA
148	Benomyl	YML048W	NA
149	Benomyl	YHR161C	NA
150	Benomyl	YNR014W	NA
151	Benomyl	YGR214W	NA
152	Benomyl	YAL054C	NA
153	Benomyl	YOL062C	NA
154	Benomyl	YDR431W	NA
155	Benomyl	YKL048C	NA
156	Benomyl	YBL091C	NA
157	Benomyl	YGR237C	NA
158	Benomyl	YER174C	NA
159	Benomyl	YOR367W	NA
160	Benomyl	YBR001C	NA
