Inhibitor	Direction	Deletion
694	45Methylimidazole	up	YNL072W
695	45Methylimidazole	up	YDL114W
696	45Methylimidazole	up	YMR124W
697	45Methylimidazole	up	YLR032W
698	45Methylimidazole	up	YHR157W
699	45Methylimidazole	up	YNL047C
700	45Methylimidazole	up	YHR167W
701	45Methylimidazole	up	YGR137W
702	45Methylimidazole	up	YHL005C
703	45Methylimidazole	up	YBR203W
704	45Methylimidazole	up	YDL080C
705	45Methylimidazole	up	YLR315W
706	45Methylimidazole	up	YPL239W
707	45Methylimidazole	up	YML099C
708	45Methylimidazole	up	YFL032W
709	45Methylimidazole	up	YNL291C
710	45Methylimidazole	up	YCR025C
711	45Methylimidazole	up	YKR064W
712	45Methylimidazole	up	YGR106C
713	45Methylimidazole	up	YHR180W
714	45Methylimidazole	up	YDR535C
715	45Methylimidazole	up	YEL008W
716	45Methylimidazole	up	YOR350C
717	45Methylimidazole	up	YPR117W
718	45Methylimidazole	up	YDL066W
719	45Methylimidazole	up	YKL096W-A
720	45Methylimidazole	up	YNL140C
721	45Methylimidazole	up	YLR018C
722	45Methylimidazole	up	YMR030W
723	45Methylimidazole	up	YIL153W
724	45Methylimidazole	up	YLR189C
725	45Methylimidazole	up	YIL057C
726	45Methylimidazole	up	YLR090W
727	45Methylimidazole	up	YOL037C
728	45Methylimidazole	up	YPL026C
729	45Methylimidazole	up	YPL244C
730	45Methylimidazole	up	YGR201C
731	45Methylimidazole	up	YGL146C
732	45Methylimidazole	up	YEL011W
733	45Methylimidazole	up	YFL028C
734	45Methylimidazole	up	YLR405W
735	45Methylimidazole	up	YHR096C
736	45Methylimidazole	up	YLR443W
737	45Methylimidazole	up	YMR044W
738	45Methylimidazole	up	YLL055W
739	45Methylimidazole	up	YCR079W
740	45Methylimidazole	up	YLR036C
741	45Methylimidazole	up	YOR035C
742	45Methylimidazole	up	YOR105W
743	45Methylimidazole	up	YDR458C
744	45Methylimidazole	up	YNL334C
745	45Methylimidazole	up	YIL134W
746	45Methylimidazole	up	YJR100C
747	45Methylimidazole	up	YML027W
748	45Methylimidazole	up	YDR252W
749	45Methylimidazole	up	YMR105C
750	45Methylimidazole	up	YGL228W
751	45Methylimidazole	up	YKR011C
752	45Methylimidazole	up	YJL101C
753	45Methylimidazole	up	YPL225W
754	45Methylimidazole	up	YDR158W
755	45Methylimidazole	up	YDL219W
756	45Methylimidazole	up	YGR133W
757	45Methylimidazole	up	YDR490C
758	45Methylimidazole	up	YMR169C
759	45Methylimidazole	up	YMR048W
760	45Methylimidazole	up	YER097W
761	45Methylimidazole	up	YDR346C
762	45Methylimidazole	up	YPR153W
763	45Methylimidazole	up	YDL130W
764	45Methylimidazole	up	YBR210W
765	45Methylimidazole	up	YOR213C
766	45Methylimidazole	up	YGR044C
767	45Methylimidazole	up	YDR388W
768	45Methylimidazole	up	YPL071C
769	45Methylimidazole	up	YGR136W
770	45Methylimidazole	up	YKL131W
771	45Methylimidazole	up	YLR216C
772	45Methylimidazole	up	YDR440W
773	45Methylimidazole	up	YDR214W
774	45Methylimidazole	up	YOR186W
775	45Methylimidazole	up	YLR136C
776	45Methylimidazole	up	YKL098W
777	45Methylimidazole	up	YDL240W
778	45Methylimidazole	up	YDR130C
779	45Methylimidazole	up	YCL038C
780	45Methylimidazole	up	YBR084C-A
781	45Methylimidazole	up	YLR261C
782	45Methylimidazole	up	YLR448W
783	45Methylimidazole	up	YNL171C
784	45Methylimidazole	up	YOR269W
785	45Methylimidazole	up	YPL123C
786	45Methylimidazole	up	YKL107W
787	45Methylimidazole	up	YHR049W
788	45Methylimidazole	up	YML035C
789	45Methylimidazole	up	YIL113W
790	45Methylimidazole	up	YJL062W
791	45Methylimidazole	up	YNL123W
792	45Methylimidazole	up	YGL138C
793	45Methylimidazole	up	YMR086W
794	45Methylimidazole	up	YER066C-A
795	45Methylimidazole	up	YLR104W
796	45Methylimidazole	up	YDR216W
797	4OHAcetophenone	up	YMR143W
798	4OHAcetophenone	up	YER092W
799	4OHAcetophenone	up	YGL105W
800	4OHAcetophenone	up	YBR115C
801	4OHAcetophenone	up	YBR266C
802	4OHAcetophenone	up	YHR018C
803	4OHAcetophenone	up	YKL124W
804	4OHAcetophenone	up	YPR123C
805	4OHAcetophenone	up	YGR184C
806	4OHAcetophenone	up	YMR039C
807	4OHAcetophenone	up	YEL063C
808	4OHAcetophenone	up	YGL005C
809	4OHAcetophenone	up	YIL148W
810	4OHAcetophenone	up	YBR082C
811	4OHAcetophenone	up	YPR173C
812	4OHAcetophenone	up	YIL053W
813	4OHAcetophenone	up	YOL050C
814	4OHAcetophenone	up	YFL013C
815	4OHAcetophenone	up	YBR005W
816	4OHAcetophenone	up	YBR291C
817	4OHAcetophenone	up	YGR089W
818	4OHAcetophenone	up	YNL003C
819	4OHAcetophenone	up	YHR206W
820	4OHAcetophenone	up	YNR041C
821	4OHAcetophenone	up	YGL017W
822	4OHAcetophenone	up	YJR118C
823	4OHAcetophenone	up	YIR033W
824	4OHAcetophenone	up	YER129W
825	4OHAcetophenone	up	YMR216C
826	4OHAcetophenone	up	YDL013W
827	4OHAcetophenone	up	YJL071W
828	4OHAcetophenone	up	YFL013W-A
829	4OHAcetophenone	up	YOR304W
830	4OHAcetophenone	up	YIL020C
831	4OHAcetophenone	up	YDR393W
832	4OHAcetophenone	up	YKL057C
833	4OHAcetophenone	up	YNL297C
834	4OHAcetophenone	up	YGR022C
835	4OHAcetophenone	up	YDL142C
836	4OHAcetophenone	up	YOR182C
837	4OHAcetophenone	up	YGL147C
838	4OHAcetophenone	up	YDR007W
839	4OHAcetophenone	up	YDR006C
840	4OHAcetophenone	up	YPL095C
841	4OHAcetophenone	up	YCR028C-A
842	4OHAcetophenone	up	YDR289C
843	4OHAcetophenone	up	YGL010W
844	4OHAcetophenone	up	YNL235C
845	4OHAcetophenone	up	YJL120W
846	4OHAcetophenone	up	YHR073W
847	4OHAcetophenone	up	YOL095C
848	4OHAcetophenone	up	YDR126W
849	4OHAcetophenone	up	YER108C
850	4OHAcetophenone	up	YDL002C
851	4OHAcetophenone	up	YOR233W
852	4OHAcetophenone	up	YBR200W
853	4OHAcetophenone	up	YMR294W
854	4OHAcetophenone	up	YDR121W
855	4OHAcetophenone	up	YKL081W
856	4OHAcetophenone	up	YIL094C
857	4OHAcetophenone	up	YDR019C
858	4OHAcetophenone	up	YKR035W-A
859	4OHAcetophenone	up	YNL081C
860	4OHAcetophenone	up	YBL017C
861	4OHAcetophenone	up	YER011W
862	4OHAcetophenone	up	YPL179W
863	4OHAcetophenone	up	YML103C
864	4OHAcetophenone	up	YDR276C
865	4OHAcetophenone	up	YMR016C
866	4OHAcetophenone	up	YCL063W
867	4OHAcetophenone	up	YKR048C
868	4OHAcetophenone	up	YNR006W
869	4OHAcetophenone	up	YKR057W
870	4OHAcetophenone	up	YKR051W
871	4OHAcetophenone	up	YGR208W
872	4OHAcetophenone	up	YMR289W
873	4OHAcetophenone	up	YML001W
874	4OHAcetophenone	up	YGL009C
875	4OHAcetophenone	up	YBL051C
876	4OHAcetophenone	up	YPL178W
877	4OHAcetophenone	up	YKL079W
878	4OHAcetophenone	up	YDL001W
879	4OHAcetophenone	up	YPL037C
880	4OHAcetophenone	up	YOR221C
881	4OHAcetophenone	up	YML013C-A
882	4OHAcetophenone	up	YBR162C
883	4OHAcetophenone	up	YOR085W
884	4OHAcetophenone	up	YER151C
885	4OHAcetophenone	up	YHR021C
886	4OHAcetophenone	up	YBR009C
887	4OHAcetophenone	up	YGR032W
888	4OHAcetophenone	up	YOL071W
889	4OHAcetophenone	up	YMR070W
890	4OHAcetophenone	up	YGR170W
891	4OHAcetophenone	up	YGL154C
892	4OHAcetophenone	up	YIL098C
893	4OHAcetophenone	up	YBL081W
894	4OHAcetophenone	up	YIL054W
895	4OHAcetophenone	up	YGL136C
896	4OHAcetophenone	up	YJL046W
897	4OHAcetophenone	up	YNL229C
898	4OHAcetophenone	up	YOR001W
899	4OHAcetophenone	up	YNL070W
900	4OHAcetophenone	up	YGL149W
901	4OHAcetophenone	up	YPL157W
902	4OHAcetophenone	up	YER056C
903	4OHAcetophenone	up	YNL140C
904	4OHAcetophenone	up	YGR101W
905	4OHAcetophenone	up	YIL059C
906	4OHAcetophenone	up	YDR174W
907	4OHAcetophenone	up	YDR477W
908	4OHAcetophenone	up	YKL053C-A
909	4OHAcetophenone	up	YIR005W
910	4OHAcetophenone	up	YGL167C
911	4OHAcetophenone	up	YHR081W
912	4OHAcetophenone	up	YMR307W
913	4OHAcetophenone	up	YGR227W
914	4OHAcetophenone	up	YBL083C
915	4OHAcetophenone	up	YKR040C
916	4OHAcetophenone	up	YGL195W
917	4OHAcetophenone	up	YKL050C
918	4OHBenzaldehyde	up	YMR143W
919	4OHBenzaldehyde	up	YJL120W
920	4OHBenzaldehyde	up	YGL105W
921	4OHBenzaldehyde	up	YDR121W
922	4OHBenzaldehyde	up	YER092W
923	4OHBenzaldehyde	up	YPR123C
924	4OHBenzaldehyde	up	YMR307W
925	4OHBenzaldehyde	up	YBR115C
926	4OHBenzaldehyde	up	YIR033W
927	4OHBenzaldehyde	up	YGR184C
928	4OHBenzaldehyde	up	YBR200W
929	4OHBenzaldehyde	up	YHR018C
930	4OHBenzaldehyde	up	YKR051W
931	4OHBenzaldehyde	up	YML001W
932	4OHBenzaldehyde	up	YHR181W
933	4OHBenzaldehyde	up	YBR266C
934	4OHBenzaldehyde	up	YIL053W
935	4OHBenzaldehyde	up	YMR039C
936	4OHBenzaldehyde	up	YEL063C
937	4OHBenzaldehyde	up	YPL095C
938	4OHBenzaldehyde	up	YJL071W
939	4OHBenzaldehyde	up	YLL045C
940	4OHBenzaldehyde	up	YGR089W
941	4OHBenzaldehyde	up	YGL005C
942	4OHBenzaldehyde	up	YFL013C
943	4OHBenzaldehyde	up	YGR088W
944	4OHBenzaldehyde	up	YER011W
945	4OHBenzaldehyde	up	YKL124W
946	4OHBenzaldehyde	up	YER048C
947	4OHBenzaldehyde	up	YCR081W
948	4OHBenzaldehyde	up	YDL013W
949	4OHBenzaldehyde	up	YHR097C
950	4OHBenzaldehyde	up	YDR425W
951	4OHBenzaldehyde	up	YIL076W
952	4OHBenzaldehyde	up	YEL033W
953	4OHBenzaldehyde	up	YIL054W
954	4OHBenzaldehyde	up	YBR005W
955	4OHBenzaldehyde	up	YML103C
956	4OHBenzaldehyde	up	YER177W
957	4OHBenzaldehyde	up	YBR174C
958	4OHBenzaldehyde	up	YBL089W
959	4OHBenzaldehyde	up	YNL226W
960	4OHBenzaldehyde	up	YGL027C
961	4OHBenzaldehyde	up	YNL235C
962	4OHBenzaldehyde	up	YGL149W
963	4OHBenzaldehyde	up	YPL195W
964	4OHBenzaldehyde	up	YKR089C
965	4OHBenzaldehyde	up	YNL297C
966	4OHBenzaldehyde	up	YDR006C
967	4OHBenzaldehyde	up	YGR032W
968	4OHBenzaldehyde	up	YOR038C
969	4OHBenzaldehyde	up	YOR322C
970	4OHBenzaldehyde	up	YGL010W
971	4OHBenzaldehyde	up	YHR073W
972	4OHBenzaldehyde	up	YKL050C
973	4OHBenzaldehyde	up	YDR019C
974	4OHBenzaldehyde	up	YDR074W
975	4OHBenzaldehyde	up	YOR135C
976	4OHBenzaldehyde	up	YBR248C
977	4OHBenzaldehyde	up	YNR041C
978	4OHBenzaldehyde	up	YNR030W
979	4OHBenzaldehyde	up	YDR245W
980	4OHBenzaldehyde	up	YOR233W
981	4OHBenzaldehyde	up	YPL037C
982	4OHBenzaldehyde	up	YDR393W
983	4OHBenzaldehyde	up	YOR081C
984	4OHBenzaldehyde	up	YOL001W
985	4OHBenzaldehyde	up	YBR082C
986	4OHBenzaldehyde	up	YFL013W-A
987	4OHBenzaldehyde	up	YBL017C
988	4OHBenzaldehyde	up	YGL136C
989	4OHBenzaldehyde	up	YMR186W
990	4OHBenzaldehyde	up	YBR001C
991	4OHBenzaldehyde	up	YMR129W
992	4OHBenzaldehyde	up	YDR383C
993	4OHBenzaldehyde	up	YMR070W
994	4OHBenzaldehyde	up	YER056C
995	4OHBenzaldehyde	up	YOL050C
996	4OHBenzaldehyde	up	YDL082W
997	4OHBenzaldehyde	up	YML128C
998	4OHBenzaldehyde	up	YOL064C
999	4OHBenzaldehyde	up	YMR138W
1000	4OHBenzaldehyde	up	YJR140C
1001	4OHBenzaldehyde	up	YCR020C-A
1002	4OHBenzaldehyde	up	YHR082C
1003	4OHBenzaldehyde	up	YDL002C
1004	4OHBenzaldehyde	up	YNL242W
1005	4OHBenzaldehyde	up	YJR118C
1006	4OHBenzaldehyde	up	YPL062W
1007	4OHBenzaldehyde	up	YGR256W
1008	4OHBenzaldehyde	up	YHR180W
1009	4OHBenzaldehyde	up	YNL296W
1010	4OHBenzaldehyde	up	YBR162C
1011	4OHBenzaldehyde	up	YDR120C
1012	4OHBenzaldehyde	up	YBR210W
1013	4OHBenzaldehyde	up	YDR414C
1014	4OHBenzaldehyde	up	YDR459C
1015	4OHBenzaldehyde	up	YGR022C
1016	4OHBenzaldehyde	up	YLR061W
1017	4OHBenzoicAcid	up	YMR289W
1018	4OHBenzoicAcid	up	YER020W
1019	4OHBenzoicAcid	up	YIR038C
1020	4OHBenzoicAcid	up	YNL223W
1021	4OHBenzoicAcid	up	YIL020C
1022	4OHBenzoicAcid	up	YGL175C
1023	4OHBenzoicAcid	up	YHL028W
1024	4OHBenzoicAcid	up	YGL258W
1025	4OHBenzoicAcid	up	YLR286C
1026	4OHBenzoicAcid	up	YKR097W
1027	4OHBenzoicAcid	up	YKR003W
1028	4OHBenzoicAcid	up	YPR172W
1029	4OHBenzoicAcid	up	YMR310C
1030	4OHBenzoicAcid	up	YER097W
1031	4OHBenzoicAcid	up	YDR285W
1032	4OHBenzoicAcid	up	YMR031W-A
1033	4OHBenzoicAcid	up	YNL194C
1034	4OHBenzoicAcid	up	YMR307W
1035	4OHBenzoicAcid	up	YNL047C
1036	4OHBenzoicAcid	up	YNL278W
1037	4OHBenzoicAcid	up	YBR283C
1038	4OHBenzoicAcid	up	YBR297W
1039	4OHBenzoicAcid	up	YAR003W
1040	4OHBenzoicAcid	up	YKL103C
1041	4OHBenzoicAcid	up	YGR137W
1042	4OHBenzoicAcid	up	YKR011C
1043	4OHBenzoicAcid	up	YBR293W
1044	4OHBenzoicAcid	up	YKL211C
1045	4OHBenzoicAcid	up	YHR082C
1046	4OHBenzoicAcid	up	YHL040C
1047	4OHBenzoicAcid	up	YCR101C
1048	4OHBenzoicAcid	up	YDL191W
1049	4OHBenzoicAcid	up	YKL032C
1050	4OHBenzoicAcid	up	YCL027W
1051	4OHBenzoicAcid	up	YKL096W-A
1052	4OHBenzoicAcid	up	YNL196C
1053	4OHBenzoicAcid	up	YBR090C-A
1054	4OHBenzoicAcid	up	YEL008W
1055	4OHBenzoicAcid	up	YBR248C
1056	4OHBenzoicAcid	up	YPL244C
1057	4OHBenzoicAcid	up	YLR063W
1058	4OHBenzoicAcid	up	YNL334C
1059	4OHBenzoicAcid	up	YDL083C
1060	4OHBenzoicAcid	up	YGR149W
1061	4OHBenzoicAcid	up	YOL160W
1062	4OHBenzoicAcid	up	YGR123C
1063	4OHBenzoicAcid	up	YER066W
1064	4OHBenzoicAcid	up	YDL019C
1065	4OHBenzoicAcid	up	YBR118W
1066	4OHBenzoicAcid	up	YOR153W
1067	4OHBenzoicAcid	up	YIL028W
1068	4OHBenzoicAcid	up	YMR030W
1069	4OHBenzoicAcid	up	YGR133W
1070	4OHBenzoicAcid	up	YIR039C
1071	4OHBenzoicAcid	up	YML128C
1072	4OHBenzoicAcid	up	YOR018W
1073	4OHBenzoicAcid	up	YBR210W
1074	4OHBenzoicAcid	up	YJR053W
1075	4OHBenzoicAcid	up	YHR081W
1076	4OHBenzoicAcid	up	YGL004C
1077	4OHBenzoicAcid	up	YLR187W
1078	4OHBenzoicAcid	up	YCR007C
1079	4OHBenzoicAcid	up	YCR079W
1080	4OHBenzoicAcid	up	YKL216W
1081	4OHBenzoicAcid	up	YHR193C
1082	4OHBenzoicAcid	up	YKR066C
1083	4OHBenzoicAcid	up	YNL336W
1084	4OHBenzoicAcid	up	YIL057C
1085	4OHBenzoicAcid	up	YPL038W
1086	4OHBenzoicAcid	up	YDR309C
1087	4OHBenzoicAcid	up	YKL132C
1088	4OHBenzoicAcid	up	YLR057W
1089	4OHBenzoicAcid	up	YOL037C
1090	4OHBenzoicAcid	up	YPL057C
1091	4OHBenzoicAcid	up	YOR121C
1092	4OHBenzoicAcid	up	YMR068W
1093	4OHBenzoicAcid	up	YLR094C
1094	4OHBenzoicAcid	up	YBR056W
1095	4OHBenzoicAcid	up	YHR061C
1096	4OHBenzoicAcid	up	YOR186W
1097	4OHBenzoicAcid	up	YNL072W
1098	4OHBenzoicAcid	up	YML027W
1099	4OHBenzoicAcid	up	YHL036W
1100	4OHBenzoicAcid	up	YGR275W
1101	4OHBenzoicAcid	up	YGL031C
1102	4OHBenzoicAcid	up	YLL055W
1103	4OHBenzoicAcid	up	YBR084C-A
1104	4OHBenzoicAcid	up	YGR183C
1105	4OHBenzoicAcid	up	YMR181C
1106	4OHBenzoicAcid	up	YDR245W
1107	4OHBenzoicAcid	up	YCR062W
1108	4OHBenzoicAcid	up	YIL134W
1109	4OHBenzoicAcid	up	YGR044C
1110	4OHBenzoicAcid	up	YDR146C
1111	4OHBenzoicAcid	up	YGR042W
1112	4OHBenzoicAcid	up	YCR006C
1113	4OHBenzoicAcid	up	YIL153W
1114	4OHBenzoicAcid	up	YMR086W
1115	4OHBenzoicAcid	up	YMR326C
1116	4OHBenzoicAcid	up	YNL123W
1117	4OHBenzoicAcid	up	YBR130C
1118	4OHBenzoicAcid	up	YPR153W
1119	4OHBenzoicAcid	up	YPL018W
1120	4OHBenzoicAcid	up	YJR052W
1121	4OHBenzoicAcid	up	YDL240W
1122	4OHBenzoicAcid	up	YPL071C
1123	4OHBenzoicAcid	up	YPR117W
1124	4OHBenzoicAcid	up	YJL120W
1125	4OHBenzoicAcid	up	YOR338W
1126	4OHBenzoicAcid	up	YLR405W
1127	4OHBenzoicAcid	up	YML016C
1128	4OHBenzoicAcid	up	YOR350C
1129	4OHBenzoicAcid	up	YDL114W
1130	4OHBenzoicAcid	up	YGR136W
1131	4OHBenzoicAcid	up	YLR413W
1132	4OHBenzoicAcid	up	YKL168C
1133	4OHBenzoicAcid	up	YBL029W
1134	4OHBenzoicAcid	up	YKR064W
1135	4OHBenzoicAcid	up	YDL066W
1136	4OHBenzoicAcid	up	YHR140W
1137	4OHBenzoicAcid	up	YJL149W
1138	5HMF	up	YJL120W
1139	5HMF	up	YGL195W
1140	5HMF	up	YER178W
1141	5HMF	up	YFR009W
1142	5HMF	up	YER177W
1143	5HMF	up	YGL105W
1144	5HMF	up	YMR143W
1145	5HMF	up	YKR026C
1146	5HMF	up	YLR376C
1147	5HMF	up	YDR455C
1148	5HMF	up	YLR006C
1149	5HMF	up	YEL063C
1150	5HMF	up	YFL025C
1151	5HMF	up	YDR074W
1152	5HMF	up	YJL101C
1153	5HMF	up	YGL121C
1154	5HMF	up	YJL177W
1155	5HMF	up	YMR307W
1156	5HMF	up	YGL078C
1157	5HMF	up	YLR289W
1158	5HMF	up	YGR184C
1159	5HMF	up	YJL065C
1160	5HMF	up	YDR277C
1161	5HMF	up	YLR024C
1162	5HMF	up	YBR280C
1163	5HMF	up	YOR112W
1164	5HMF	up	YER048C
1165	5HMF	up	YDR445C
1166	5HMF	up	YHR123W
1167	5HMF	up	YGR100W
1168	5HMF	up	YOL138C
1169	5HMF	up	YNL242W
1170	5HMF	up	YML033W
1171	5HMF	up	YIL155C
1172	5HMF	up	YLR285W
1173	5HMF	up	YDR108W
1174	5HMF	up	YGR125W
1175	5HMF	up	YGR003W
1176	5HMF	up	YBR275C
1177	5HMF	up	YLR238W
1178	5HMF	up	YDR491C
1179	5HMF	up	YJR014W
1180	5HMF	up	YGL084C
1181	5HMF	up	YOR182C
1182	5HMF	up	YOR165W
1183	5HMF	up	YLR371W
1184	5HMF	up	YGR028W
1185	5HMF	up	YGR228W
1186	5HMF	up	YPR123C
1187	5HMF	up	YJR150C
1188	5HMF	up	YPR119W
1189	5HMF	up	YKR082W
1190	5HMF	up	YGL164C
1191	5HMF	up	YML121W
1192	5HMF	up	YOR230W
1193	5HMF	up	YCL029C
1194	5HMF	up	YGL261C
1195	5HMF	up	YDL035C
1196	5HMF	up	YBR214W
1197	5HMF	up	YOL001W
1198	5HMF	up	YDR071C
1199	5HMF	up	YCR086W
1200	5HMF	up	YER092W
1201	5HMF	up	YDR159W
1202	5HMF	up	YPL164C
1203	5HMF	up	YAL010C
1204	5HMF	up	YDR475C
1205	5HMF	up	YOR367W
1206	5HMF	up	YCR044C
1207	5HMF	up	YOR233W
1208	5HMF	up	YER056C
1209	5HMF	up	YDR146C
1210	5HMF	up	YDR441C
1211	5HMF	up	YOL112W
1212	5HMF	up	YJR140C
1213	5HMF	up	YER130C
1214	5HMF	up	YKL093W
1215	5HMF	up	YPR150W
1216	5HMF	up	YBR048W
1217	5HMF	up	YNR032C-A
1218	5HMF	up	YOR144C
1219	5HMF	up	YMR021C
1220	5HMF	up	YPL158C
1221	5HMF	up	YNL140C
1222	5HMF	up	YER016W
1223	5HMF	up	YIL090W
1224	5HMF	up	YER059W
1225	5HMF	up	YLR102C
1226	5HMF	up	YKL046C
1227	5HMF	up	YHR210C
1228	5HMF	up	YKR034W
1229	5HMF	up	YDL197C
1230	5HMF	up	YOR067C
1231	5HMF	up	YPL223C
1232	5HMF	up	YOR140W
1233	5HMF	up	YOR298C-A
1234	5HMF	up	YGL202W
1235	5HMF	up	YLL049W
1236	5HMF	up	YBL081W
1237	5HMF	up	YBR016W
1238	5HMF	up	YML071C
1239	5HMF	up	YHR112C
1240	5HMF	up	YGL219C
1241	5HMF	up	YDR474C
1242	5HMF	up	YOR189W
1243	5HMF	up	YML102W
1244	5HMF	up	YLR334C
1245	5HMF	up	YOR019W
1246	5HMF	up	YMR289W
1247	Acetamide	up	YAL023C
1248	Acetamide	up	YKR057W
1249	Acetamide	up	YJR087W
1250	Acetamide	up	YER129W
1251	Acetamide	up	YGL027C
1252	Acetamide	up	YOL013W-A
1253	Acetamide	up	YOL061W
1254	Acetamide	up	YML066C
1255	Acetamide	up	YKR048C
1256	Acetamide	up	YNL120C
1257	Acetamide	up	YJL119C
1258	Acetamide	up	YGR263C
1259	Acetamide	up	YCR059C
1260	Acetamide	up	YPL066W
1261	Acetamide	up	YNL167C
1262	Acetamide	up	YLR425W
1263	Acetamide	up	YNL119W
1264	Acetamide	up	YKL081W
1265	Acetamide	up	YGR019W
1266	Acetamide	up	YGR015C
1267	Acetamide	up	YDL142C
1268	Acetamide	up	YDR326C
1269	Acetamide	up	YPL227C
1270	Acetamide	up	YPL154C
1271	Acetamide	up	YBR007C
1272	Acetamide	up	YMR022W
1273	Acetamide	up	YML028W
1274	Acetamide	up	YIL007C
1275	Acetamide	up	YMR099C
1276	Acetamide	up	YJL165C
1277	Acetamide	up	YOL062C
1278	Acetamide	up	YOR058C
1279	Acetamide	up	YGR200C
1280	Acetamide	up	YJR038C
1281	Acetamide	up	YKR009C
1282	Acetamide	up	YMR144W
1283	Acetamide	up	YGR225W
1284	Acetamide	up	YAR028W
1285	Acetamide	up	YIR033W
1286	Acetamide	up	YDR019C
1287	Acetamide	up	YCL064C
1288	Acetamide	up	YOR035C
1289	Acetamide	up	YJR118C
1290	Acetamide	up	YOR011W
1291	Acetamide	up	YPL102C
1292	Acetamide	up	YDL083C
1293	Acetamide	up	YOR325W
1294	Acetamide	up	YKL039W
1295	Acetamide	up	YOR054C
1296	Acetamide	up	YGR170W
1297	Acetamide	up	YBR010W
1298	Acetamide	up	YPR098C
1299	Acetamide	up	YLL042C
1300	Acetamide	up	YOR012W
1301	Acetamide	up	YNL208W
1302	Acetamide	up	YOL070C
1303	Acetamide	up	YOL039W
1304	Acetamide	up	YDL122W
1305	Acetamide	up	YNL206C
1306	Acetamide	up	YMR016C
1307	Acetamide	up	YGR130C
1308	Acetamide	up	YML033W
1309	Acetamide	up	YKR024C
1310	Acetamide	up	YKR014C
1311	Acetamide	up	YDR477W
1312	Acetamide	up	YML012W
1313	Acetamide	up	YDR244W
1314	Acetamide	up	YER090W
1315	Acetamide	up	YOL052C
1316	Acetamide	up	YNL322C
1317	Acetamide	up	YBR025C
1318	Acetamide	up	YGL015C
1319	Acetamide	up	YLR227C
1320	Acetamide	up	YMR021C
1321	Acetamide	up	YOR243C
1322	Acetamide	up	YLL047W
1323	Acetamide	up	YOR002W
1324	Acetamide	up	YKL057C
1325	Acetamide	up	YKL020C
1326	Acetamide	up	YHR210C
1327	Acetamide	up	YGR089W
1328	Acetamide	up	YDR006C
1329	Acetamide	up	YOR144C
1330	Acetamide	up	YIL094C
1331	Acetamide	up	YML017W
1332	Acetamide	up	YMR063W
1333	Acetamide	up	YCL069W
1334	Acetamide	up	YIL148W
1335	Acetamide	up	YGR071C
1336	Acetamide	up	YPL184C
1337	Acetamide	up	YLR380W
1338	Acetamide	up	YBL072C
1339	Acetamide	up	YOR112W
1340	Acetamide	up	YGL062W
1341	Acetamide	up	YDL059C
1342	Acetamide	up	YBL078C
1343	Acetamide	up	YPL072W
1344	Acetamide	up	YOR039W
1345	Acetamide	up	YNL162W
1346	Acetamide	up	YBR128C
1347	Acetamide	up	YGL084C
1348	Acetamide	up	YPL158C
1349	Acetamide	up	YOR382W
1350	Acetamide	up	YMR060C
1351	Acetamide	up	YHR143W
1352	Acetamide	up	YGL085W
1353	Acetamide	up	YKR034W
1354	Acetamide	up	YPR151C
1355	Acetamide	up	YMR054W
1356	Acetamide	up	YER011W
1357	Acetamide	up	YKR045C
1358	Acetamide	up	YPL053C
1359	Acetamide	up	YGL124C
1360	Acetamide	up	YKL048C
1361	Acetamide	up	YFR010W
1362	Acetamide	up	YDR290W
1363	Acetamide	up	YNL169C
1364	Acetamide	up	YJR054W
1365	Acetamide	up	YDR372C
1366	Acetamide	up	YKL046C
1367	Acetamide	up	YOR019W
1368	Acetamide	up	YGR085C
1369	Acetamide	up	YDR265W
1370	Acetamide	up	YGL164C
1371	Acetamide	up	YPL125W
1372	Acetamide	up	YOR062C
1373	Acetamide	up	YOR005C
1374	Acetamide	up	YGL115W
1375	Acetamide	up	YBR077C
1376	Acetamide	up	YLR337C
1377	Acetamide	up	YER161C
1378	Acetamide	up	YOR189W
1379	AcetoSyringone	up	YGL136C
1380	AcetoSyringone	up	YDR126W
1381	AcetoSyringone	up	YGR089W
1382	AcetoSyringone	up	YPL095C
1383	AcetoSyringone	up	YLR239C
1384	AcetoSyringone	up	YGL007W
1385	AcetoSyringone	up	YKL124W
1386	AcetoSyringone	up	YER108C
1387	AcetoSyringone	up	YGL105W
1388	AcetoSyringone	up	YIL020C
1389	AcetoSyringone	up	YGR023W
1390	AcetoSyringone	up	YDR006C
1391	AcetoSyringone	up	YMR143W
1392	AcetoSyringone	up	YEL063C
1393	AcetoSyringone	up	YBR115C
1394	AcetoSyringone	up	YDL077C
1395	AcetoSyringone	up	YNR041C
1396	AcetoSyringone	up	YBL003C
1397	AcetoSyringone	up	YBL009W
1398	AcetoSyringone	up	YBR005W
1399	AcetoSyringone	up	YER092W
1400	AcetoSyringone	up	YOR163W
1401	AcetoSyringone	up	YMR039C
1402	AcetoSyringone	up	YHR018C
1403	AcetoSyringone	up	YGR101W
1404	AcetoSyringone	up	YNL215W
1405	AcetoSyringone	up	YGR032W
1406	AcetoSyringone	up	YDR393W
1407	AcetoSyringone	up	YOR309C
1408	AcetoSyringone	up	YGL027C
1409	AcetoSyringone	up	YDL013W
1410	AcetoSyringone	up	YIL094C
