Inhibitor	Significant_up_deletions	Significant_down_deletions
1	5HMF	YJL120W	NA
2	5HMF	YGL195W	NA
3	5HMF	YER178W	NA
4	5HMF	YFR009W	NA
5	5HMF	YER177W	NA
6	5HMF	YGL105W	NA
7	5HMF	YMR143W	NA
8	5HMF	YKR026C	NA
9	5HMF	YLR376C	NA
10	5HMF	YDR455C	NA
11	5HMF	YLR006C	NA
12	5HMF	YEL063C	NA
13	5HMF	YFL025C	NA
14	5HMF	YDR074W	NA
15	5HMF	YJL101C	NA
16	5HMF	YGL121C	NA
17	5HMF	YJL177W	NA
18	5HMF	YMR307W	NA
19	5HMF	YGL078C	NA
20	5HMF	YLR289W	NA
21	5HMF	YGR184C	NA
22	5HMF	YJL065C	NA
23	5HMF	YDR277C	NA
24	5HMF	YLR024C	NA
25	5HMF	YBR280C	NA
26	5HMF	YOR112W	NA
27	5HMF	YER048C	NA
28	5HMF	YDR445C	NA
29	5HMF	YHR123W	NA
30	5HMF	YGR100W	NA
31	5HMF	YOL138C	NA
32	5HMF	YNL242W	NA
33	5HMF	YML033W	NA
34	5HMF	YIL155C	NA
35	5HMF	YLR285W	NA
36	5HMF	YDR108W	NA
37	5HMF	YGR125W	NA
38	5HMF	YGR003W	NA
39	5HMF	YBR275C	NA
40	5HMF	YLR238W	NA
41	5HMF	YDR491C	NA
42	5HMF	YJR014W	NA
43	5HMF	YGL084C	NA
44	5HMF	YOR182C	NA
45	5HMF	YOR165W	NA
46	5HMF	YLR371W	NA
47	5HMF	YGR028W	NA
48	5HMF	YGR228W	NA
49	5HMF	YPR123C	NA
50	5HMF	YJR150C	NA
51	5HMF	YPR119W	NA
52	5HMF	YKR082W	NA
53	5HMF	YGL164C	NA
54	5HMF	YML121W	NA
55	5HMF	YOR230W	NA
56	5HMF	YCL029C	NA
57	5HMF	YGL261C	NA
58	5HMF	YDL035C	NA
59	5HMF	YBR214W	NA
60	5HMF	YOL001W	NA
61	5HMF	YDR071C	NA
62	5HMF	YCR086W	NA
63	5HMF	YER092W	NA
64	5HMF	YDR159W	NA
65	5HMF	YPL164C	NA
66	5HMF	YAL010C	NA
67	5HMF	YDR475C	NA
68	5HMF	YOR367W	NA
69	5HMF	YCR044C	NA
70	5HMF	YOR233W	NA
71	5HMF	YER056C	NA
72	5HMF	YDR146C	NA
73	5HMF	YDR441C	NA
74	5HMF	YOL112W	NA
75	5HMF	YJR140C	NA
76	5HMF	YER130C	NA
77	5HMF	YKL093W	NA
78	5HMF	YPR150W	NA
79	5HMF	YBR048W	NA
80	5HMF	YNR032C-A	NA
81	5HMF	YOR144C	NA
82	5HMF	YMR021C	NA
83	5HMF	YPL158C	NA
84	5HMF	YNL140C	NA
85	5HMF	YER016W	NA
86	5HMF	YIL090W	NA
87	5HMF	YER059W	NA
88	5HMF	YLR102C	NA
89	5HMF	YKL046C	NA
90	5HMF	YHR210C	NA
91	5HMF	YKR034W	NA
92	5HMF	YDL197C	NA
93	5HMF	YOR067C	NA
94	5HMF	YPL223C	NA
95	5HMF	YOR140W	NA
96	5HMF	YOR298C-A	NA
97	5HMF	YGL202W	NA
98	5HMF	YLL049W	NA
99	5HMF	YBL081W	NA
100	5HMF	YBR016W	NA
101	5HMF	YML071C	NA
102	5HMF	YHR112C	NA
103	5HMF	YGL219C	NA
104	5HMF	YDR474C	NA
105	5HMF	YOR189W	NA
106	5HMF	YML102W	NA
107	5HMF	YLR334C	NA
108	5HMF	YOR019W	NA
109	5HMF	YMR289W	NA
