Inhibitor	Significant_up_deletions	Significant_down_deletions
1	EtOH	YMR276W	NA
2	EtOH	YCR053W	NA
3	EtOH	YDR378C	NA
4	EtOH	YER132C	NA
5	EtOH	YPL039W	NA
6	EtOH	YLL045C	NA
7	EtOH	YNR024W	NA
8	EtOH	YGL257C	NA
9	EtOH	YOL045W	NA
10	EtOH	YIL133C	NA
11	EtOH	YBR128C	NA
12	EtOH	YLR061W	NA
13	EtOH	YDR530C	NA
14	EtOH	YGR288W	NA
15	EtOH	YOR025W	NA
16	EtOH	YHR093W	NA
17	EtOH	YOL075C	NA
18	EtOH	YDL215C	NA
19	EtOH	YGL078C	NA
20	EtOH	YFL051C	NA
21	EtOH	YFR044C	NA
22	EtOH	YGR213C	NA
23	EtOH	YOR367W	NA
24	EtOH	YBR270C	NA
25	EtOH	YLR089C	NA
26	EtOH	YMR039C	NA
27	EtOH	YBR280C	NA
28	EtOH	YDR539W	NA
29	EtOH	YDL089W	NA
30	EtOH	YCR022C	NA
31	EtOH	YMR085W	NA
32	EtOH	YER075C	NA
33	EtOH	YJL177W	NA
34	EtOH	YPR115W	NA
35	EtOH	YAL004W	NA
36	EtOH	YML010C-B	NA
37	EtOH	YKL162C	NA
38	EtOH	YIL088C	NA
39	EtOH	YPL216W	NA
40	EtOH	YNL180C	NA
41	EtOH	YBR262C	NA
42	EtOH	YLL015W	NA
43	EtOH	YER046W	NA
44	EtOH	YPL009C	NA
45	EtOH	YBR266C	NA
46	EtOH	YKL092C	NA
47	EtOH	YKL090W	NA
48	EtOH	YFR041C	NA
49	EtOH	YCL074W	NA
50	EtOH	YDR480W	NA
51	EtOH	YFR012W	NA
52	EtOH	YPL181W	NA
53	EtOH	YJL077C	NA
54	EtOH	YCR086W	NA
55	EtOH	YAL020C	NA
56	EtOH	YKR041W	NA
57	EtOH	YBR095C	NA
58	EtOH	YOL050C	NA
59	EtOH	YMR159C	NA
60	EtOH	YML052W	NA
61	EtOH	YMR222C	NA
62	EtOH	YOR368W	NA
63	EtOH	YER163C	NA
64	EtOH	YAL005C	NA
65	EtOH	YEL033W	NA
66	EtOH	YER063W	NA
67	EtOH	YFR009W	NA
68	EtOH	YLR451W	NA
69	EtOH	YHR014W	NA
70	EtOH	YNL200C	NA
71	EtOH	YOL138C	NA
72	EtOH	YGL121C	NA
73	EtOH	YPL213W	NA
