Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Isobutanol	YMR216C	NA
2	Isobutanol	YML103C	NA
3	Isobutanol	YOL050C	NA
4	Isobutanol	YBR291C	NA
5	Isobutanol	YJL120W	NA
6	Isobutanol	YLL045C	NA
7	Isobutanol	YML128C	NA
8	Isobutanol	YDR508C	NA
9	Isobutanol	YPL226W	NA
10	Isobutanol	YNR040W	NA
11	Isobutanol	YNL297C	NA
12	Isobutanol	YMR070W	NA
13	Isobutanol	YNL147W	NA
14	Isobutanol	YHR158C	NA
15	Isobutanol	YGR214W	NA
16	Isobutanol	YEL065W	NA
17	Isobutanol	YHL020C	NA
18	Isobutanol	YDR395W	NA
19	Isobutanol	YER020W	NA
20	Isobutanol	YNL235C	NA
21	Isobutanol	YHR004C	NA
22	Isobutanol	YMR039C	NA
23	Isobutanol	YKR012C	NA
24	Isobutanol	YPL192C	NA
25	Isobutanol	YDL229W	NA
26	Isobutanol	YJR005W	NA
27	Isobutanol	YIL128W	NA
28	Isobutanol	YNL226W	NA
29	Isobutanol	YGL170C	NA
30	Isobutanol	YLR380W	NA
31	Isobutanol	YPR122W	NA
32	Isobutanol	YKR019C	NA
33	Isobutanol	YDL154W	NA
34	Isobutanol	YMR179W	NA
35	Isobutanol	YLL013C	NA
36	Isobutanol	YOR359W	NA
37	Isobutanol	YNL183C	NA
38	Isobutanol	YJL186W	NA
39	Isobutanol	YBL048W	NA
40	Isobutanol	YHR057C	NA
41	Isobutanol	YDR121W	NA
42	Isobutanol	YMR279C	NA
43	Isobutanol	YBR292C	NA
44	Isobutanol	YBL079W	NA
45	Isobutanol	YLR388W	NA
46	Isobutanol	YDL187C	NA
47	Isobutanol	YOL106W	NA
48	Isobutanol	YOR247W	NA
49	Isobutanol	YPL179W	NA
50	Isobutanol	YNL053W	NA
51	Isobutanol	YEL017C-A	NA
52	Isobutanol	YLL024C	NA
53	Isobutanol	YPR173C	NA
54	Isobutanol	YBL072C	NA
55	Isobutanol	YIL006W	NA
56	Isobutanol	YPR191W	NA
57	Isobutanol	YKL151C	NA
58	Isobutanol	YJL044C	NA
59	Isobutanol	YDL156W	NA
60	Isobutanol	YKL100C	NA
61	Isobutanol	YOL047C	NA
62	Isobutanol	YGR276C	NA
63	Isobutanol	YHR001W-A	NA
64	Isobutanol	YNR015W	NA
65	Isobutanol	YJR152W	NA
66	Isobutanol	YLL040C	NA
67	Isobutanol	YDL083C	NA
68	Isobutanol	YOL089C	NA
69	Isobutanol	YOR006C	NA
70	Isobutanol	YNL322C	NA
71	Isobutanol	YML107C	NA
72	Isobutanol	YOR365C	NA
73	Isobutanol	YLL041C	NA
74	Isobutanol	YMR055C	NA
75	Isobutanol	YOL008W	NA
76	Isobutanol	YER056C	NA
77	Isobutanol	YBL067C	NA
78	Isobutanol	YLL016W	NA
79	Isobutanol	YMR194W	NA
80	Isobutanol	YGR273C	NA
81	Isobutanol	YBR277C	NA
82	Isobutanol	YHR162W	NA
83	Isobutanol	YEL016C	NA
84	Isobutanol	YNR007C	NA
85	Isobutanol	YDR320C	NA
86	Isobutanol	YNL003C	NA
87	Isobutanol	YBL107C	NA
88	Isobutanol	YMR161W	NA
89	Isobutanol	YDR509W	NA
90	Isobutanol	YBR031W	NA
91	Isobutanol	YDL048C	NA
92	Isobutanol	YBL101C	NA
93	Isobutanol	YGR238C	NA
94	Isobutanol	YBR301W	NA
95	Isobutanol	YHR081W	NA
96	Isobutanol	YKR092C	NA
97	Isobutanol	YLR341W	NA
98	Isobutanol	YBL003C	NA
99	Isobutanol	YDR349C	NA
100	Isobutanol	YBR281C	NA
101	Isobutanol	YPR141C	NA
102	Isobutanol	YIL009W	NA
103	Isobutanol	YKR105C	NA
104	Isobutanol	YGL126W	NA
105	Isobutanol	YLL038C	NA
106	Isobutanol	YNR031C	NA
107	Isobutanol	YBR204C	NA
108	Isobutanol	YML100W-A	NA
