Inhibitor	Significant_up_deletions	Significant_down_deletions
1	CV	YDR005C	NA
2	CV	YNL192W	NA
3	CV	YOL108C	NA
4	CV	YOL029C	NA
5	CV	YDL002C	NA
6	CV	YOL009C	NA
7	CV	YBR113W	NA
8	CV	YML071C	NA
9	CV	YDR455C	NA
10	CV	YHL031C	NA
11	CV	YOL129W	NA
12	CV	YBL007C	NA
13	CV	YOR125C	NA
14	CV	YMR216C	NA
15	CV	YDR395W	NA
16	CV	YJR059W	NA
17	CV	YBR082C	NA
18	CV	YGL004C	NA
19	CV	YPL120W	NA
20	CV	YLR407W	NA
21	CV	YML001W	NA
22	CV	YDR019C	NA
23	CV	YBR164C	NA
24	CV	YDL001W	NA
25	CV	YJL204C	NA
26	CV	YPL074W	NA
27	CV	YLR207W	NA
28	CV	YGL010W	NA
29	CV	YBL005W	NA
30	CV	YBR200W	NA
31	CV	YGL017W	NA
32	CV	YBR248C	NA
33	CV	YBR162W-A	NA
34	CV	YDR276C	NA
35	CV	YDL006W	NA
36	CV	YGR032W	NA
37	CV	YNL297C	NA
38	CV	YNL003C	NA
39	CV	YOR221C	NA
40	CV	YDR004W	NA
41	CV	YJL046W	NA
42	CV	YDL012C	NA
43	CV	YGR101W	NA
44	CV	YCR028C-A	NA
45	CV	YGL136C	NA
46	CV	YNL081C	NA
47	CV	YDR126W	NA
48	CV	YDR011W	NA
49	CV	YGL009C	NA
50	CV	YPL178W	NA
51	CV	YGR022C	NA
52	CV	YDR033W	NA
53	CV	YJR090C	NA
54	CV	YDR393W	NA
55	CV	YML097C	NA
56	CV	YDR007W	NA
57	CV	YDL077C	NA
58	CV	YDR006C	NA
59	CV	YBR009C	NA
60	CV	YPL161C	NA
61	CV	YLR350W	NA
62	CV	YIL094C	NA
63	CV	YER108C	NA
64	CV	YGL005C	NA
65	CV	YDR026C	NA
66	CV	YLR239C	NA
67	CV	YGL167C	NA
68	CV	YLR056W	NA
69	CV	YOL095C	NA
70	CV	YIL020C	NA
71	CV	YBR266C	NA
72	CV	YHR018C	NA
73	CV	YOR069W	NA
74	CV	YGR023W	NA
75	CV	YOR309C	NA
76	CV	YGL154C	NA
77	CV	YKL124W	NA
78	CV	YDL013W	NA
79	CV	YBL003C	NA
80	CV	YOR068C	NA
81	CV	YBL009W	NA
82	CV	YPR123C	NA
83	CV	YJL071W	NA
84	CV	YBR036C	NA
85	CV	YPL172C	NA
86	CV	YNR041C	NA
87	CV	YDR024W	NA
88	CV	YNL299W	NA
89	CV	YBR005W	NA
90	CV	YPR173C	NA
91	CV	YPL095C	NA
92	CV	YLR420W	NA
93	CV	YPR191W	NA
94	CV	YNL273W	NA
95	CV	YCR071C	NA
96	CV	YGR089W	NA
97	CV	YLL040C	NA
98	CV	YMR143W	NA
99	CV	YBR115C	NA
100	CV	YMR256C	NA
101	CV	YER091C	NA
102	CV	YLR360W	NA
103	CV	YGL105W	NA
104	CV	YML121W	NA
105	CV	YJL038C	NA
106	CV	YBL017C	NA
107	CV	YOL089C	NA
108	CV	YDR293C	NA
109	CV	YOR247W	NA
110	CV	YJL130C	NA
111	CV	YDR049W	NA
112	CV	YOR131C	NA
113	CV	YOR363C	NA
114	CV	YDR252W	NA
115	CV	YBR001C	NA
116	CV	YEL065W	NA
117	CV	YBR007C	NA
118	CV	YFL013C	NA
119	CV	YBR151W	NA
120	CV	YBR095C	NA
121	CV	YCR034W	NA
122	CV	YGL007W	NA
123	CV	YOR163W	NA
124	CV	YER092W	NA
125	CV	YDR222W	NA
126	CV	YOR061W	NA
127	CV	YJL004C	NA
128	CV	YBL089W	NA
129	CV	YLR261C	NA
130	CV	YPR097W	NA
131	CV	YDR108W	NA
132	CV	YLR039C	NA
133	CV	YPL112C	NA
134	CV	YDL020C	NA
135	CV	YOL035C	NA
136	CV	YDR022C	NA
137	CV	YDR503C	NA
138	CV	YEL043W	NA
139	CV	YKL077W	NA
140	CV	YHR134W	NA
141	CV	YDR297W	NA
142	CV	YOR216C	NA
143	CV	YIL076W	NA
144	CV	YOR089C	NA
145	CV	YBL027W	NA
146	CV	YPL051W	NA
147	CV	YKL106W	NA
148	CV	YLR048W	NA
149	CV	YDL078C	NA
150	CV	YKL001C	NA
151	CV	YMR162C	NA
152	CV	YLR357W	NA
153	CV	YPL057C	NA
154	CV	YER019W	NA
155	CV	YHR081W	NA
156	CV	YEL063C	NA
157	CV	YGL087C	NA
158	CV	YFR024C-A	NA
159	CV	YGR266W	NA
160	CV	YML012W	NA
161	CV	YOL112W	NA
162	CV	YCR009C	NA
163	CV	YMR205C	NA
164	CV	YNL092W	NA
165	CV	YDR001C	NA
166	CV	YKL216W	NA
167	CV	YLL025W	NA
168	CV	YNL296W	NA
169	CV	YGL124C	NA
170	CV	YLR238W	NA
171	CV	YBR016W	NA
172	CV	YMR029C	NA
173	CV	YOR307C	NA
174	CV	YOL092W	NA
175	CV	YLR278C	NA
176	CV	YBL072C	NA
177	CV	YDL155W	NA
178	CV	YMR140W	NA
179	CV	YOR293W	NA
180	CV	YCR088W	NA
181	CV	YKR105C	NA
182	CV	YLR049C	NA
183	CV	YLR047C	NA
184	CV	YOL083W	NA
185	CV	YBL054W	NA
186	CV	YPL090C	NA
187	CV	YBR294W	NA
188	CV	YKL110C	NA
189	CV	YOR047C	NA
190	CV	YER083C	NA
191	CV	YDR083W	NA
192	CV	YML051W	NA
193	CV	YGL117W	NA
194	CV	YMR193C-A	NA
195	CV	YGR016W	NA
196	CV	YGR224W	NA
197	CV	YBR059C	NA
198	CV	YDL011C	NA
199	CV	YIL056W	NA
200	CV	YMR167W	NA
201	CV	YGR058W	NA
202	CV	YLR337C	NA
203	CV	YNL279W	NA
204	CV	YLR338W	NA
205	CV	YBR258C	NA
206	CV	YIL010W	NA
207	CV	YCR043C	NA
208	CV	YDR486C	NA
209	CV	YHR095W	NA
210	CV	YDL051W	NA
