Inhibitor	Significant_up_deletions	Significant_down_deletions
1	VanillicAcid	YML001W	NA
2	VanillicAcid	YBR115C	NA
3	VanillicAcid	YBR266C	NA
4	VanillicAcid	YJL071W	NA
5	VanillicAcid	YPR191W	NA
6	VanillicAcid	YHR018C	NA
7	VanillicAcid	YPR173C	NA
8	VanillicAcid	YIL020C	NA
9	VanillicAcid	YDR393W	NA
10	VanillicAcid	YDR007W	NA
11	VanillicAcid	YGR101W	NA
12	VanillicAcid	YER090W	NA
13	VanillicAcid	YBR005W	NA
14	VanillicAcid	YIL094C	NA
15	VanillicAcid	YOL095C	NA
16	VanillicAcid	YGR022C	NA
17	VanillicAcid	YGL105W	NA
18	VanillicAcid	YDR006C	NA
19	VanillicAcid	YCR028C-A	NA
20	VanillicAcid	YDL006W	NA
21	VanillicAcid	YBR275C	NA
22	VanillicAcid	YGR032W	NA
23	VanillicAcid	YGL010W	NA
24	VanillicAcid	YDL013W	NA
25	VanillicAcid	YGL005C	NA
26	VanillicAcid	YNL081C	NA
27	VanillicAcid	YNR041C	NA
28	VanillicAcid	YPL178W	NA
29	VanillicAcid	YDR004W	NA
30	VanillicAcid	YDR019C	NA
31	VanillicAcid	YJL046W	NA
32	VanillicAcid	YDL002C	NA
33	VanillicAcid	YDL188C	NA
34	VanillicAcid	YER080W	NA
35	VanillicAcid	YCR071C	NA
36	VanillicAcid	YLR239C	NA
37	VanillicAcid	YDL001W	NA
38	VanillicAcid	YMR143W	NA
39	VanillicAcid	YKR101W	NA
40	VanillicAcid	YDL012C	NA
41	VanillicAcid	YNL273W	NA
42	VanillicAcid	YNL003C	NA
43	VanillicAcid	YJL210W	NA
44	VanillicAcid	YLL045C	NA
45	VanillicAcid	YOR349W	NA
46	VanillicAcid	YMR264W	NA
47	VanillicAcid	YBL051C	NA
48	VanillicAcid	YBR248C	NA
49	VanillicAcid	YKL124W	NA
50	VanillicAcid	YIL053W	NA
51	VanillicAcid	YLR315W	NA
52	VanillicAcid	YOL105C	NA
53	VanillicAcid	YKL032C	NA
54	VanillicAcid	YBR083W	NA
55	VanillicAcid	YGL154C	NA
56	VanillicAcid	YOR038C	NA
57	VanillicAcid	YGL175C	NA
58	VanillicAcid	YOL103W	NA
59	VanillicAcid	YNL147W	NA
60	VanillicAcid	YGL009C	NA
61	VanillicAcid	YJL177W	NA
62	VanillicAcid	YOL152W	NA
63	VanillicAcid	YGL216W	NA
64	VanillicAcid	YBR145W	NA
65	VanillicAcid	YLR420W	NA
66	VanillicAcid	YBR250W	NA
67	VanillicAcid	YGR040W	NA
68	VanillicAcid	YGR250C	NA
69	VanillicAcid	YGL152C	NA
70	VanillicAcid	YIL168W	NA
71	VanillicAcid	YER092W	NA
72	VanillicAcid	YHR075C	NA
73	VanillicAcid	YGR182C	NA
74	VanillicAcid	YOR125C	NA
75	VanillicAcid	YOR221C	NA
76	VanillicAcid	YKL139W	NA
77	VanillicAcid	YIL133C	NA
78	VanillicAcid	YNL226W	NA
79	VanillicAcid	YKL185W	NA
80	VanillicAcid	YMR269W	NA
81	VanillicAcid	YJR094W-A	NA
82	VanillicAcid	YDR121W	NA
83	VanillicAcid	YPR184W	NA
84	VanillicAcid	YBR255W	NA
85	VanillicAcid	YKR093W	NA
86	VanillicAcid	YCR048W	NA
87	VanillicAcid	YOL045W	NA
88	VanillicAcid	YDR395W	NA
89	VanillicAcid	YGL117W	NA
90	VanillicAcid	YGR088W	NA
91	VanillicAcid	YOL101C	NA
92	VanillicAcid	YBL005W	NA
93	VanillicAcid	YBL087C	NA
94	VanillicAcid	YDR276C	NA
95	VanillicAcid	YOL141W	NA
96	VanillicAcid	YBR287W	NA
97	VanillicAcid	YGR016W	NA
98	VanillicAcid	YOR251C	NA
99	VanillicAcid	YEL061C	NA
100	VanillicAcid	YDL011C	NA
101	VanillicAcid	YOR309C	NA
102	VanillicAcid	YPL154C	NA
103	VanillicAcid	YPR196W	NA
104	VanillicAcid	YDR378C	NA
105	VanillicAcid	YMR312W	NA
106	VanillicAcid	YML129C	NA
107	VanillicAcid	YLR435W	NA
108	VanillicAcid	YOR367W	NA
109	VanillicAcid	YLL046C	NA
110	VanillicAcid	YHR151C	NA
111	VanillicAcid	YJL164C	NA
112	VanillicAcid	YJL065C	NA
113	VanillicAcid	YDL134C	NA
114	VanillicAcid	YKR104W	NA
115	VanillicAcid	YEL063C	NA
116	VanillicAcid	YBL081W	NA
117	VanillicAcid	YHL021C	NA
118	VanillicAcid	YMR275C	NA
119	VanillicAcid	YLR432W	NA
120	VanillicAcid	YML060W	NA
121	VanillicAcid	YBL024W	NA
122	VanillicAcid	YOR363C	NA
123	VanillicAcid	YHR021C	NA
124	VanillicAcid	YHR137W	NA
125	VanillicAcid	YKL033W-A	NA
126	VanillicAcid	YKR058W	NA
127	VanillicAcid	YMR176W	NA
128	VanillicAcid	YMR022W	NA
129	VanillicAcid	YDL241W	NA
130	VanillicAcid	YDL082W	NA
131	VanillicAcid	YOR189W	NA
132	VanillicAcid	YFL013C	NA
133	VanillicAcid	YMR172W	NA
134	VanillicAcid	YIL065C	NA
135	VanillicAcid	YHR080C	NA
136	VanillicAcid	YHR114W	NA
137	VanillicAcid	YNL094W	NA
138	VanillicAcid	YOL093W	NA
139	VanillicAcid	YGL078C	NA
140	VanillicAcid	YJL055W	NA
141	VanillicAcid	YIL030C	NA
142	VanillicAcid	YNR066C	NA
143	VanillicAcid	YOL052C	NA
144	VanillicAcid	YOR376W	NA
145	VanillicAcid	YBR294W	NA
146	VanillicAcid	YNL171C	NA
147	VanillicAcid	YER084W	NA
148	VanillicAcid	YGL257C	NA
149	VanillicAcid	YMR163C	NA
150	VanillicAcid	YGL147C	NA
151	VanillicAcid	YLR017W	NA
152	VanillicAcid	YKL008C	NA
153	VanillicAcid	YPL157W	NA
154	VanillicAcid	YGR085C	NA
155	VanillicAcid	YLL025W	NA
156	VanillicAcid	YNL089C	NA
157	VanillicAcid	YBR259W	NA
158	VanillicAcid	YKL220C	NA
159	VanillicAcid	YPL039W	NA
160	VanillicAcid	YMR276W	NA
161	VanillicAcid	YNL120C	NA
162	VanillicAcid	YBR022W	NA
163	VanillicAcid	YPL033C	NA
164	VanillicAcid	YMR209C	NA
165	VanillicAcid	YMR145C	NA
