gene	logFC	logCPM	F	PValue	FDR
1	YAL002W	0.635441492358445	0.132613044013841	0.589132873239283	0.453847810527837	0.622474546878095
2	YAL004W	0.680839177295978	7.9623571731043	25.58400074319	5.90747706044212e-05	0.000699703491562962
3	YAL005C	0.67521501162109	8.01333776044383	40.0966535915549	3.41720928006168e-06	6.95556386019417e-05
4	YAL008W	0.715151985827579	8.58446061586178	4.61628877122021	0.044018218098268	0.129697830426281
5	YAL010C	0.470598332055614	4.49798881944975	45.5712336026643	1.39834589678988e-06	3.31250547868702e-05
6	YAL011W	0.732073833103262	6.71223584448499	0.0294592912540882	0.865436953017736	0.924785162715343
7	YAL013W	0.666031931829919	6.53963710484423	15.0846327987896	0.000914106705407547	0.00701665168507038
8	YAL014C	0.742244889047806	10.1309534200182	3.62856176059445	0.0711872523992376	0.181986084790981
9	YAL015C	0.72860107247336	8.65264619624965	0.0175269245301859	0.895991094571552	0.940698604426898
10	YAL017W	0.730576229147661	9.126226958946	0.018209002445807	0.893999215830929	0.939986829814001
11	YAL018C	0.706182365096868	9.12099436938619	15.0678014789467	0.000918759136459148	0.00703726216512714
12	YAL019W	0.713899294889363	8.81233140002395	5.24268130294373	0.0329735425618678	0.106835472594023
13	YAL020C	0.721761946677802	8.95217131905826	1.41549427637546	0.247993512475021	0.423828377507478
14	YAL022C	0.718380870155392	8.65736041408202	2.06492316007876	0.166088317350653	0.320960513864551
15	YAL023C	0.69157738201187	8.72368426274149	18.3850562982003	0.000354608875454684	0.00318702499372213
16	YAL024C	0.615514805393451	9.08801322928239	167.472258439443	3.24660951727571e-11	5.80656112164762e-09
17	YAL026C	0.597897483786268	8.04934490416469	104.015733500143	2.12885297649846e-09	1.62664414056574e-07
18	YAL027W	0.712057687633278	8.67157302257283	5.05555276008801	0.0359039369291407	0.112737480109215
19	YAL028W	0.720622474878271	8.69555940789116	2.01692148419298	0.170861325058477	0.326654708569841
20	YAL029C	0.726365652311149	8.73969385932138	0.160294535343769	0.693103695386201	0.811166480121478
21	YAL030W	0.709882693554066	8.83818496404727	7.19453465303729	0.0142734485785831	0.0590244226191811
22	YAL031C	0.740913922458212	8.60031853239674	1.91499705125156	0.181566199265336	0.340746219712542
23	YAL034C	0.723288077942114	9.31481431104439	0.904916443984342	0.352752500493275	0.533303336544566
24	YAL036C	0.707376045304096	8.89925291462617	11.9571812913449	0.00246837101668506	0.015118772477196
25	YAL037W	0.729738419401134	8.70139588024846	0.000693569045709819	0.979248976380946	0.98872753496378
26	YAL040C	0.585304878146502	0.266231844481289	1.37911125072753	0.256325117094575	0.434196282253541
27	YAL042W	0.645080783828831	8.20411366074064	108.6494392827	1.46772762211222e-09	1.19617756323912e-07
28	YAL043C-A	0.634930817755047	6.13274144680513	16.7559502817131	0.000559359979541893	0.00464229848450429
29	YAL045C	0.745082898134184	8.69009074177181	6.31100814970413	0.0206293982569939	0.0764817411111268
30	YAL046C	0.726834936094084	9.41066950180164	0.151361329080883	0.701323657127621	0.817144860438274
31	YAL048C	0.72146773334056	9.13943691609803	1.31995393254535	0.264072400105241	0.443884856755849
32	YAL049C	0.731347077588062	8.76254100480029	0.0433287484237289	0.837199611501311	0.908714039645872
33	YAL051W	0.714702759216443	8.90438358384256	4.60521587704019	0.044248153894867	0.130053941234132
34	YAL053W	0.739083066344112	8.20914752734683	1.75865084264132	0.199647723317782	0.366099221337689
35	YAL054C	0.784568055994674	0.326493381889227	0.295911760173185	0.592432905221447	0.734914059937406
36	YAL055W	0.663730799477736	7.94384877497096	55.5258771814304	3.29776305833633e-07	1.03474547891834e-05
37	YAL056W	0.716719920017906	8.91524321318586	2.17330346434872	0.1558959023486	0.306227151400846
38	YAL058C-A	0.705730485666289	9.43952576017639	12.4384565557184	0.00210369367163772	0.0135434641185862
