gene	logFC	logCPM	F	PValue	FDR
1	YAL004W	0.669033220411678	8.20080043652335	0.956960322482951	0.340963815450008	0.603010189935325
2	YAL005C	0.693042844403458	8.33737941536699	9.51299196603805	0.0064142668060494	0.048086830395037
3	YAL008W	0.660265548577591	8.63704824479865	0.0565123230831783	0.814789918036899	0.916824970979082
4	YAL010C	0.678828648324021	4.86864976014134	0.224965849000453	0.641004563369716	0.825732103245715
5	YAL011W	0.647658577607242	6.46679253011582	0.25406527077955	0.620361687143336	0.811416749533493
6	YAL013W	0.518952109105639	6.42546135453261	27.901666003005	5.11844992867919e-05	0.00133602751423042
7	YAL014C	0.648665870710629	9.93140125362723	1.37215633970767	0.256767090183512	0.517571657427174
8	YAL015C	0.616530993035196	8.54755034924552	18.3125231561687	0.000454500594814227	0.00668845319775998
9	YAL017W	0.662785064827282	9.13944366331955	0.337113265275031	0.56872364739892	0.782887429263633
10	YAL018C	0.671784079156211	9.1917611625142	3.15567718865134	0.0926272826881004	0.287530523344312
11	YAL019W	0.648022253746387	8.93777076816667	1.29245006738333	0.270556622596546	0.530142730085068
12	YAL020C	0.664209146140806	9.09671125543014	0.463591566766616	0.504645350065803	0.741418147837022
13	YAL022C	0.651471479714304	8.7197918808799	0.425348788603841	0.52255031302422	0.751967774396221
14	YAL023C	0.562293442200287	8.86187544237817	78.872660038219	5.52153171791196e-08	6.31354054409978e-06
15	YAL024C	0.633619246997823	9.20973618001302	6.41966070844834	0.0208320583372564	0.108752468049677
16	YAL026C	0.372441720525372	8.03038003241654	158.691689226938	2.40474808689999e-10	9.34991624835119e-08
17	YAL027W	0.646948844408322	8.73461064198415	1.45917957726825	0.242746235903275	0.503223501211659
18	YAL028W	0.655238426108842	8.84365836548394	0.0410878663989156	0.841649816915255	0.931964248140585
19	YAL029C	0.653638198610518	8.76965341738521	0.207202116131167	0.654430629452512	0.832827021680492
20	YAL030W	0.653872454266011	8.84263071306927	0.215971511641166	0.647718042575615	0.827831223387305
21	YAL031C	0.653045893534008	8.54951968853648	0.233334489327483	0.634905319628746	0.821450155383634
22	YAL034C	0.67697435514129	9.50807426496561	4.255807506877	0.0538994098519279	0.202462489107662
23	YAL036C	0.656377251533666	8.89740769053172	0.0349733893641699	0.853750359656777	0.93736913912577
24	YAL037W	0.64109115587055	8.65021719646984	2.7764909359438	0.113023465006274	0.325945089405189
25	YAL040C	0.793097880870364	0.360848195375357	0.760421602440722	0.396143661183024	0.65342654657903
26	YAL042W	0.607003320481227	8.53334451111384	22.0767405447186	0.000180565710021989	0.00343459031403528
27	YAL043C-A	0.629213735700267	6.5250138075963	0.975858348232819	0.336362133059146	0.597740135318889
28	YAL045C	0.656101870988594	8.48225516185733	0.0364515052322269	0.850730380868587	0.936807254759429
29	YAL046C	0.670876465543304	9.45543928399035	2.4395444263902	0.135780037163963	0.358553730597831
30	YAL048C	0.648132228228836	9.06540060443484	1.24808969332118	0.27865845875115	0.539222212388588
31	YAL049C	0.645634601192331	8.80201796418849	2.33119172728233	0.144244863456101	0.372702046039752
32	YAL051W	0.651758527042236	8.82383027643629	0.50308437273344	0.487265666425326	0.730898499637989
33	YAL053W	0.684409414068437	8.0692250666526	5.71619845913237	0.0279875055594304	0.13415994622054
34	YAL054C	0.571120196137351	0.772666132158284	0.262255570413618	0.614822198353375	0.809459303200793
35	YAL055W	0.663428477459353	8.23377202405976	0.220461331740358	0.64434573263426	0.826687868351586
36	YAL056W	0.594301871348439	8.6911317413588	42.7260355108084	3.89389875950743e-06	0.000183218183736823
37	YAL058C-A	0.635254960259658	9.48993786958501	8.88182409220788	0.00804473760665477	0.0547961555836142
38	YAL059W	0.678346981971373	8.78798232521013	4.99377469246293	0.038403353215631	0.16329416301914
39	YAL060W	0.682400122668256	9.29285297416028	7.91851144150724	0.0115140465074576	0.0709900522597728
40	YAL061W	0.667229050616273	9.05574169365029	0.720931548700352	0.407027766019335	0.665233679746408
41	YAL062W	0.654326610832574	8.81435275031378	0.125622310324639	0.72714736220717	0.87345615292336
42	YAL064C-A	0.672565669346027	9.06859564837827	3.20900449886659	0.0901220240524303	0.284257374468276
43	YAL065C	0.654302541180321	8.87411857731032	0.150386782480476	0.702729374532224	0.862974204592145
44	YAL066W	0.638508480119999	8.77859310856853	5.01768411616368	0.0379945086324082	0.162521965154894
45	YAL067C	0.664254956062996	8.80836785842947	0.428920318378825	0.520829793886144	0.750540987568717
46	YAL068C	0.654617022502264	8.66074209480522	0.158867802548885	0.694905637573606	0.859005180400324
47	YAR002C-A	0.659602037665182	8.87396016728131	0.0390932977893381	0.845487261836321	0.934032267014731
48	YAR002W	0.670574010573588	2.8929999250922	0.0197546846518242	0.88979064895227	0.951632763860998
49	YAR003W	0.601996349137277	6.6487261388467	1.82104226743681	0.193976157954135	0.443232422264528
50	YAR014C	0.347708428392403	0.989476436090115	2.24499103556784	0.154880783545622	0.389846863609487
51	YAR015W	0.666615389930971	8.46996262359915	0.749428543288416	0.398088177657689	0.655415894707134
52	YAR020C	0.641391502079004	8.89397096126502	3.53953050914314	0.0762547645861462	0.2530225956623
53	YAR023C	0.647217543653147	8.74561912491577	1.18377960829339	0.290991157542521	0.553601438518212
54	YAR027W	0.623013834798794	8.27413253435296	9.6086557475809	0.00620120158301076	0.0469819848746747
55	YAR028W	0.638311517268629	9.02359231124819	5.41170126632547	0.0319249967184771	0.145803050147221
56	YAR029W	0.658510519191116	9.13207184832069	0.0039142856646581	0.950805375921508	0.980415231919064
57	YAR030C	0.641549553095017	8.81152340203456	3.2579894412686	0.0878907634554219	0.279623994765648
58	YAR031W	0.664763706181289	8.75153834507962	0.448304689066223	0.511668334915764	0.745609602957934
59	YAR035W	0.582738017875166	8.40868942784784	54.6293504683701	7.58391685014015e-07	4.52001444268353e-05
60	YAR037W	0.632235161210946	8.79237763435133	7.09156190167813	0.0158791174373183	0.0893950408396369
61	YAR040C	0.66723549870167	9.29593647925306	1.19371039100757	0.289039387829421	0.552198866868441
62	YAR043C	0.646343623409926	8.77549961065431	1.77919900520807	0.198937447058524	0.449004085162053
63	YAR044W	0.641475249917638	8.55715904402239	2.23939818247776	0.151921411015758	0.385007363784222
64	YAR047C	0.643752444242684	9.06197929236367	1.60506535499854	0.221389892980493	0.474862663606802
65	YBL003C	0.66151001610575	7.76930697735423	0.106950076377003	0.747428901273137	0.882341925696712
66	YBL005W	0.711045432649692	7.81585588691754	19.4642166427477	0.000339084685529859	0.0054867277622388
67	YBL007C	0.556275923067668	5.1176743999443	4.7052511877619	0.0437565329327177	0.178121227204564
68	YBL009W	0.672602386487363	8.39670014600713	2.22757230309011	0.152946182650214	0.386018198217053
69	YBL010C	0.653299286025293	8.1546891753334	0.204668569912873	0.656402070867874	0.833260136820559
70	YBL015W	0.647263487819419	8.1430548205178	1.15798874921677	0.296144072889771	0.558255774725261
71	YBL016W	0.629321063992157	0.431063187822372	0.0227863735083542	0.881907981768206	0.949624493466758
72	YBL017C	0.758260397094113	4.80993669944905	2.39112320507476	0.139486396373253	0.364090039000549
73	YBL019W	0.657882500552891	8.08017544373341	1.08860808993279e-05	0.997403876473867	0.998241327251762
74	YBL021C	0.629665667991508	7.98633755117206	6.11092273954823	0.0236797474643079	0.11909813914538
75	YBL024W	0.693536168477917	8.43756799052253	16.5562185602122	0.000724810134025479	0.00949985880230975
76	YBL027W	0.648221655321932	9.05145904674088	1.3804328061638	0.255388769625495	0.5156805421687
77	YBL028C	0.666980634966899	8.24172419605377	0.829128665765453	0.374598752142035	0.634263796240491
78	YBL029W	0.588886156134024	6.37961664468262	5.78591283368207	0.0271657795125886	0.131632557638234
79	YBL031W	0.686819122665123	7.40536489126878	5.01239680621947	0.0380844892320271	0.162712226396331
80	YBL032W	0.644774452942075	7.32286385625444	0.936868745398194	0.345954774744228	0.605850729846583
81	YBL036C	0.665042422742352	8.04724127650005	0.36009740235271	0.555957920013086	0.775089872111811
82	YBL037W	0.30982122419248	2.31284648185232	4.48762625652809	0.0483645627568391	0.189848162918174
83	YBL039C	0.664017900466507	7.33207285546795	0.187434971613224	0.670220869893529	0.841836961973747
84	YBL042C	0.651690009940678	7.92040127599472	0.33618287158601	0.569252673381356	0.782887429263633
85	YBL043W	0.519445652594687	1.71862088142804	0.978302352385286	0.335773442927068	0.597376035774725
86	YBL046W	0.612722169620737	7.86663869926832	6.04067364590936	0.0243878982903802	0.121463961401671
87	YBL048W	0.652561431576583	8.35244461822162	0.285316205904069	0.599795911990303	0.799268353387982
88	YBL049W	0.66453000933268	8.50249908133257	0.438914183752165	0.516069785726081	0.747372704383899
89	YBL051C	0.70712415034481	8.52129062722214	30.9264396373516	2.83774952109092e-05	0.000845649357285095
90	YBL052C	0.65928287511201	8.64915889698816	0.0231528080957405	0.88075874935999	0.949530171035514
91	YBL053W	0.642565577979487	7.80063868169617	1.63586356112621	0.217193096481968	0.469502669912526
92	YBL054W	0.648667756364095	7.89006018708878	0.772210945470291	0.391153637872293	0.649565799481124
93	YBL055C	0.630844996645797	7.82890781863448	4.38530536722387	0.0507225830404441	0.194956766559373
94	YBL056W	0.661294428455309	8.24701250551522	0.0785906945189131	0.782423922293779	0.903729956757931
95	YBL057C	0.667285084758647	8.33426242180007	0.99178424394275	0.332552023926326	0.59333011418647
96	YBL059W	0.669217324110803	7.48946846268221	0.540293338339923	0.471812739352219	0.717653065046165
97	YBL060W	0.6648129104977	8.64578493883066	0.561532232405145	0.463358328325004	0.710265352584119
98	YBL061C	0.681090976114179	8.29394801042891	4.13609435599561	0.0570420923426143	0.20942764088007
99	YBL062W	0.670957249256029	8.17853184850975	1.79371308111682	0.197198685574925	0.447167089166728
100	YBL063W	0.660982184532979	8.61574732834324	0.107854309642646	0.746403044994393	0.881485234114911
101	YBL064C	0.652790514728369	7.88299236215068	0.199112308884026	0.660778013743109	0.835847957957325
102	YBL065W	0.662362637843182	8.18687264824897	0.149235446733313	0.703811030825225	0.862974204592145
103	YBL066C	0.674307825828214	8.82100352348456	3.58387222025085	0.0745911909497016	0.249055180986118
104	YBL067C	0.630858356339486	7.83200406122977	4.06569994831162	0.0589888533268117	0.215029703870213
105	YBL068W	0.65621823987342	8.50627055138139	0.0317447309227554	0.860585781735281	0.940058999647726
106	YBL069W	0.668528532831388	8.28669976525057	1.02743769047341	0.324239315997575	0.584577763764474
107	YBL070C	0.625946017106693	8.25638147727542	11.7719983100459	0.00299141458449056	0.0276783341650358
108	YBL071C	0.682204411035591	8.35181695119083	5.19709121538136	0.035080762298583	0.154246639427442
109	YBL072C	0.693876603780002	7.33344098905545	5.76977013315147	0.0273535823777002	0.132363207824974
110	YBL075C	0.647720363117795	8.36512289704915	0.91964799264774	0.350315961402412	0.611983330715694
111	YBL078C	0.674843838858921	8.59662978555668	3.19671290478201	0.0906923211547593	0.284257374468276
112	YBL079W	0.596517698161628	7.86233709993898	27.9296537939896	5.0896525064176e-05	0.00133602751423042
113	YBL081W	0.705312339104486	8.15120967288645	16.9924613141905	0.000643944365267026	0.00868960396299956
