Inhibitor	Significant_up_deletions	Significant_down_deletions
1	SinapicAcid	YDR026C	YNL323W
2	SinapicAcid	YLR182W	YOL090W
3	SinapicAcid	YOR064C	YNL125C
4	SinapicAcid	YEL063C	YAL026C
5	SinapicAcid	YPL095C	YLR371W
6	SinapicAcid	YDL013W	YDR310C
7	SinapicAcid	YDL018C	YGR197C
8	SinapicAcid	YDR393W	YAL023C
9	SinapicAcid	YDR006C	YNL296W
10	SinapicAcid	YLR239C	YHL031C
11	SinapicAcid	YDR009W	YJL004C
12	SinapicAcid	YGL105W	YMR274C
13	SinapicAcid	YDL002C	YDL119C
14	SinapicAcid	YKL124W	YNR049C
15	SinapicAcid	YBR266C	YKR019C
16	SinapicAcid	YDL001W	YMR021C
17	SinapicAcid	YGL010W	YFL031W
18	SinapicAcid	YBR248C	YEL053C
19	SinapicAcid	YGL017W	YOR068C
20	SinapicAcid	YOL095C	YGR157W
21	SinapicAcid	YIL020C	YNL293W
22	SinapicAcid	YGL136C	YOR059C
23	SinapicAcid	YJL071W	YFL033C
24	SinapicAcid	YGR032W	YPL051W
25	SinapicAcid	YPL178W	YJL154C
26	SinapicAcid	YDR018C	YKL046C
27	SinapicAcid	YMR039C	YFL025C
28	SinapicAcid	YML001W	YOR279C
29	SinapicAcid	YGL009C	YOR368W
30	SinapicAcid	YPL101W	YCR095C
31	SinapicAcid	YGL004C	YOR165W
32	SinapicAcid	YHR018C	YLR350W
33	SinapicAcid	YBR005W	YOR091W
34	SinapicAcid	YDL006W	YGL165C
35	SinapicAcid	YPR173C	YLR426W
36	SinapicAcid	YCR028C-A	YGL166W
37	SinapicAcid	YNR041C	YCR044C
38	SinapicAcid	YGR017W	YMR202W
39	SinapicAcid	YKL032C	YOL068C
40	SinapicAcid	YBR115C	YDR108W
41	SinapicAcid	YGL005C	YLR261C
42	SinapicAcid	YBL005W	YOR270C
43	SinapicAcid	YER092W	YJL024C
44	SinapicAcid	YDL012C	YOR171C
45	SinapicAcid	YDR014W	YBR290W
46	SinapicAcid	YGR022C	YCR010C
47	SinapicAcid	YJL130C	YJR073C
48	SinapicAcid	YMR143W	YIL105C
49	SinapicAcid	YDR004W	YBR164C
50	SinapicAcid	YDR024W	YPL120W
51	SinapicAcid	YDL011C	YNL297C
52	SinapicAcid	YIL094C	YPL195W
53	SinapicAcid	YNL081C	YMR183C
54	SinapicAcid	YGR101W	YIL128W
55	SinapicAcid	YDR007W	YMR216C
56	SinapicAcid	YGR089W	YJR118C
57	SinapicAcid	YPR191W	YLR085C
58	SinapicAcid	YLR241W	YNL307C
59	SinapicAcid	YBR294W	YJL120W
60	SinapicAcid	YDR276C	NA
61	SinapicAcid	YDR019C	NA
62	SinapicAcid	YGL154C	NA
63	SinapicAcid	YJL046W	NA
64	SinapicAcid	YDL077C	NA
65	SinapicAcid	YKR040C	NA
66	SinapicAcid	YDR001C	NA
67	SinapicAcid	YOR221C	NA
68	SinapicAcid	YBR126C	NA
69	SinapicAcid	YOR001W	NA
70	SinapicAcid	YNL003C	NA
71	SinapicAcid	YOR363C	NA
72	SinapicAcid	YML129C	NA
73	SinapicAcid	YLR184W	NA
74	SinapicAcid	YGR188C	NA
75	SinapicAcid	YDR015C	NA
76	SinapicAcid	YDR126W	NA
77	SinapicAcid	YNL273W	NA
78	SinapicAcid	YDR477W	NA
79	SinapicAcid	YPR141C	NA
80	SinapicAcid	YDL020C	NA
81	SinapicAcid	YFL047W	NA
82	SinapicAcid	YGR133W	NA
83	SinapicAcid	YBR068C	NA
84	SinapicAcid	YOR125C	NA
85	SinapicAcid	YOR014W	NA
