Inhibitor	Direction	Deletion
187	22Diprydyl	down	YEL010W
188	22Diprydyl	down	YPL015C
189	22Diprydyl	down	YMR031W-A
190	22Diprydyl	down	YGL146C
191	22Diprydyl	down	YDR005C
192	22Diprydyl	down	YMR310C
193	22Diprydyl	down	YNL334C
194	22Diprydyl	down	YDR139C
195	22Diprydyl	down	YGL198W
196	22Diprydyl	down	YMR326C
197	22Diprydyl	down	YHR157W
198	22Diprydyl	down	YMR044W
199	22Diprydyl	down	YCR073W-A
200	22Diprydyl	down	YML099C
201	22Diprydyl	down	YLR187W
202	22Diprydyl	down	YDR346C
203	22Diprydyl	down	YJL149W
204	22Diprydyl	down	YOR209C
205	22Diprydyl	down	YPL038W
206	22Diprydyl	down	YGR069W
207	22Diprydyl	down	YBL029W
208	22Diprydyl	down	YMR030W
209	22Diprydyl	down	YGR106C
210	22Diprydyl	down	YBR056W
211	22Diprydyl	down	YNL196C
212	22Diprydyl	down	YGL002W
213	22Diprydyl	down	YML035C
214	22Diprydyl	down	YJR100C
215	22Diprydyl	down	YDL240W
216	22Diprydyl	down	YKR064W
217	22Diprydyl	down	YJR120W
218	22Diprydyl	down	YDR207C
219	22Diprydyl	down	YJR053W
220	22Diprydyl	down	YOR033C
221	22Diprydyl	down	YDR093W
222	22Diprydyl	down	YKL107W
223	22Diprydyl	down	YDL114W
224	22Diprydyl	down	YER066W
225	22Diprydyl	down	YAR003W
226	22Diprydyl	down	YKL212W
227	22Diprydyl	down	YER097W
228	22Diprydyl	down	YPR172W
229	22Diprydyl	down	YLR036C
230	22Diprydyl	down	YNL058C
231	22Diprydyl	down	YDL127W
232	22Diprydyl	down	YDL162C
233	22Diprydyl	down	YJR139C
234	22Diprydyl	down	YCL027W
235	22Diprydyl	down	YLR443W
236	22Diprydyl	down	YBR114W
237	22Diprydyl	down	YGL148W
238	22Diprydyl	down	YLR064W
239	22Diprydyl	down	YKL216W
240	22Diprydyl	down	YDR490C
1100	24Dimethylimidazole	up	YLL025W
241	24Dimethylimidazole	up	YJL101C
35	24Dimethylimidazole	up	YDR294C
41	24Dimethylimidazole	up	YJL024C
51	24Dimethylimidazole	up	YOL112W
61	24Dimethylimidazole	up	YGR157W
71	24Dimethylimidazole	up	YOR289W
81	24Dimethylimidazole	up	YOL083W
91	24Dimethylimidazole	up	YMR226C
101	24Dimethylimidazole	up	YNL098C
1110	24Dimethylimidazole	up	YNL140C
1210	24Dimethylimidazole	up	YMR015C
1310	24Dimethylimidazole	up	YIL103W
1410	24Dimethylimidazole	up	YDR452W
1510	24Dimethylimidazole	up	YJR003C
1610	24Dimethylimidazole	up	YKL139W
1710	24Dimethylimidazole	up	YLR315W
1810	24Dimethylimidazole	up	YDR503C
1910	24Dimethylimidazole	up	YPL183C
2010	24Dimethylimidazole	up	YPR141C
2110	24Dimethylimidazole	up	YMR198W
2210	24Dimethylimidazole	up	YKL176C
2310	24Dimethylimidazole	up	YGR224W
242	24Dimethylimidazole	up	YMR060C
251	24Dimethylimidazole	up	YJL124C
261	24Dimethylimidazole	up	YPL158C
271	24Dimethylimidazole	up	YJR051W
281	24Dimethylimidazole	up	YOR059C
291	24Dimethylimidazole	up	YOR101W
301	24Dimethylimidazole	up	YER091C
31	24Dimethylimidazole	up	YDR378C
32	24Dimethylimidazole	up	YDR146C
33	24Dimethylimidazole	up	YGL226W
34	24Dimethylimidazole	up	YDL096C
104	24Dimethylimidazole	down	YDR004W
105	24Dimethylimidazole	down	YNL081C
106	24Dimethylimidazole	down	YGR101W
107	24Dimethylimidazole	down	YFL001W
108	24Dimethylimidazole	down	YNL273W
109	24Dimethylimidazole	down	YGR022C
110	24Dimethylimidazole	down	YNR041C
111	24Dimethylimidazole	down	YPR191W
112	24Dimethylimidazole	down	YBR115C
113	24Dimethylimidazole	down	YML001W
114	24Dimethylimidazole	down	YGL010W
115	24Dimethylimidazole	down	YOL095C
116	24Dimethylimidazole	down	YOR221C
117	24Dimethylimidazole	down	YJL046W
118	24Dimethylimidazole	down	YIL140W
119	24Dimethylimidazole	down	YDR393W
120	24Dimethylimidazole	down	YLR237W
1211	24Dimethylimidazole	down	YDL119C
1221	24Dimethylimidazole	down	YIL094C
1231	24Dimethylimidazole	down	YBR248C
1241	24Dimethylimidazole	down	YDL006W
1251	24Dimethylimidazole	down	YER178W
1261	24Dimethylimidazole	down	YCR071C
1271	24Dimethylimidazole	down	YCR028C-A
1281	24Dimethylimidazole	down	YHR018C
1291	24Dimethylimidazole	down	YGL154C
1301	24Dimethylimidazole	down	YLR182W
1311	24Dimethylimidazole	down	YJL071W
1321	24Dimethylimidazole	down	YBR266C
1331	24Dimethylimidazole	down	YMR307W
1341	24Dimethylimidazole	down	YDL013W
1351	24Dimethylimidazole	down	YPL178W
1361	24Dimethylimidazole	down	YCR034W
1371	24Dimethylimidazole	down	YDL002C
1381	24Dimethylimidazole	down	YGR032W
1391	24Dimethylimidazole	down	YBR078W
1401	24Dimethylimidazole	down	YDR525W-A
1411	24Dimethylimidazole	down	YOR338W
1421	24Dimethylimidazole	down	YBL005W
1431	24Dimethylimidazole	down	YBR174C
1441	24Dimethylimidazole	down	YBR289W
1451	24Dimethylimidazole	down	YIL020C
1461	24Dimethylimidazole	down	YLR239C
1471	24Dimethylimidazole	down	YER155C
1481	24Dimethylimidazole	down	YDR019C
1491	24Dimethylimidazole	down	YIL160C
1501	24Dimethylimidazole	down	YNL291C
1511	24Dimethylimidazole	down	YGL017W
1521	24Dimethylimidazole	down	YDR007W
1531	24Dimethylimidazole	down	YPL172C
1541	24Dimethylimidazole	down	YGR188C
1551	24Dimethylimidazole	down	YDR276C
1561	24Dimethylimidazole	down	YCR081W
1571	24Dimethylimidazole	down	YMR031W-A
1581	24Dimethylimidazole	down	YFL050C
1591	24Dimethylimidazole	down	YLR292C
1601	24Dimethylimidazole	down	YDR245W
1611	24Dimethylimidazole	down	YPR173C
1621	24Dimethylimidazole	down	YDL001W
1631	24Dimethylimidazole	down	YOR209C
1641	24Dimethylimidazole	down	YKL211C
1651	24Dimethylimidazole	down	YDR139C
1661	24Dimethylimidazole	down	YER011W
1671	24Dimethylimidazole	down	YJR118C
1681	24Dimethylimidazole	down	YLR131C
1691	24Dimethylimidazole	down	YGL005C
1701	24Dimethylimidazole	down	YDL219W
1711	24Dimethylimidazole	down	YLR443W
1721	24Dimethylimidazole	down	YKR066C
1731	24Dimethylimidazole	down	YGR149W
1741	24Dimethylimidazole	down	YAR003W
1751	24Dimethylimidazole	down	YER116C
1761	24Dimethylimidazole	down	YBR113W
1771	24Dimethylimidazole	down	YGL004C
1781	24Dimethylimidazole	down	YGL009C
1791	24Dimethylimidazole	down	YJR109C
1801	24Dimethylimidazole	down	YGL028C
1811	24Dimethylimidazole	down	YKR087C
1821	24Dimethylimidazole	down	YJR100C
1831	24Dimethylimidazole	down	YDR120C
1841	24Dimethylimidazole	down	YOR125C
1851	24Dimethylimidazole	down	YCR044C
1861	24Dimethylimidazole	down	YMR039C
1871	24Dimethylimidazole	down	YCL027W
1881	24Dimethylimidazole	down	YDR389W
1891	24Dimethylimidazole	down	YOR233W
1901	24Dimethylimidazole	down	YCL001W-A
1911	24Dimethylimidazole	down	YMR326C
1921	24Dimethylimidazole	down	YKL008C
1931	24Dimethylimidazole	down	YOR031W
1941	24Dimethylimidazole	down	YCR025C
1951	24Dimethylimidazole	down	YHL028W
1961	24Dimethylimidazole	down	YLR413W
1971	24Dimethylimidazole	down	YKL212W
1981	24Dimethylimidazole	down	YNL236W
1991	24Dimethylimidazole	down	YKL216W
2001	24Dimethylimidazole	down	YHR157W
2011	24Dimethylimidazole	down	YIL057C
2021	24Dimethylimidazole	down	YDL074C
2031	24Dimethylimidazole	down	YOR213C
2041	24Dimethylimidazole	down	YPL052W
2051	24Dimethylimidazole	down	YBL029W
2061	24Dimethylimidazole	down	YNL334C
1101	26Dimethylpyrazine	up	YJL065C
243	26Dimethylpyrazine	up	YOL138C
310	26Dimethylpyrazine	up	YOR279C
410	26Dimethylpyrazine	up	YKR092C
510	26Dimethylpyrazine	up	YCR086W
610	26Dimethylpyrazine	up	YJR087W
710	26Dimethylpyrazine	up	YDR156W
810	26Dimethylpyrazine	up	YDL142C
910	26Dimethylpyrazine	up	YIR027C
1010	26Dimethylpyrazine	up	YBL027W
1111	26Dimethylpyrazine	up	YBL055C
1212	26Dimethylpyrazine	up	YKL162C
1312	26Dimethylpyrazine	up	YJR150C
1412	26Dimethylpyrazine	up	YDL083C
1512	26Dimethylpyrazine	up	YPL009C
1612	26Dimethylpyrazine	up	YOR367W
1712	26Dimethylpyrazine	up	YDL035C
1812	26Dimethylpyrazine	up	YHR081W
1912	26Dimethylpyrazine	up	YKR041W
2012	26Dimethylpyrazine	up	YHR093W
2111	26Dimethylpyrazine	up	YOL013C
2211	26Dimethylpyrazine	up	YDR441C
2311	26Dimethylpyrazine	up	YNL089C
244	26Dimethylpyrazine	up	YGL078C
252	26Dimethylpyrazine	up	YGR279C
262	26Dimethylpyrazine	up	YGL159W
272	26Dimethylpyrazine	up	YKL205W
282	26Dimethylpyrazine	up	YMR269W
292	26Dimethylpyrazine	up	YBR280C
302	26Dimethylpyrazine	up	YLR006C
311	26Dimethylpyrazine	up	YOR165W
321	26Dimethylpyrazine	up	YPR160W
331	26Dimethylpyrazine	up	YBR267W
341	26Dimethylpyrazine	up	YBR048W
351	26Dimethylpyrazine	up	YBR090C
36	26Dimethylpyrazine	up	YMR307W
37	26Dimethylpyrazine	up	YOR234C
38	26Dimethylpyrazine	up	YOR112W
39	26Dimethylpyrazine	up	YOL081W
40	26Dimethylpyrazine	up	YGR109C
411	26Dimethylpyrazine	up	YBR266C
42	26Dimethylpyrazine	up	YPL164C
43	26Dimethylpyrazine	up	YNL293W
44	26Dimethylpyrazine	up	YNL070W
45	26Dimethylpyrazine	up	YDL089W
46	26Dimethylpyrazine	up	YGL195W
47	26Dimethylpyrazine	up	YBR084C-A
48	26Dimethylpyrazine	up	YNL302C
49	26Dimethylpyrazine	up	YER092W
50	26Dimethylpyrazine	up	YOR209C
511	26Dimethylpyrazine	up	YFL051C
52	26Dimethylpyrazine	up	YER059W
53	26Dimethylpyrazine	up	YJL071W
54	26Dimethylpyrazine	up	YOL006C
55	26Dimethylpyrazine	up	YPL067C
56	26Dimethylpyrazine	up	YKR026C
57	26Dimethylpyrazine	up	YFR009W
58	26Dimethylpyrazine	up	YOR083W
59	26Dimethylpyrazine	up	YJR014W
60	26Dimethylpyrazine	up	YPL108W
611	26Dimethylpyrazine	up	YML063W
62	26Dimethylpyrazine	up	YLR061W
63	26Dimethylpyrazine	up	YPL230W
64	26Dimethylpyrazine	up	YPL079W
65	26Dimethylpyrazine	down	YJL004C
66	26Dimethylpyrazine	down	YML124C
67	26Dimethylpyrazine	down	YFL031W
68	26Dimethylpyrazine	down	YML048W
69	26Dimethylpyrazine	down	YEL033W
70	26Dimethylpyrazine	down	YGL166W
711	26Dimethylpyrazine	down	YGL197W
72	26Dimethylpyrazine	down	YBR209W
73	26Dimethylpyrazine	down	YNL077W
74	26Dimethylpyrazine	down	YCR095C
75	26Dimethylpyrazine	down	YML111W
76	26Dimethylpyrazine	down	YDR162C
77	26Dimethylpyrazine	down	YGR152C
78	26Dimethylpyrazine	down	YJR137C
79	26Dimethylpyrazine	down	YHL029C
80	26Dimethylpyrazine	down	YBR164C
811	26Dimethylpyrazine	down	YHL031C
82	26Dimethylpyrazine	down	YER123W
83	26Dimethylpyrazine	down	YML103C
84	26Dimethylpyrazine	down	YCR077C
85	26Dimethylpyrazine	down	YER139C
86	26Dimethylpyrazine	down	YGR151C
87	26Dimethylpyrazine	down	YIL128W
88	26Dimethylpyrazine	down	YNL098C
89	26Dimethylpyrazine	down	YOR069W
90	26Dimethylpyrazine	down	YCR024C-A
911	26Dimethylpyrazine	down	YGL165C
92	26Dimethylpyrazine	down	YPL161C
93	26Dimethylpyrazine	down	YLR184W
94	26Dimethylpyrazine	down	YER083C
95	26Dimethylpyrazine	down	YJL169W
96	26Dimethylpyrazine	down	YJR066W
97	26Dimethylpyrazine	down	YJR073C
98	26Dimethylpyrazine	down	YDL077C
99	26Dimethylpyrazine	down	YDR452W
100	26Dimethylpyrazine	down	YDR503C
1011	26Dimethylpyrazine	down	YOR132W
102	26Dimethylpyrazine	down	YLR335W
103	26Dimethylpyrazine	down	YML071C
1041	26Dimethylpyrazine	down	YLR039C
1051	26Dimethylpyrazine	down	YLR268W
1061	26Dimethylpyrazine	down	YDR207C
1071	26Dimethylpyrazine	down	YFL001W
1081	26Dimethylpyrazine	down	YKL046C
1091	26Dimethylpyrazine	down	YHL025W
1102	26Dimethylpyrazine	down	YKL101W
1112	26Dimethylpyrazine	down	YGR157W
1121	26Dimethylpyrazine	down	YIL112W
1131	26Dimethylpyrazine	down	YOR070C
1141	26Dimethylpyrazine	down	YDL119C
1151	26Dimethylpyrazine	down	YCR053W
1161	26Dimethylpyrazine	down	YBR061C
1103	2Methylimidazole	up	YKL139W
245	2Methylimidazole	up	YDR033W
312	2Methylimidazole	up	YER092W
412	2Methylimidazole	up	YER177W
512	2Methylimidazole	up	YDR455C
612	2Methylimidazole	up	YLR380W
712	2Methylimidazole	up	YBR068C
812	2Methylimidazole	up	YGR123C
912	2Methylimidazole	up	YMR226C
1012	2Methylimidazole	up	YBR016W
1113	2Methylimidazole	up	YPL105C
1213	2Methylimidazole	up	YDR252W
1313	2Methylimidazole	up	YIL117C
1413	2Methylimidazole	up	YDR153C
1513	2Methylimidazole	up	YNR072W
1613	2Methylimidazole	up	YDR067C
1713	2Methylimidazole	up	YLL025W
1813	2Methylimidazole	up	YPR141C
1913	2Methylimidazole	up	YDR452W
2013	2Methylimidazole	up	YGR224W
2112	2Methylimidazole	up	YLR032W
2212	2Methylimidazole	up	YNL336W
2312	2Methylimidazole	up	YOL129W
246	2Methylimidazole	up	YJL101C
253	2Methylimidazole	up	YOL035C
263	2Methylimidazole	up	YNL171C
273	2Methylimidazole	up	YJL204C
283	2Methylimidazole	up	YNL070W
631	2Methylimidazole	down	YNL273W
641	2Methylimidazole	down	YER011W
651	2Methylimidazole	down	YKL140W
661	2Methylimidazole	down	YDR019C
671	2Methylimidazole	down	YGL154C
681	2Methylimidazole	down	YPL107W
691	2Methylimidazole	down	YPR191W
701	2Methylimidazole	down	YKL047W
713	2Methylimidazole	down	YNL082W
721	2Methylimidazole	down	YDL048C
731	2Methylimidazole	down	YER007W
741	2Methylimidazole	down	YDR007W
751	2Methylimidazole	down	YPL172C
761	2Methylimidazole	down	YDR022C
771	2Methylimidazole	down	YML001W
781	2Methylimidazole	down	YFR012W
791	2Methylimidazole	down	YOR298W
801	2Methylimidazole	down	YHR134W
813	2Methylimidazole	down	YGR157W
821	2Methylimidazole	down	YNR041C
831	2Methylimidazole	down	YMR034C
841	2Methylimidazole	down	YBR115C
851	2Methylimidazole	down	YDL013W
861	2Methylimidazole	down	YGR188C
871	2Methylimidazole	down	YKR056W
881	2Methylimidazole	down	YLR350W
891	2Methylimidazole	down	YJL120W
901	2Methylimidazole	down	YPR173C
913	2Methylimidazole	down	YOR184W
921	2Methylimidazole	down	YCR071C
931	2Methylimidazole	down	YLR182W
941	2Methylimidazole	down	YBL005W
951	2Methylimidazole	down	YNL081C
961	2Methylimidazole	down	YDL006W
971	2Methylimidazole	down	YGR096W
981	2Methylimidazole	down	YBR134W
991	2Methylimidazole	down	YGL010W
1001	2Methylimidazole	down	YBL046W
1013	2Methylimidazole	down	YHR195W
1021	2Methylimidazole	down	YGL125W
1031	2Methylimidazole	down	YDL197C
1042	2Methylimidazole	down	YDR357C
1052	2Methylimidazole	down	YGL017W
1062	2Methylimidazole	down	YBR291C
1072	2Methylimidazole	down	YDR276C
1082	2Methylimidazole	down	YOR161C
1092	2Methylimidazole	down	YMR307W
1104	2Methylimidazole	down	YGR101W
1114	2Methylimidazole	down	YGL084C
1122	2Methylimidazole	down	YHL005C
1132	2Methylimidazole	down	YOR275C
1142	2Methylimidazole	down	YGR022C
1152	2Methylimidazole	down	YIR005W
1162	2Methylimidazole	down	YKR017C
1171	2Methylimidazole	down	YDR092W
1181	2Methylimidazole	down	YML022W
1191	2Methylimidazole	down	YJR054W
1201	2Methylimidazole	down	YOR358W
1214	2Methylimidazole	down	YHL028W
1222	2Methylimidazole	down	YBR221C
1232	2Methylimidazole	down	YPL178W
1242	2Methylimidazole	down	YPL017C
1105	45Methylimidazole	up	YLL025W
247	45Methylimidazole	up	YKR097W
313	45Methylimidazole	up	YOR121C
413	45Methylimidazole	up	YMR272C
513	45Methylimidazole	up	YNL223W
613	45Methylimidazole	up	YGR149W
714	45Methylimidazole	up	YLR262C
814	45Methylimidazole	up	YNL278W
914	45Methylimidazole	up	YBR130C
1014	45Methylimidazole	up	YBR056W
1115	45Methylimidazole	up	YIL028W
1215	45Methylimidazole	up	YLR187W
1314	45Methylimidazole	up	YMR031W-A
1414	45Methylimidazole	up	YJR053W
1514	45Methylimidazole	up	YML106W
1614	45Methylimidazole	up	YLR094C
1714	45Methylimidazole	up	YMR303C
1814	45Methylimidazole	up	YPR172W
1914	45Methylimidazole	up	YDR055W
2014	45Methylimidazole	up	YDR285W
2113	45Methylimidazole	up	YOL160W
2213	45Methylimidazole	up	YDL019C
2313	45Methylimidazole	up	YJL149W
248	45Methylimidazole	up	YNL196C
254	45Methylimidazole	up	YLR057W
264	45Methylimidazole	up	YLR281C
274	45Methylimidazole	up	YBR293W
284	45Methylimidazole	up	YHL028W
293	45Methylimidazole	up	YNL041C
303	45Methylimidazole	up	YPL214C
314	45Methylimidazole	up	YER095W
322	45Methylimidazole	up	YIR039C
332	45Methylimidazole	up	YIR038C
342	45Methylimidazole	up	YJR050W
352	45Methylimidazole	up	YBR283C
361	45Methylimidazole	up	YCL027W
371	45Methylimidazole	up	YDL191W
381	45Methylimidazole	up	YDR245W
391	45Methylimidazole	up	YDR309C
401	45Methylimidazole	up	YHL035C
414	45Methylimidazole	up	YBR118W
421	45Methylimidazole	up	YDR093W
431	45Methylimidazole	up	YMR316C-B
441	45Methylimidazole	up	YGL002W
451	45Methylimidazole	up	YBL029W
461	45Methylimidazole	up	YLR413W
471	45Methylimidazole	up	YMR068W
481	45Methylimidazole	up	YLR037C
491	45Methylimidazole	up	YGL258W
501	45Methylimidazole	up	YPL121C
514	45Methylimidazole	up	YPL038W
521	45Methylimidazole	up	YHR082C
531	45Methylimidazole	up	YNL058C
541	45Methylimidazole	up	YDR100W
551	45Methylimidazole	up	YMR310C
561	45Methylimidazole	up	YOR033C
571	45Methylimidazole	up	YFR046C
581	45Methylimidazole	up	YGR069W
591	45Methylimidazole	up	YNL194C
601	45Methylimidazole	up	YBR113W
614	45Methylimidazole	up	YBR297W
621	45Methylimidazole	up	YKL132C
632	45Methylimidazole	up	YLR258W
642	45Methylimidazole	up	YGL198W
652	45Methylimidazole	up	YCR082W
662	45Methylimidazole	up	YER066W
672	45Methylimidazole	up	YAR003W
682	45Methylimidazole	up	YLR257W
692	45Methylimidazole	up	YLR427W
702	45Methylimidazole	up	YMR326C
715	45Methylimidazole	up	YHR061C
722	45Methylimidazole	up	YNR004W
732	45Methylimidazole	up	YLR053C
742	45Methylimidazole	up	YKL211C
752	45Methylimidazole	up	YLR294C
762	45Methylimidazole	up	YKL216W
772	45Methylimidazole	up	YJR139C
782	45Methylimidazole	up	YHL040C
792	45Methylimidazole	up	YHR193C
802	45Methylimidazole	up	YOR044W
815	45Methylimidazole	up	YGR042W
822	45Methylimidazole	up	YDL074C
832	45Methylimidazole	up	YKR066C
842	45Methylimidazole	up	YDL162C
852	45Methylimidazole	up	YOR338W
862	45Methylimidazole	up	YMR181C
872	45Methylimidazole	up	YPL052W
882	45Methylimidazole	up	YGR123C
892	45Methylimidazole	up	YDR057W
902	45Methylimidazole	up	YCR001W
915	45Methylimidazole	up	YDL091C
922	45Methylimidazole	up	YNL072W
932	45Methylimidazole	up	YDL114W
942	45Methylimidazole	up	YMR124W
952	45Methylimidazole	up	YLR032W
962	45Methylimidazole	up	YHR157W
972	45Methylimidazole	up	YHR167W
982	45Methylimidazole	up	YGR137W
992	45Methylimidazole	up	YHL005C
1002	45Methylimidazole	up	YBR203W
1015	45Methylimidazole	up	YDL080C
1022	45Methylimidazole	up	YLR315W
1032	45Methylimidazole	up	YPL239W
1043	45Methylimidazole	up	YML099C
1053	45Methylimidazole	up	YFL032W
1063	45Methylimidazole	up	YNL291C
1073	45Methylimidazole	up	YCR025C
1083	45Methylimidazole	up	YKR064W
1093	45Methylimidazole	up	YGR106C
1106	45Methylimidazole	up	YHR180W
1116	45Methylimidazole	up	YEL008W
1123	45Methylimidazole	up	YOR350C
1133	45Methylimidazole	up	YPR117W
1143	45Methylimidazole	up	YDL066W
1153	45Methylimidazole	up	YNL140C
1163	45Methylimidazole	up	YLR018C
1172	45Methylimidazole	up	YMR030W
1182	45Methylimidazole	up	YIL153W
1192	45Methylimidazole	up	YIL057C
1202	45Methylimidazole	up	YLR090W
1216	45Methylimidazole	up	YPL026C
1223	45Methylimidazole	up	YPL244C
1233	45Methylimidazole	up	YGR201C
1243	45Methylimidazole	up	YGL146C
1252	45Methylimidazole	up	YEL011W
1262	45Methylimidazole	up	YFL028C
1272	45Methylimidazole	up	YLR405W
1282	45Methylimidazole	up	YHR096C
1292	45Methylimidazole	up	YLR443W
1302	45Methylimidazole	up	YMR044W
1315	45Methylimidazole	up	YLL055W
1322	45Methylimidazole	up	YCR079W
1332	45Methylimidazole	up	YLR036C
1342	45Methylimidazole	up	YOR035C
1352	45Methylimidazole	up	YDR458C
1362	45Methylimidazole	up	YNL334C
1372	45Methylimidazole	up	YIL134W
1382	45Methylimidazole	up	YJR100C
1392	45Methylimidazole	up	YML027W
1402	45Methylimidazole	up	YDR252W
1415	45Methylimidazole	up	YMR105C
1422	45Methylimidazole	up	YJL101C
1432	45Methylimidazole	up	YDR158W
1442	45Methylimidazole	up	YDL219W
1452	45Methylimidazole	up	YGR133W
1462	45Methylimidazole	up	YDR490C
1472	45Methylimidazole	up	YMR169C
1482	45Methylimidazole	up	YMR048W
1492	45Methylimidazole	up	YER097W
1502	45Methylimidazole	up	YDR346C
1515	45Methylimidazole	up	YPR153W
1522	45Methylimidazole	up	YDL130W
1532	45Methylimidazole	up	YBR210W
1542	45Methylimidazole	up	YOR213C
1552	45Methylimidazole	up	YGR044C
1562	45Methylimidazole	up	YDR388W
1572	45Methylimidazole	up	YGR136W
1582	45Methylimidazole	up	YKL131W
1592	45Methylimidazole	up	YDR440W
1602	45Methylimidazole	up	YDR214W
1615	45Methylimidazole	up	YOR186W
1622	45Methylimidazole	up	YKL098W
1632	45Methylimidazole	up	YDL240W
1642	45Methylimidazole	up	YCL038C
1652	45Methylimidazole	up	YLR261C
1662	45Methylimidazole	up	YLR448W
1672	45Methylimidazole	up	YNL171C
1682	45Methylimidazole	up	YOR269W
1692	45Methylimidazole	up	YPL123C
1702	45Methylimidazole	up	YKL107W
1715	45Methylimidazole	up	YHR049W
1722	45Methylimidazole	up	YML035C
1732	45Methylimidazole	up	YJL062W
1742	45Methylimidazole	up	YNL123W
1752	45Methylimidazole	up	YGL138C
1762	45Methylimidazole	up	YER066C-A
1772	45Methylimidazole	up	YLR104W
1782	45Methylimidazole	up	YDR216W
1792	45Methylimidazole	down	YLR237W
1802	45Methylimidazole	down	YGR157W
1815	45Methylimidazole	down	YJL120W
1107	4OHAcetophenone	up	YMR143W
249	4OHAcetophenone	up	YER092W
315	4OHAcetophenone	up	YGL105W
415	4OHAcetophenone	up	YBR115C
515	4OHAcetophenone	up	YBR266C
615	4OHAcetophenone	up	YHR018C
716	4OHAcetophenone	up	YKL124W
816	4OHAcetophenone	up	YPR123C
916	4OHAcetophenone	up	YGR184C
1016	4OHAcetophenone	up	YMR039C
1117	4OHAcetophenone	up	YEL063C
1217	4OHAcetophenone	up	YGL005C
1316	4OHAcetophenone	up	YIL148W
1416	4OHAcetophenone	up	YBR082C
1516	4OHAcetophenone	up	YPR173C
1616	4OHAcetophenone	up	YIL053W
1716	4OHAcetophenone	up	YOL050C
1816	4OHAcetophenone	up	YFL013C
1915	4OHAcetophenone	up	YBR005W
2015	4OHAcetophenone	up	YBR291C
2114	4OHAcetophenone	up	YGR089W
