Inhibitor	Significant_up_deletions	Significant_down_deletions
1	5HMF	YJL120W	YMR283C
2	5HMF	YGL195W	YER151C
3	5HMF	YER178W	YHL029C
4	5HMF	YFR009W	YKL079W
5	5HMF	YER177W	YLR032W
6	5HMF	YGL105W	YBR025C
7	5HMF	YMR143W	YAL019W
8	5HMF	YKR026C	YDR049W
9	5HMF	YDR455C	YOL061W
10	5HMF	YEL063C	YCR076C
11	5HMF	YFL025C	YOR085W
12	5HMF	YDR074W	YMR183C
13	5HMF	YJL101C	YFL001W
14	5HMF	YJL177W	YDL142C
15	5HMF	YMR307W	YNL273W
16	5HMF	YGL078C	YML107C
17	5HMF	YGR184C	YDR360W
18	5HMF	YJL065C	YLR315W
19	5HMF	YLR024C	YDR395W
20	5HMF	YOR112W	YKR035W-A
21	5HMF	YHR123W	YER054C
22	5HMF	YNL242W	YNL136W
23	5HMF	YLR285W	YLR114C
24	5HMF	YDR108W	YGL166W
25	5HMF	YLR238W	YDL020C
26	5HMF	YDR491C	YOR132W
27	5HMF	YJR014W	YOR131C
28	5HMF	YGL084C	YLR048W
29	5HMF	YOR165W	YCR028C-A
30	5HMF	YLR371W	YBR168W
31	5HMF	YPR123C	YGR157W
32	5HMF	YKR082W	YLR234W
33	5HMF	YCL029C	YIL112W
34	5HMF	YOL001W	YNR041C
35	5HMF	YER092W	YBR166C
36	5HMF	YDR159W	NA
37	5HMF	YPL164C	NA
38	5HMF	YAL010C	NA
39	5HMF	YCR044C	NA
40	5HMF	YOR233W	NA
41	5HMF	YER056C	NA
42	5HMF	YDR146C	NA
43	5HMF	YOL112W	NA
44	5HMF	YER130C	NA
45	5HMF	YPR150W	NA
46	5HMF	YBR048W	NA
47	5HMF	YNR032C-A	NA
48	5HMF	YPL158C	NA
49	5HMF	YNL140C	NA
50	5HMF	YER016W	NA
51	5HMF	YER059W	NA
52	5HMF	YLR102C	NA
53	5HMF	YKL046C	NA
54	5HMF	YKR034W	NA
55	5HMF	YDL197C	NA
56	5HMF	YPL223C	NA
57	5HMF	YOR298C-A	NA
58	5HMF	YLL049W	NA
59	5HMF	YBR016W	NA
60	5HMF	YML071C	NA
61	5HMF	YGL219C	NA
62	5HMF	YOR189W	NA
63	5HMF	YLR334C	NA
64	5HMF	YOR019W	NA
65	5HMF	YMR289W	NA
