Inhibitor	Significant_up_deletions	Significant_down_deletions
1	4OHBenzaldehyde	YMR143W	YLR426W
2	4OHBenzaldehyde	YJL120W	YAL026C
3	4OHBenzaldehyde	YGL105W	YOR008C-A
4	4OHBenzaldehyde	YDR121W	YHL031C
5	4OHBenzaldehyde	YER092W	YDL142C
6	4OHBenzaldehyde	YPR123C	YIL066C
7	4OHBenzaldehyde	YMR307W	YGL124C
8	4OHBenzaldehyde	YBR115C	YLR380W
9	4OHBenzaldehyde	YIR033W	YML048W
10	4OHBenzaldehyde	YGR184C	YIL098C
11	4OHBenzaldehyde	YBR200W	YDR162C
12	4OHBenzaldehyde	YHR018C	YIL160C
13	4OHBenzaldehyde	YKR051W	YER164W
14	4OHBenzaldehyde	YML001W	YBR164C
15	4OHBenzaldehyde	YBR266C	YER083C
16	4OHBenzaldehyde	YIL053W	YJL004C
17	4OHBenzaldehyde	YMR039C	YGL020C
18	4OHBenzaldehyde	YEL063C	YMR198W
19	4OHBenzaldehyde	YPL095C	YDL119C
20	4OHBenzaldehyde	YJL071W	YNL153C
21	4OHBenzaldehyde	YGR089W	YHR094C
22	4OHBenzaldehyde	YFL013C	YPR141C
23	4OHBenzaldehyde	YCR081W	YHL025W
24	4OHBenzaldehyde	YDL013W	YCR053W
25	4OHBenzaldehyde	YDR425W	YIL043C
26	4OHBenzaldehyde	YIL054W	YLL057C
27	4OHBenzaldehyde	YML103C	YFL001W
28	4OHBenzaldehyde	YPL195W	YJR120W
29	4OHBenzaldehyde	YDR006C	YJL175W
30	4OHBenzaldehyde	YOR038C	YHR123W
31	4OHBenzaldehyde	YGL010W	YIL079C
32	4OHBenzaldehyde	YKL050C	YLR055C
33	4OHBenzaldehyde	YDR074W	YLR435W
34	4OHBenzaldehyde	YBR248C	YGL086W
35	4OHBenzaldehyde	YDR245W	YLL019C
36	4OHBenzaldehyde	YOL001W	YOR006C
37	4OHBenzaldehyde	YBL017C	YNL016W
38	4OHBenzaldehyde	YOL064C	YML097C
39	4OHBenzaldehyde	YCR020C-A	YPR119W
40	4OHBenzaldehyde	YPL062W	YLL020C
41	4OHBenzaldehyde	YHR180W	YPL161C
42	4OHBenzaldehyde	YDR120C	YOL081W
43	4OHBenzaldehyde	NA	YDR354W
44	4OHBenzaldehyde	NA	YIL055C
45	4OHBenzaldehyde	NA	YNR067C
46	4OHBenzaldehyde	NA	YOR067C
47	4OHBenzaldehyde	NA	YGR086C
48	4OHBenzaldehyde	NA	YDR512C
49	4OHBenzaldehyde	NA	YNL098C
50	4OHBenzaldehyde	NA	YLR262C
51	4OHBenzaldehyde	NA	YIL097W
52	4OHBenzaldehyde	NA	YBR058C
53	4OHBenzaldehyde	NA	YIL107C
54	4OHBenzaldehyde	NA	YGR200C
55	4OHBenzaldehyde	NA	YOR070C
56	4OHBenzaldehyde	NA	YDR294C
57	4OHBenzaldehyde	NA	YJL135W
58	4OHBenzaldehyde	NA	YBR041W
59	4OHBenzaldehyde	NA	YLR325C
60	4OHBenzaldehyde	NA	YPL051W
61	4OHBenzaldehyde	NA	YLR268W
62	4OHBenzaldehyde	NA	YMR183C
63	4OHBenzaldehyde	NA	YIR024C
64	4OHBenzaldehyde	NA	YER090W
65	4OHBenzaldehyde	NA	YER016W
66	4OHBenzaldehyde	NA	YNL293W
67	4OHBenzaldehyde	NA	YML081C-A
68	4OHBenzaldehyde	NA	YML071C
69	4OHBenzaldehyde	NA	YDR098C
70	4OHBenzaldehyde	NA	YOR002W
71	4OHBenzaldehyde	NA	YDR360W
72	4OHBenzaldehyde	NA	YKL212W
73	4OHBenzaldehyde	NA	YGL043W
74	4OHBenzaldehyde	NA	YLR261C
75	4OHBenzaldehyde	NA	YPL230W
76	4OHBenzaldehyde	NA	YBR048W
77	4OHBenzaldehyde	NA	YLR315W
78	4OHBenzaldehyde	NA	YOR014W
79	4OHBenzaldehyde	NA	YFR041C
80	4OHBenzaldehyde	NA	YMR060C
81	4OHBenzaldehyde	NA	YNR020C
82	4OHBenzaldehyde	NA	YDR359C
83	4OHBenzaldehyde	NA	YOR132W
84	4OHBenzaldehyde	NA	YLR039C
85	4OHBenzaldehyde	NA	YMR202W
86	4OHBenzaldehyde	NA	YNL020C
87	4OHBenzaldehyde	NA	YLR292C
88	4OHBenzaldehyde	NA	YHR191C
89	4OHBenzaldehyde	NA	YBR289W
90	4OHBenzaldehyde	NA	YJR054W
91	4OHBenzaldehyde	NA	YDL096C
92	4OHBenzaldehyde	NA	YLR286C
93	4OHBenzaldehyde	NA	YOR106W
94	4OHBenzaldehyde	NA	YKR026C
95	4OHBenzaldehyde	NA	YGL219C
96	4OHBenzaldehyde	NA	YLR393W
