Inhibitor	Significant_up_deletions	Significant_down_deletions
1	4OHAcetophenone	YMR143W	YLR426W
2	4OHAcetophenone	YER092W	YHL031C
3	4OHAcetophenone	YGL105W	YFL031W
4	4OHAcetophenone	YBR115C	YDL119C
5	4OHAcetophenone	YBR266C	YER164W
6	4OHAcetophenone	YHR018C	YNL153C
7	4OHAcetophenone	YKL124W	YBR164C
8	4OHAcetophenone	YPR123C	YOL116W
9	4OHAcetophenone	YGR184C	YLR055C
10	4OHAcetophenone	YMR039C	YHR079C
11	4OHAcetophenone	YEL063C	YEL037C
12	4OHAcetophenone	YGL005C	YDR485C
13	4OHAcetophenone	YIL148W	YER056C-A
14	4OHAcetophenone	YBR082C	YCL010C
15	4OHAcetophenone	YPR173C	YJR140C
16	4OHAcetophenone	YIL053W	YGL086W
17	4OHAcetophenone	YOL050C	YEL013W
18	4OHAcetophenone	YFL013C	YMR276W
19	4OHAcetophenone	YBR005W	YBR231C
20	4OHAcetophenone	YBR291C	YML048W
21	4OHAcetophenone	YGR089W	YDR513W
22	4OHAcetophenone	YNL003C	YHL025W
23	4OHAcetophenone	YNR041C	YFL001W
24	4OHAcetophenone	YGL017W	YKL008C
25	4OHAcetophenone	YJR118C	YJL004C
26	4OHAcetophenone	YIR033W	YNL180C
27	4OHAcetophenone	YDL013W	YDR162C
28	4OHAcetophenone	YJL071W	YLR024C
29	4OHAcetophenone	YFL013W-A	YPR119W
30	4OHAcetophenone	YOR304W	YAL024C
31	4OHAcetophenone	YIL020C	YCR088W
32	4OHAcetophenone	YDR393W	YCR053W
33	4OHAcetophenone	YGR022C	YNL293W
34	4OHAcetophenone	YDL142C	YMR106C
35	4OHAcetophenone	YDR007W	YDR334W
36	4OHAcetophenone	YDR006C	YML097C
37	4OHAcetophenone	YPL095C	YGL054C
38	4OHAcetophenone	YCR028C-A	YPL051W
39	4OHAcetophenone	YDR289C	YLR085C
40	4OHAcetophenone	YGL010W	YOL081W
41	4OHAcetophenone	YNL235C	YGL023C
42	4OHAcetophenone	YJL120W	YGR058W
43	4OHAcetophenone	YDR126W	YDR033W
44	4OHAcetophenone	YDL002C	YJL030W
45	4OHAcetophenone	YOR233W	YML071C
46	4OHAcetophenone	YBR200W	YDR294C
47	4OHAcetophenone	YMR294W	YJR066W
48	4OHAcetophenone	YDR121W	YIL160C
49	4OHAcetophenone	YIL094C	YOR014W
50	4OHAcetophenone	YBL017C	YOL012C
51	4OHAcetophenone	YDR276C	YFR041C
52	4OHAcetophenone	YGR208W	YDR452W
53	4OHAcetophenone	YMR289W	YAL011W
54	4OHAcetophenone	YGL009C	YOL124C
55	4OHAcetophenone	YML013C-A	YCR077C
56	4OHAcetophenone	YBR162C	YJL207C
57	4OHAcetophenone	YER151C	YGR078C
58	4OHAcetophenone	YHR021C	YOL129W
59	4OHAcetophenone	YNL140C	YDR455C
60	4OHAcetophenone	YDR174W	YOR008C
61	4OHAcetophenone	YDR477W	YGL043W
62	4OHAcetophenone	YGL167C	YOL035C
63	4OHAcetophenone	YMR307W	YPL230W
64	4OHAcetophenone	YBL083C	YLR125W
65	4OHAcetophenone	YGL195W	YMR198W
66	4OHAcetophenone	NA	YMR060C
67	4OHAcetophenone	NA	YOL112W
