Inhibitor	Significant_up_deletions	Significant_down_deletions
1	AzelaicAcid	YHR018C	YLL028W
2	AzelaicAcid	YML001W	YEL053C
3	AzelaicAcid	YBR115C	YDR426C
4	AzelaicAcid	YBR266C	YGR170W
5	AzelaicAcid	YDL013W	YLR056W
6	AzelaicAcid	YDR006C	YJL004C
7	AzelaicAcid	YJL101C	YJL175W
8	AzelaicAcid	YER090W	YGL054C
9	AzelaicAcid	YOL095C	YHL025W
10	AzelaicAcid	YGL147C	YBL078C
11	AzelaicAcid	YKL110C	YIR033W
12	AzelaicAcid	YNL119W	YAL023C
13	AzelaicAcid	YDL052C	YMR029C
14	AzelaicAcid	YEL003W	YHL031C
15	AzelaicAcid	YER074W	YBR164C
16	AzelaicAcid	YIL020C	YGL027C
17	AzelaicAcid	YCR011C	YDR483W
18	AzelaicAcid	YGR022C	YLR047C
19	AzelaicAcid	YDL001W	YOR068C
20	AzelaicAcid	YCR088W	YIL076W
21	AzelaicAcid	YDL002C	YML048W
22	AzelaicAcid	YKL032C	YFL031W
23	AzelaicAcid	YDR004W	YML013W
24	AzelaicAcid	YOR061W	YER183C
25	AzelaicAcid	YJL071W	YFR008W
26	AzelaicAcid	YOR038C	YOR089C
27	AzelaicAcid	YNL081C	YMR052W
28	AzelaicAcid	YCL063W	YDR372C
29	AzelaicAcid	YLR207W	YLR238W
30	AzelaicAcid	YDR116C	YNL180C
31	AzelaicAcid	YCR028C-A	YML097C
32	AzelaicAcid	YGL067W	YOR267C
33	AzelaicAcid	YBR082C	YMR202W
34	AzelaicAcid	YLR184W	YPL205C
35	AzelaicAcid	YBR248C	YHR079C
36	AzelaicAcid	YDR203W	YMR004W
37	AzelaicAcid	YLR315W	YNL257C
38	AzelaicAcid	YLR286C	YMR313C
39	AzelaicAcid	YPL105C	YER151C
40	AzelaicAcid	YGR032W	YPL051W
41	AzelaicAcid	YLR131C	YFL051C
42	AzelaicAcid	YDR222W	YDL112W
43	AzelaicAcid	NA	YML013C-A
44	AzelaicAcid	NA	YML051W
45	AzelaicAcid	NA	YKR019C
46	AzelaicAcid	NA	YML019W
47	AzelaicAcid	NA	YDR425W
48	AzelaicAcid	NA	YDR213W
49	AzelaicAcid	NA	YDR074W
50	AzelaicAcid	NA	YOR132W
51	AzelaicAcid	NA	YML076C
52	AzelaicAcid	NA	YOR242C
53	AzelaicAcid	NA	YEL043W
54	AzelaicAcid	NA	YDL078C
55	AzelaicAcid	NA	YJL024C
56	AzelaicAcid	NA	YOR270C
57	AzelaicAcid	NA	YDR513W
58	AzelaicAcid	NA	YBR290W
59	AzelaicAcid	NA	YKL077W
60	AzelaicAcid	NA	YPL074W
61	AzelaicAcid	NA	YPL227C
62	AzelaicAcid	NA	YPL195W
63	AzelaicAcid	NA	YCR087C-A
64	AzelaicAcid	NA	YDR477W
65	AzelaicAcid	NA	YLR055C
66	AzelaicAcid	NA	YML071C
67	AzelaicAcid	NA	YOR246C
68	AzelaicAcid	NA	YLR039C
69	AzelaicAcid	NA	YFL025C
70	AzelaicAcid	NA	YMR092C
71	AzelaicAcid	NA	YKR051W
72	AzelaicAcid	NA	YIL012W
73	AzelaicAcid	NA	YPL058C
74	AzelaicAcid	NA	YDR071C
75	AzelaicAcid	NA	YDL119C
76	AzelaicAcid	NA	YBR225W
77	AzelaicAcid	NA	YGR209C
78	AzelaicAcid	NA	YLR015W
79	AzelaicAcid	NA	YDR186C
80	AzelaicAcid	NA	YLR350W
81	AzelaicAcid	NA	YGL151W
82	AzelaicAcid	NA	YKL001C
83	AzelaicAcid	NA	YNR032C-A
84	AzelaicAcid	NA	YDR525W-A
85	AzelaicAcid	NA	YML022W
86	AzelaicAcid	NA	YOR165W
87	AzelaicAcid	NA	YMR205C
88	AzelaicAcid	NA	YLR261C
89	AzelaicAcid	NA	YGL105W
90	AzelaicAcid	NA	YDR441C
91	AzelaicAcid	NA	YLR353W
92	AzelaicAcid	NA	YOR112W
93	AzelaicAcid	NA	YJR059W
94	AzelaicAcid	NA	YLR262C
95	AzelaicAcid	NA	YMR052C-A
96	AzelaicAcid	NA	YJL204C
97	AzelaicAcid	NA	YOR059C
98	AzelaicAcid	NA	YFL032W
99	AzelaicAcid	NA	YKL212W
100	AzelaicAcid	NA	YGL046W
101	AzelaicAcid	NA	YNL162W
102	AzelaicAcid	NA	YFR041C
103	AzelaicAcid	NA	YOR279C
104	AzelaicAcid	NA	YIL128W
105	AzelaicAcid	NA	YOR094W
106	AzelaicAcid	NA	YML067C
107	AzelaicAcid	NA	YPL067C
108	AzelaicAcid	NA	YMR294W-A
