Inhibitor	Significant_up_deletions	Significant_down_deletions
1	MBO	YHR004C	YER090W
2	MBO	YDR395W	YAL059W
3	MBO	YLL013C	YOL116W
4	MBO	YMR216C	YIL160C
5	MBO	YOL050C	YDR058C
6	MBO	YBR291C	YCR088W
7	MBO	YMR039C	YGL244W
8	MBO	YNL235C	YPR119W
9	MBO	YBL003C	YMR312W
10	MBO	YLR087C	YBL051C
11	MBO	YDR108W	YOR091W
12	MBO	YJL120W	YDR452W
13	MBO	YNL003C	YDR033W
14	MBO	YPL158C	YML121W
15	MBO	YLR268W	YOR067C
16	MBO	YDR146C	YER155C
17	MBO	NA	YOL124C
18	MBO	NA	YAL024C
19	MBO	NA	YML003W
20	MBO	NA	YCR076C
21	MBO	NA	YLR021W
22	MBO	NA	YDR354W
23	MBO	NA	YKL110C
24	MBO	NA	YOR002W
25	MBO	NA	YDR503C
26	MBO	NA	YLL025W
27	MBO	NA	YLR292C
28	MBO	NA	YFL001W
29	MBO	NA	YDR101C
30	MBO	NA	YGL023C
31	MBO	NA	YML111W
32	MBO	NA	YGR058W
33	MBO	NA	YLR426W
34	MBO	NA	YHR034C
35	MBO	NA	YDR156W
36	MBO	NA	YAL042W
37	MBO	NA	YNL242W
38	MBO	NA	YGR200C
39	MBO	NA	YAL026C
40	MBO	NA	YOL129W
41	MBO	NA	YKL211C
42	MBO	NA	YDL224C
43	MBO	NA	YMR007W
44	MBO	NA	YPL236C
45	MBO	NA	YMR006C
46	MBO	NA	YIR037W
47	MBO	NA	YHL031C
48	MBO	NA	YHR123W
49	MBO	NA	YEL012W
50	MBO	NA	YLR006C
51	MBO	NA	YCL029C
52	MBO	NA	YGL219C
53	MBO	NA	YOL035C
54	MBO	NA	YMR226C
55	MBO	NA	YGL007W
56	MBO	NA	YDR455C
57	MBO	NA	YDR162C
58	MBO	NA	YNL293W
59	MBO	NA	YMR183C
60	MBO	NA	YNR006W
61	MBO	NA	YIL097W
62	MBO	NA	YMR036C
63	MBO	NA	YLR125W
64	MBO	NA	YKR095W
65	MBO	NA	YGL217C
66	MBO	NA	YER178W
67	MBO	NA	YGR157W
68	MBO	NA	YBR164C
69	MBO	NA	YGR224W
70	MBO	NA	YNL323W
71	MBO	NA	YLR102C
72	MBO	NA	YJL210W
73	MBO	NA	YOR014W
74	MBO	NA	YGL211W
75	MBO	NA	YJR135C
76	MBO	NA	YLR024C
77	MBO	NA	YEL063C
78	MBO	NA	YIL012W
79	MBO	NA	YKL008C
80	MBO	NA	YNL098C
81	MBO	NA	YMR241W
82	MBO	NA	YLR049C
83	MBO	NA	YER167W
84	MBO	NA	YNL257C
85	MBO	NA	YDR451C
86	MBO	NA	YKL050C
87	MBO	NA	YCR053W
88	MBO	NA	YDR293C
89	MBO	NA	YPL155C
90	MBO	NA	YPL105C
91	MBO	NA	YBL064C
92	MBO	NA	YDL155W
93	MBO	NA	YGR011W
94	MBO	NA	YDR207C
95	MBO	NA	YGR078C
96	MBO	NA	YDR252W
97	MBO	NA	YMR143W
98	MBO	NA	YOL112W
99	MBO	NA	YCR060W
100	MBO	NA	YNL064C
101	MBO	NA	YKL146W
102	MBO	NA	YPL144W
103	MBO	NA	YBR134W
104	MBO	NA	YLR371W
105	MBO	NA	YDR424C
106	MBO	NA	YNL153C
107	MBO	NA	YKL006W
108	MBO	NA	YGR003W
109	MBO	NA	YML097C
110	MBO	NA	YLR360W
111	MBO	NA	YER016W
112	MBO	NA	YAL010C
113	MBO	NA	YGR163W
114	MBO	NA	YER151C
115	MBO	NA	YLR182W
116	MBO	NA	YKR041W
117	MBO	NA	YDR475C
118	MBO	NA	YLR113W
119	MBO	NA	YMR135C
120	MBO	NA	YLR349W
121	MBO	NA	YBR016W
122	MBO	NA	YMR294W-A
123	MBO	NA	YMR294W
124	MBO	NA	YLR373C
125	MBO	NA	YPL157W
126	MBO	NA	YOR058C
127	MBO	NA	YLR412W
128	MBO	NA	YHL025W
129	MBO	NA	YBR041W
130	MBO	NA	YNR010W
131	MBO	NA	YBR200W
132	MBO	NA	YPL161C
133	MBO	NA	YGL020C
134	MBO	NA	YJR145C
135	MBO	NA	YJR066W
136	MBO	NA	YGL105W
137	MBO	NA	YBR267W
138	MBO	NA	YML035C-A
139	MBO	NA	YNL020C
140	MBO	NA	YLR089C
141	MBO	NA	YML071C
142	MBO	NA	YKR047W
143	MBO	NA	YNL070W
144	MBO	NA	YHR191C
145	MBO	NA	YER062C
146	MBO	NA	YGL148W
