Inhibitor	Significant_up_deletions	Significant_down_deletions
1	4OHBenzoicAcid	YMR289W	YNL125C
2	4OHBenzoicAcid	YER020W	YOL090W
3	4OHBenzoicAcid	YIR038C	YNL323W
4	4OHBenzoicAcid	YNL223W	YDL119C
5	4OHBenzoicAcid	YIL020C	YGL007W
6	4OHBenzoicAcid	YHL028W	YEL063C
7	4OHBenzoicAcid	YGL258W	YPL206C
8	4OHBenzoicAcid	YLR286C	YGR170W
9	4OHBenzoicAcid	YKR097W	YGR184C
10	4OHBenzoicAcid	YPR172W	YDR071C
11	4OHBenzoicAcid	YMR310C	YFL025C
12	4OHBenzoicAcid	YER097W	YLR350W
13	4OHBenzoicAcid	YDR285W	YDR123C
14	4OHBenzoicAcid	YMR031W-A	YOR165W
15	4OHBenzoicAcid	YNL194C	YCR053W
16	4OHBenzoicAcid	YMR307W	YGL084C
17	4OHBenzoicAcid	YNL047C	YJR066W
18	4OHBenzoicAcid	YNL278W	YDR213W
19	4OHBenzoicAcid	YBR283C	YER083C
20	4OHBenzoicAcid	YBR297W	YKL046C
21	4OHBenzoicAcid	YAR003W	YKL212W
22	4OHBenzoicAcid	YKL103C	NA
23	4OHBenzoicAcid	YGR137W	NA
24	4OHBenzoicAcid	YBR293W	NA
25	4OHBenzoicAcid	YKL211C	NA
26	4OHBenzoicAcid	YHR082C	NA
27	4OHBenzoicAcid	YDL191W	NA
28	4OHBenzoicAcid	YKL032C	NA
29	4OHBenzoicAcid	YCL027W	NA
30	4OHBenzoicAcid	YKL096W-A	NA
31	4OHBenzoicAcid	YNL196C	NA
32	4OHBenzoicAcid	YEL008W	NA
33	4OHBenzoicAcid	YBR248C	NA
34	4OHBenzoicAcid	YPL244C	NA
35	4OHBenzoicAcid	YLR063W	NA
36	4OHBenzoicAcid	YNL334C	NA
37	4OHBenzoicAcid	YGR149W	NA
38	4OHBenzoicAcid	YOL160W	NA
39	4OHBenzoicAcid	YGR123C	NA
40	4OHBenzoicAcid	YER066W	NA
41	4OHBenzoicAcid	YDL019C	NA
42	4OHBenzoicAcid	YBR118W	NA
43	4OHBenzoicAcid	YOR153W	NA
44	4OHBenzoicAcid	YMR030W	NA
45	4OHBenzoicAcid	YGR133W	NA
46	4OHBenzoicAcid	YBR210W	NA
47	4OHBenzoicAcid	YJR053W	NA
48	4OHBenzoicAcid	YGL004C	NA
49	4OHBenzoicAcid	YLR187W	NA
50	4OHBenzoicAcid	YCR079W	NA
51	4OHBenzoicAcid	YKL216W	NA
52	4OHBenzoicAcid	YKR066C	NA
53	4OHBenzoicAcid	YNL336W	NA
54	4OHBenzoicAcid	YIL057C	NA
55	4OHBenzoicAcid	YPL038W	NA
56	4OHBenzoicAcid	YDR309C	NA
57	4OHBenzoicAcid	YLR057W	NA
58	4OHBenzoicAcid	YOL037C	NA
59	4OHBenzoicAcid	YOR121C	NA
60	4OHBenzoicAcid	YMR068W	NA
61	4OHBenzoicAcid	YLR094C	NA
62	4OHBenzoicAcid	YBR056W	NA
63	4OHBenzoicAcid	YHR061C	NA
64	4OHBenzoicAcid	YOR186W	NA
65	4OHBenzoicAcid	YNL072W	NA
66	4OHBenzoicAcid	YML027W	NA
67	4OHBenzoicAcid	YHL036W	NA
68	4OHBenzoicAcid	YGR275W	NA
69	4OHBenzoicAcid	YGL031C	NA
70	4OHBenzoicAcid	YLL055W	NA
71	4OHBenzoicAcid	YGR183C	NA
72	4OHBenzoicAcid	YMR181C	NA
73	4OHBenzoicAcid	YDR245W	NA
74	4OHBenzoicAcid	YCR062W	NA
75	4OHBenzoicAcid	YIL134W	NA
76	4OHBenzoicAcid	YGR044C	NA
77	4OHBenzoicAcid	YDR146C	NA
78	4OHBenzoicAcid	YGR042W	NA
79	4OHBenzoicAcid	YCR006C	NA
80	4OHBenzoicAcid	YIL153W	NA
81	4OHBenzoicAcid	YMR326C	NA
82	4OHBenzoicAcid	YNL123W	NA
83	4OHBenzoicAcid	YBR130C	NA
84	4OHBenzoicAcid	YJR052W	NA
85	4OHBenzoicAcid	YDL240W	NA
86	4OHBenzoicAcid	YPR117W	NA
87	4OHBenzoicAcid	YJL120W	NA
88	4OHBenzoicAcid	YOR338W	NA
89	4OHBenzoicAcid	YML016C	NA
90	4OHBenzoicAcid	YOR350C	NA
91	4OHBenzoicAcid	YDL114W	NA
92	4OHBenzoicAcid	YGR136W	NA
93	4OHBenzoicAcid	YLR413W	NA
94	4OHBenzoicAcid	YKL168C	NA
95	4OHBenzoicAcid	YBL029W	NA
96	4OHBenzoicAcid	YKR064W	NA
97	4OHBenzoicAcid	YHR140W	NA
